shipment_id,supplier_id,product_id,purchase_order_date,expected_delivery_date,actual_delivery_date,ordered_quantity,received_quantity,rejected_quantity,shipment_status
SHP-0006103,SUP-021,PRD-00225,2020-03-12,2020-05-05,2020-05-09,1298,1298,0,Delivered
SHP-0006104,SUP-035,PRD-00174,2021-12-11,2021-12-25,2021-12-25,204,204,0,Delivered
SHP-0006105,SUP-016,PRD-00819,2022-10-13,2022-10-29,2022-11-02,187,187,0,Delivered
SHP-0006106,SUP-066,PRD-00620,2020-09-12,2020-11-08,2020-11-11,1481,1217,97,Partial
SHP-0006107,SUP-045,PRD-00182,2025-04-29,2025-07-06,2025-07-06,910,883,27,Delivered
SHP-0006108,SUP-068,PRD-00641,2023-05-05,2023-05-10,2023-05-10,804,804,0,Delivered
SHP-0006109,SUP-053,PRD-00383,2021-07-22,2021-07-27,2021-07-27,908,908,0,Late
SHP-0006110,SUP-020,PRD-00844,2023-04-04,2023-05-05,2023-05-13,735,728,7,Delivered
SHP-0006111,SUP-062,PRD-00621,2025-01-19,2025-02-18,2025-02-28,664,664,0,Late
SHP-0006112,SUP-062,PRD-00772,2025-08-15,2025-09-23,2025-10-02,1034,1034,0,Delivered
SHP-0006113,SUP-066,PRD-00723,2024-04-11,2024-05-23,2024-05-23,132,132,0,Late
SHP-0006114,SUP-013,PRD-00375,2025-06-16,2025-07-07,2025-07-19,1279,1267,12,Delivered
SHP-0006115,SUP-069,PRD-00055,2023-10-15,2023-10-28,2023-11-03,65,65,0,Delivered
SHP-0006116,SUP-036,PRD-00677,2022-07-24,2022-08-26,2022-09-01,281,281,0,Delivered
SHP-0006117,SUP-054,PRD-00037,2023-06-07,2023-06-14,2023-06-22,882,882,0,Delivered
SHP-0006118,SUP-032,PRD-00357,2025-10-09,2025-11-18,2025-11-19,161,157,4,Delivered
SHP-0006119,SUP-019,PRD-00466,2025-10-01,2025-10-15,2025-10-15,562,562,0,Delivered
SHP-0006120,SUP-033,PRD-00132,2022-04-02,2022-04-21,2022-04-21,1336,1336,0,Delivered
SHP-0006121,SUP-002,PRD-00056,2021-09-07,2021-11-20,2021-11-27,928,928,0,Delivered
SHP-0006122,SUP-010,PRD-00897,2022-04-20,2022-05-09,2022-05-20,269,261,8,Delivered
SHP-0006123,SUP-030,PRD-00766,2023-11-11,2023-11-29,2023-11-29,1091,1081,10,Delivered
SHP-0006124,SUP-035,PRD-00826,2021-08-23,2021-09-06,2021-09-13,797,790,7,Delivered
SHP-0006125,SUP-006,PRD-00585,2025-05-18,2025-05-27,2025-06-02,196,196,0,Delivered
SHP-0006126,SUP-033,PRD-00132,2022-11-26,2023-01-15,2023-01-17,287,258,20,Partial
SHP-0006127,SUP-048,PRD-00779,2026-03-21,2026-03-31,2026-04-11,1048,1048,0,Delivered
SHP-0006128,SUP-014,PRD-00224,2023-10-25,2023-11-19,2023-11-20,978,978,0,Delivered
SHP-0006129,SUP-057,PRD-00870,2023-07-22,2023-08-08,2023-08-09,741,741,0,Delivered
SHP-0006130,SUP-030,PRD-00864,2020-10-20,2020-11-11,2020-11-11,1219,1219,0,Delivered
SHP-0006131,SUP-027,PRD-00462,2022-03-26,2022-04-07,,929,721,0,Partial
SHP-0006132,SUP-014,PRD-00483,2025-05-04,2025-05-15,2025-05-15,90,90,0,Delivered
SHP-0006133,SUP-061,PRD-00395,2024-10-04,2024-10-23,2024-10-27,654,654,0,Delivered
SHP-0006134,SUP-070,PRD-00265,2020-05-27,2020-06-07,2020-06-07,824,824,0,Late
SHP-0006135,SUP-022,PRD-00485,2022-03-09,2022-03-14,2022-03-20,458,458,0,Delivered
SHP-0006136,SUP-009,PRD-00568,2024-02-18,2024-03-09,2024-03-17,657,657,0,Delivered
SHP-0006137,SUP-035,PRD-00457,2020-09-30,2020-10-19,2020-10-19,1317,1317,0,Late
SHP-0006138,SUP-045,PRD-00347,2022-04-09,2022-05-05,2022-05-11,237,237,0,Delivered
SHP-0006139,SUP-049,PRD-00187,2022-02-10,2022-03-05,2022-03-10,433,433,0,Delivered
SHP-0006140,SUP-070,PRD-00265,2024-11-19,2024-11-24,2024-11-25,496,496,0,Late
SHP-0006141,SUP-026,PRD-00688,2025-10-19,2025-10-26,2025-10-26,134,134,0,Delivered
SHP-0006142,SUP-060,PRD-00142,2022-01-05,2022-01-15,2022-01-25,390,390,0,Delivered
SHP-0006143,SUP-035,PRD-00328,2024-12-08,2024-12-15,2024-12-15,528,528,0,Delivered
SHP-0006144,SUP-002,PRD-00384,2021-11-06,2022-01-08,2022-01-12,1029,1029,0,Delivered
SHP-0006145,SUP-023,PRD-00123,2022-09-27,2022-11-11,2022-11-13,134,134,0,Delivered
SHP-0006146,SUP-058,PRD-00885,2025-04-28,2025-05-13,2025-05-13,476,430,0,Partial
SHP-0006147,SUP-050,PRD-00410,2026-07-09,2026-09-21,2026-09-22,1302,1198,104,Delivered
SHP-0006148,SUP-010,PRD-00727,2023-11-25,2024-01-15,2024-01-15,913,904,9,Delivered
SHP-0006149,SUP-033,PRD-00127,2024-02-06,2024-04-04,2024-04-14,679,673,6,Delivered
SHP-0006150,SUP-016,PRD-00730,2022-04-09,2022-06-09,2022-06-09,152,152,0,Delivered
SHP-0006151,SUP-055,PRD-00029,2023-01-13,2023-01-29,2023-02-03,82,80,2,Late
SHP-0006152,SUP-020,PRD-00543,2022-05-22,2022-08-02,2022-08-02,340,340,0,Delivered
SHP-0006153,SUP-066,PRD-00620,2024-09-17,2024-11-13,2024-11-13,621,564,0,Partial
SHP-0006154,SUP-048,PRD-00866,2021-08-28,2021-09-03,2021-09-07,270,270,0,Delivered
SHP-0006155,SUP-032,PRD-00049,2024-06-25,2024-09-05,2024-09-06,601,601,0,Delivered
SHP-0006156,SUP-015,PRD-00445,2024-07-10,2024-07-18,2024-07-18,763,741,22,Delivered
SHP-0006157,SUP-053,PRD-00529,2021-10-24,2021-11-14,2021-11-14,938,938,0,Delivered
SHP-0006158,SUP-020,PRD-00210,2026-03-18,2026-05-17,2026-05-17,1469,1469,0,Late
SHP-0006159,SUP-053,PRD-00115,2022-12-09,2022-12-26,2022-12-30,331,328,3,Delivered
SHP-0006160,SUP-058,PRD-00032,2022-10-05,2022-10-13,2022-10-17,558,558,0,Delivered
SHP-0006161,SUP-053,PRD-00453,2023-10-01,2023-10-23,2023-10-23,1311,1298,13,Delivered
SHP-0006162,SUP-039,PRD-00459,2020-01-11,2020-02-04,2020-02-05,762,762,0,Delivered
SHP-0006163,SUP-064,PRD-00249,2021-07-12,2021-09-20,2021-10-03,1461,1345,13,Partial
SHP-0006164,SUP-011,PRD-00411,2021-08-31,2021-09-12,2021-09-25,1050,966,84,Delivered
SHP-0006165,SUP-013,PRD-00146,2021-02-17,2021-03-05,2021-03-12,224,203,0,Partial
SHP-0006166,SUP-062,PRD-00385,2024-06-07,2024-07-29,2024-07-29,937,937,0,Delivered
SHP-0006167,SUP-028,PRD-00062,2021-12-18,2022-01-02,2022-01-02,949,949,0,Delivered
SHP-0006168,SUP-005,PRD-00348,2022-05-27,2022-06-06,2022-06-16,538,538,0,Delivered
SHP-0006169,SUP-023,PRD-00810,2024-07-09,2024-07-29,2024-08-01,434,434,0,Delivered
SHP-0006170,SUP-003,PRD-00768,2025-12-31,2026-01-18,2026-01-18,938,938,0,Delivered
SHP-0006171,SUP-044,PRD-00175,2020-08-21,2020-08-31,2020-08-31,267,267,0,Delivered
SHP-0006172,SUP-050,PRD-00228,2026-07-14,2026-09-13,2026-09-18,572,572,0,Late
SHP-0006173,SUP-052,PRD-00090,2022-09-06,2022-09-16,2022-09-19,1300,1300,0,Delivered
SHP-0006174,SUP-005,PRD-00097,2021-05-02,2021-05-24,2021-05-30,995,986,9,Delivered
SHP-0006175,SUP-039,PRD-00398,2021-05-12,2021-05-25,2021-05-26,1098,1098,0,Delivered
SHP-0006176,SUP-027,PRD-00367,2020-04-03,2020-04-19,2020-04-19,103,102,1,Delivered
SHP-0006177,SUP-012,PRD-00629,2025-02-14,2025-03-05,2025-03-05,597,597,0,Delivered
SHP-0006178,SUP-044,PRD-00116,2025-04-09,2025-04-25,2025-04-25,695,695,0,Late
SHP-0006179,SUP-022,PRD-00627,2025-12-02,2025-12-18,2025-12-21,1241,1241,0,Delivered
SHP-0006180,SUP-045,PRD-00048,2025-02-11,2025-04-07,2025-04-09,698,698,0,Delivered
SHP-0006181,SUP-039,PRD-00079,2023-09-11,2023-10-03,2023-10-04,418,418,0,Delivered
SHP-0006182,SUP-039,PRD-00273,2023-03-24,2023-04-02,2023-04-06,92,92,0,Delivered
SHP-0006183,SUP-034,PRD-00613,2024-09-30,2024-10-07,2024-10-18,1406,1406,0,Delivered
SHP-0006184,SUP-031,PRD-00155,2023-09-18,2023-10-28,2023-10-28,454,454,0,Late
SHP-0006185,SUP-069,PRD-00463,2023-12-21,2023-12-26,2024-01-10,557,513,44,Late
SHP-0006186,SUP-055,PRD-00044,2023-09-23,2023-09-29,2023-10-05,582,582,0,Delivered
SHP-0006187,SUP-069,PRD-00888,2020-03-08,2020-03-17,2020-03-17,198,198,0,Delivered
SHP-0006188,SUP-053,PRD-00544,2021-07-17,2021-07-28,2021-07-28,1043,728,7,Partial
SHP-0006189,SUP-049,PRD-00484,2020-02-18,2020-03-11,2020-03-11,657,657,0,Delivered
SHP-0006190,SUP-046,PRD-00879,2023-03-29,2023-04-20,2023-04-20,744,744,0,Late
SHP-0006191,SUP-041,PRD-00493,2020-10-13,2020-11-17,2020-11-17,54,54,0,Delivered
SHP-0006192,SUP-063,PRD-00722,2021-10-07,2021-10-22,2021-10-22,409,409,0,Delivered
SHP-0006193,SUP-023,PRD-00748,2025-04-19,2025-05-17,2025-05-17,555,555,0,Delivered
SHP-0006194,SUP-004,PRD-00534,2021-07-11,2021-07-28,2021-07-28,681,661,20,Delivered
SHP-0006195,SUP-046,PRD-00171,2026-04-11,2026-04-26,2026-04-26,758,758,0,Delivered
SHP-0006196,SUP-015,PRD-00508,2024-08-14,2024-08-23,2024-08-28,716,676,0,Partial
SHP-0006197,SUP-037,PRD-00313,2022-11-24,2022-12-06,2022-12-12,789,789,0,Delivered
SHP-0006198,SUP-049,PRD-00021,2025-06-26,2025-07-04,2025-07-04,382,379,3,Delivered
SHP-0006199,SUP-024,PRD-00403,2024-10-15,2024-11-03,2024-11-07,793,793,0,Delivered
SHP-0006200,SUP-039,PRD-00459,2023-08-21,2023-08-30,2023-09-05,1220,1208,12,Delivered
SHP-0006201,SUP-063,PRD-00065,2022-05-10,2022-05-20,2022-06-03,1066,1056,10,Delivered
SHP-0006202,SUP-059,PRD-00774,2021-06-04,2021-06-23,2021-06-25,557,552,5,Delivered
SHP-0006203,SUP-051,PRD-00734,2022-09-27,2022-10-21,2022-11-06,993,993,0,Late
SHP-0006204,SUP-005,PRD-00348,2026-07-11,2026-07-27,2026-07-27,799,799,0,Delivered
SHP-0006205,SUP-070,PRD-00494,2023-01-19,2023-02-04,2023-02-11,406,406,0,Delivered
SHP-0006206,SUP-061,PRD-00395,2024-03-28,2024-04-16,2024-04-24,91,91,0,Delivered
SHP-0006207,SUP-042,PRD-00526,2023-12-16,2024-01-05,2024-01-05,176,176,0,Delivered
SHP-0006208,SUP-006,PRD-00278,2021-10-13,2021-10-29,2021-10-29,850,631,0,Partial
SHP-0006209,SUP-015,PRD-00501,2025-10-24,2025-11-15,2025-11-21,920,920,0,Delivered
SHP-0006210,SUP-038,PRD-00121,2022-12-15,2022-12-20,2023-01-02,68,68,0,Delivered
SHP-0006211,SUP-028,PRD-00370,2020-03-01,2020-03-16,2020-03-16,1377,1364,13,Late
SHP-0006212,SUP-024,PRD-00840,2021-04-14,2021-04-27,2021-05-02,151,151,0,Delivered
SHP-0006213,SUP-066,PRD-00620,2023-10-20,2023-12-18,2023-12-22,1097,1097,0,Delivered
SHP-0006214,SUP-061,PRD-00612,2025-12-12,2025-12-28,2026-01-02,439,439,0,Delivered
SHP-0006215,SUP-030,PRD-00359,2024-07-11,2024-07-21,2024-07-21,967,967,0,Delivered
SHP-0006216,SUP-033,PRD-00136,2024-02-18,2024-04-26,2024-04-30,186,186,0,Late
SHP-0006217,SUP-067,PRD-00686,2021-08-06,2021-08-30,2021-09-09,638,638,0,Delivered
SHP-0006218,SUP-004,PRD-00440,2022-04-01,2022-04-22,2022-04-22,1296,1284,12,Delivered
SHP-0006219,SUP-004,PRD-00026,2022-03-15,2022-04-07,2022-04-07,74,51,0,Partial
SHP-0006220,SUP-066,PRD-00606,2025-06-24,2025-06-29,2025-07-03,1123,1123,0,Delivered
SHP-0006221,SUP-018,PRD-00381,2025-03-07,2025-03-13,2025-03-15,1461,1461,0,Delivered
SHP-0006222,SUP-066,PRD-00606,2026-01-09,2026-02-06,2026-02-11,1405,1391,14,Delivered
SHP-0006223,SUP-014,PRD-00406,2024-11-05,2024-12-19,2024-12-19,973,973,0,Delivered
SHP-0006224,SUP-070,PRD-00708,2021-10-19,2021-11-03,2021-11-07,307,307,0,Delivered
SHP-0006225,SUP-065,PRD-00754,2024-09-13,2024-10-21,2024-10-21,1190,1190,0,Delivered
SHP-0006226,SUP-057,PRD-00218,2020-07-01,2020-07-24,2020-08-01,1043,1033,10,Delivered
SHP-0006227,SUP-037,PRD-00323,2022-03-04,2022-03-11,2022-03-19,492,492,0,Delivered
SHP-0006228,SUP-032,PRD-00551,2021-06-17,2021-07-21,2021-07-28,1420,1420,0,Delivered
SHP-0006229,SUP-038,PRD-00134,2025-03-17,2025-03-23,2025-03-24,1334,1334,0,Delivered
SHP-0006230,SUP-066,PRD-00620,2022-10-17,2022-11-06,2022-11-14,1221,1221,0,Late
SHP-0006231,SUP-013,PRD-00597,2022-08-17,2022-09-02,2022-09-05,451,451,0,Delivered
SHP-0006232,SUP-046,PRD-00171,2022-11-27,2022-12-10,2022-12-14,844,741,7,Partial
SHP-0006233,SUP-030,PRD-00522,2023-07-27,2023-08-06,2023-08-10,905,905,0,Late
SHP-0006234,SUP-001,PRD-00084,2025-06-22,2025-07-01,2025-07-12,1092,1060,32,Delivered
SHP-0006235,SUP-040,PRD-00052,2022-03-16,2022-03-21,2022-03-21,1233,1233,0,Delivered
SHP-0006236,SUP-001,PRD-00479,2020-09-22,2020-10-02,2020-10-02,292,292,0,Delivered
SHP-0006237,SUP-039,PRD-00829,2023-02-07,2023-02-26,,750,525,0,Partial
SHP-0006238,SUP-020,PRD-00844,2021-10-26,2022-01-01,2022-01-09,673,653,20,Delivered
SHP-0006239,SUP-057,PRD-00100,2020-06-16,2020-06-28,2020-07-05,766,766,0,Delivered
SHP-0006240,SUP-067,PRD-00760,2025-03-01,2025-03-08,2025-03-11,371,371,0,Late
SHP-0006241,SUP-029,PRD-00480,2024-10-23,2024-11-05,2024-11-11,525,483,42,Delivered
SHP-0006242,SUP-055,PRD-00639,2025-08-21,2025-09-06,2025-09-07,1432,1432,0,Late
SHP-0006243,SUP-059,PRD-00689,2024-08-01,2024-08-06,2024-08-12,1365,1352,13,Delivered
SHP-0006244,SUP-007,PRD-00362,2024-11-04,2025-01-03,2025-01-08,924,924,0,Late
SHP-0006245,SUP-003,PRD-00750,2024-08-14,2024-09-20,2024-09-21,70,68,2,Delivered
SHP-0006246,SUP-063,PRD-00861,2021-11-12,2021-12-02,2021-12-05,978,978,0,Delivered
SHP-0006247,SUP-053,PRD-00099,2025-07-21,2025-08-03,2025-08-03,1161,1161,0,Late
SHP-0006248,SUP-041,PRD-00420,2023-01-22,2023-02-04,2023-02-07,750,750,0,Delivered
SHP-0006249,SUP-009,PRD-00568,2022-03-29,2022-05-20,2022-05-30,1234,1234,0,Delivered
SHP-0006250,SUP-006,PRD-00713,2026-03-18,2026-04-03,2026-04-25,1139,1139,0,Delivered
SHP-0006251,SUP-049,PRD-00574,2024-06-26,2024-07-07,2024-07-09,216,199,17,Late
SHP-0006252,SUP-025,PRD-00646,2026-04-27,2026-07-01,2026-07-09,729,729,0,Delivered
SHP-0006253,SUP-052,PRD-00497,2023-07-11,2023-08-01,2023-08-05,727,727,0,Late
SHP-0006254,SUP-028,PRD-00152,2022-07-31,2022-08-12,2022-08-14,964,964,0,Delivered
SHP-0006255,SUP-025,PRD-00883,2025-01-25,2025-03-24,,215,172,0,Partial
SHP-0006256,SUP-040,PRD-00201,2021-10-01,2021-10-25,2021-10-25,1097,1097,0,Delivered
SHP-0006257,SUP-054,PRD-00694,2020-05-05,2020-05-15,2020-05-15,600,600,0,Delivered
SHP-0006258,SUP-070,PRD-00721,2024-03-09,2024-03-30,2024-04-02,320,320,0,Delivered
SHP-0006259,SUP-045,PRD-00347,2025-10-16,2025-11-29,2025-12-06,107,104,3,Late
SHP-0006260,SUP-066,PRD-00654,2022-06-07,2022-08-02,2022-08-03,135,135,0,Delivered
SHP-0006261,SUP-030,PRD-00728,2024-06-11,2024-06-30,2024-06-30,247,247,0,Delivered
SHP-0006262,SUP-030,PRD-00864,2023-01-20,2023-02-07,2023-02-08,569,569,0,Delivered
SHP-0006263,SUP-065,PRD-00754,2020-04-11,2020-05-31,2020-06-06,658,658,0,Delivered
SHP-0006264,SUP-042,PRD-00443,2024-01-30,2024-04-13,2024-04-13,89,80,2,Partial
SHP-0006265,SUP-035,PRD-00059,2022-10-26,2022-11-09,2022-11-12,1393,1393,0,Delivered
SHP-0006266,SUP-003,PRD-00750,2020-10-29,2020-12-11,2020-12-12,1289,1289,0,Delivered
SHP-0006267,SUP-009,PRD-00757,2023-12-19,2024-01-10,2024-01-10,1478,1464,14,Delivered
SHP-0006268,SUP-025,PRD-00883,2021-08-06,2021-09-30,2021-10-05,1047,1047,0,Delivered
SHP-0006269,SUP-012,PRD-00150,2023-10-26,2023-10-31,2023-10-31,884,876,8,Delivered
SHP-0006270,SUP-032,PRD-00049,2023-11-24,2023-12-27,2023-12-27,1338,1338,0,Delivered
SHP-0006271,SUP-044,PRD-00626,2020-07-01,2020-07-20,2020-07-24,1271,1047,0,Partial
SHP-0006272,SUP-027,PRD-00758,2025-05-04,2025-05-18,2025-05-24,830,764,66,Delivered
SHP-0006273,SUP-032,PRD-00122,2026-06-24,2026-07-04,2026-07-04,304,304,0,Delivered
SHP-0006274,SUP-035,PRD-00464,2026-07-23,2026-08-13,2026-08-13,159,159,0,Late
SHP-0006275,SUP-028,PRD-00471,2022-01-20,2022-02-09,2022-02-09,1371,1330,41,Delivered
SHP-0006276,SUP-037,PRD-00809,2022-09-21,2022-10-15,2022-10-15,751,751,0,Delivered
SHP-0006277,SUP-044,PRD-00297,2020-09-16,2020-10-06,2020-10-15,508,508,0,Delivered
SHP-0006278,SUP-056,PRD-00429,2022-12-29,2023-01-17,2023-01-23,463,459,4,Late
SHP-0006279,SUP-005,PRD-00355,2022-11-12,2022-12-03,2022-12-04,522,522,0,Delivered
SHP-0006280,SUP-049,PRD-00807,2022-09-26,2022-10-16,2022-10-16,1257,1220,37,Late
SHP-0006281,SUP-001,PRD-00886,2022-07-12,2022-07-22,2022-07-25,700,700,0,Delivered
SHP-0006282,SUP-032,PRD-00030,2025-12-29,2026-02-01,2026-02-08,1481,1481,0,Delivered
SHP-0006283,SUP-005,PRD-00230,2020-02-19,2020-03-05,2020-03-05,1400,1400,0,Delivered
SHP-0006284,SUP-049,PRD-00651,2024-06-22,2024-07-07,2024-07-07,1114,1103,11,Delivered
SHP-0006285,SUP-039,PRD-00200,2021-05-24,2021-06-17,2021-06-17,586,586,0,Delivered
SHP-0006286,SUP-050,PRD-00106,2020-05-31,2020-08-06,2020-08-06,1341,1341,0,Delivered
SHP-0006287,SUP-036,PRD-00162,2020-11-20,2021-02-01,2021-02-01,1445,1445,0,Delivered
SHP-0006288,SUP-063,PRD-00741,2022-07-06,2022-07-25,2022-07-25,874,874,0,Delivered
SHP-0006289,SUP-050,PRD-00775,2024-10-27,2024-12-17,2024-12-19,296,294,2,Delivered
SHP-0006290,SUP-048,PRD-00779,2023-06-21,2023-07-09,2023-07-15,924,623,0,Partial
SHP-0006291,SUP-001,PRD-00346,2021-03-28,2021-04-03,2021-04-03,205,205,0,Delivered
SHP-0006292,SUP-054,PRD-00349,2020-04-11,2020-04-17,2020-04-28,1085,1085,0,Delivered
SHP-0006293,SUP-025,PRD-00554,2023-04-24,2023-05-02,2023-05-02,1368,1368,0,Delivered
SHP-0006294,SUP-052,PRD-00497,2024-02-05,2024-02-10,2024-02-21,1127,1127,0,Delivered
SHP-0006295,SUP-057,PRD-00181,2026-01-28,2026-02-04,2026-02-04,326,326,0,Delivered
SHP-0006296,SUP-020,PRD-00167,2023-01-25,2023-02-08,2023-02-14,198,185,0,Partial
SHP-0006297,SUP-029,PRD-00549,2022-10-11,2022-11-02,2022-11-02,1138,1138,0,Delivered
SHP-0006298,SUP-004,PRD-00440,2020-11-15,2020-11-27,2020-12-14,1135,1135,0,Delivered
SHP-0006299,SUP-033,PRD-00125,2020-01-11,2020-01-23,2020-01-23,1395,1395,0,Delivered
SHP-0006300,SUP-001,PRD-00084,2024-04-25,2024-05-10,2024-05-10,522,507,15,Delivered
SHP-0006301,SUP-039,PRD-00516,2024-03-10,2024-03-19,2024-03-26,814,814,0,Delivered
SHP-0006302,SUP-066,PRD-00533,2023-09-27,2023-10-20,2023-10-20,603,603,0,Delivered
SHP-0006303,SUP-050,PRD-00106,2020-05-12,2020-06-10,2020-06-15,275,273,2,Delivered
SHP-0006304,SUP-067,PRD-00261,2021-03-16,2021-03-21,2021-03-21,1207,1207,0,Delivered
SHP-0006305,SUP-067,PRD-00656,2021-03-12,2021-04-04,2021-04-04,594,589,5,Delivered
SHP-0006306,SUP-055,PRD-00639,2022-01-29,2022-02-21,2022-02-21,413,413,0,Delivered
SHP-0006307,SUP-059,PRD-00689,2024-06-01,2024-06-15,2024-06-22,752,583,0,Partial
SHP-0006308,SUP-059,PRD-00159,2021-12-29,2022-01-15,2022-01-20,529,529,0,Delivered
SHP-0006309,SUP-044,PRD-00116,2026-06-02,2026-06-12,2026-06-23,1375,1375,0,Delivered
SHP-0006310,SUP-018,PRD-00223,2025-06-01,2025-06-22,2025-06-23,1158,1158,0,Delivered
SHP-0006311,SUP-034,PRD-00045,2022-03-28,2022-04-05,2022-04-06,514,514,0,Delivered
SHP-0006312,SUP-022,PRD-00450,2021-06-19,2021-06-28,2021-06-28,356,356,0,Late
SHP-0006313,SUP-007,PRD-00491,2024-01-11,2024-03-24,2024-03-24,257,255,2,Delivered
SHP-0006314,SUP-059,PRD-00163,2025-11-22,2025-12-03,2025-12-06,528,528,0,Late
SHP-0006315,SUP-053,PRD-00529,2025-12-04,2025-12-17,2025-12-25,1391,1391,0,Delivered
SHP-0006316,SUP-029,PRD-00586,2026-01-07,2026-01-16,2026-01-28,198,193,5,Delivered
SHP-0006317,SUP-008,PRD-00281,2023-07-23,2023-09-19,2023-10-02,1461,1461,0,Delivered
SHP-0006318,SUP-029,PRD-00586,2026-07-08,2026-07-21,2026-07-21,223,221,2,Delivered
SHP-0006319,SUP-030,PRD-00359,2025-08-15,2025-09-07,2025-09-07,1091,1081,10,Delivered
SHP-0006320,SUP-053,PRD-00570,2024-09-14,2024-09-22,2024-10-04,91,91,0,Delivered
SHP-0006321,SUP-026,PRD-00010,2020-10-27,2020-11-19,2020-12-08,147,147,0,Delivered
SHP-0006322,SUP-003,PRD-00768,2021-05-08,2021-06-10,2021-06-10,1071,1071,0,Delivered
SHP-0006323,SUP-017,PRD-00638,2025-01-12,2025-02-02,2025-02-02,388,388,0,Delivered
SHP-0006324,SUP-063,PRD-00671,2025-06-17,2025-06-29,2025-07-04,1099,1089,10,Delivered
SHP-0006325,SUP-021,PRD-00702,2022-05-27,2022-07-17,2022-07-26,556,556,0,Delivered
SHP-0006326,SUP-044,PRD-00481,2026-06-12,2026-07-01,2026-07-01,1439,1439,0,Delivered
SHP-0006327,SUP-026,PRD-00557,2023-12-15,2023-12-21,2023-12-21,1069,1037,32,Delivered
SHP-0006328,SUP-028,PRD-00865,2024-01-04,2024-01-09,2024-01-09,725,725,0,Delivered
SHP-0006329,SUP-064,PRD-00795,2025-03-27,2025-04-09,2025-04-16,1315,1315,0,Delivered
SHP-0006330,SUP-032,PRD-00509,2022-07-03,2022-09-01,2022-09-15,1126,1115,11,Delivered
SHP-0006331,SUP-041,PRD-00663,2021-07-14,2021-07-26,2021-08-07,1207,1207,0,Late
SHP-0006332,SUP-027,PRD-00758,2020-02-14,2020-02-22,2020-02-26,120,120,0,Delivered
SHP-0006333,SUP-047,PRD-00257,2021-06-06,2021-08-01,2021-08-03,319,319,0,Delivered
SHP-0006334,SUP-010,PRD-00189,2020-06-19,2020-07-27,2020-08-01,1269,1269,0,Delivered
SHP-0006335,SUP-014,PRD-00437,2023-07-25,2023-09-25,2023-09-27,418,418,0,Delivered
SHP-0006336,SUP-013,PRD-00435,2022-05-09,2022-06-02,2022-06-02,1028,1028,0,Delivered
SHP-0006337,SUP-010,PRD-00482,2021-03-01,2021-04-23,2021-04-23,1347,1347,0,Delivered
SHP-0006338,SUP-022,PRD-00454,2026-07-13,2026-08-02,2026-08-02,1389,1389,0,Delivered
SHP-0006339,SUP-049,PRD-00618,2025-04-22,2025-05-04,2025-05-09,598,551,47,Delivered
SHP-0006340,SUP-017,PRD-00050,2022-10-28,2022-11-10,2022-11-25,377,374,3,Delivered
SHP-0006341,SUP-011,PRD-00523,2025-09-11,2025-09-28,2025-10-10,695,695,0,Delivered
SHP-0006342,SUP-046,PRD-00389,2026-04-30,2026-05-18,2026-05-18,763,763,0,Delivered
SHP-0006343,SUP-006,PRD-00690,2026-03-10,2026-03-30,2026-03-30,1269,1269,0,Delivered
SHP-0006344,SUP-047,PRD-00057,2022-05-03,2022-07-14,2022-07-14,1029,1019,10,Late
SHP-0006345,SUP-023,PRD-00123,2020-04-14,2020-06-04,2020-06-04,1165,1165,0,Delivered
SHP-0006346,SUP-063,PRD-00671,2023-06-21,2023-06-29,2023-06-29,602,602,0,Late
SHP-0006347,SUP-030,PRD-00766,2024-08-10,2024-08-18,2024-08-31,650,650,0,Delivered
SHP-0006348,SUP-022,PRD-00485,2020-04-25,2020-05-15,2020-05-20,815,815,0,Delivered
SHP-0006349,SUP-055,PRD-00044,2024-05-08,2024-06-30,2024-06-30,488,488,0,Delivered
SHP-0006350,SUP-023,PRD-00748,2025-05-20,2025-05-25,2025-05-25,278,233,0,Partial
SHP-0006351,SUP-027,PRD-00784,2026-02-08,2026-02-15,2026-02-18,1248,1248,0,Delivered
SHP-0006352,SUP-063,PRD-00861,2023-11-19,2023-11-24,2023-12-04,1293,1293,0,Delivered
SHP-0006353,SUP-068,PRD-00238,2023-02-21,2023-03-04,2023-03-04,427,427,0,Delivered
SHP-0006354,SUP-062,PRD-00385,2025-12-19,2026-02-03,2026-02-11,210,210,0,Delivered
SHP-0006355,SUP-054,PRD-00604,2020-02-29,2020-03-16,2020-03-16,1105,1105,0,Delivered
SHP-0006356,SUP-058,PRD-00158,2025-08-20,2025-10-10,2025-10-15,1272,1260,12,Delivered
SHP-0006357,SUP-032,PRD-00049,2024-03-28,2024-05-12,2024-05-12,1395,1382,13,Delivered
SHP-0006358,SUP-001,PRD-00346,2020-11-06,2020-11-26,2020-11-26,92,92,0,Delivered
SHP-0006359,SUP-034,PRD-00156,2021-04-12,2021-05-06,2021-05-13,313,304,9,Delivered
SHP-0006360,SUP-041,PRD-00636,2025-05-08,2025-07-13,2025-07-15,1255,1243,12,Late
SHP-0006361,SUP-061,PRD-00322,2025-02-09,2025-02-22,2025-02-22,312,312,0,Late
SHP-0006362,SUP-068,PRD-00641,2026-04-21,2026-05-02,2026-05-02,801,801,0,Delivered
SHP-0006363,SUP-021,PRD-00830,2022-06-30,2022-08-26,2022-09-06,1261,1261,0,Delivered
