ticket_id,customer_id,opened_at,closed_at,issue_type,channel,priority,agent_id,resolution_status,satisfaction_score
TKT-0008274,CUS-010343,2023-04-01 16:00:00,2023-04-01 21:00:00,Delivery,Chat,Low,AGT-099,Resolved,5.0
TKT-0008275,CUS-003838,2024-11-19 03:00:00,2024-11-23 08:00:00,Delivery,Phone,Medium,AGT-196,Closed,
TKT-0008276,CUS-009267,2026-04-04 00:00:00,2026-04-04 16:00:00,Delivery,Social,Low,AGT-191,Resolved,
TKT-0008277,CUS-006453,2022-02-14 18:00:00,2022-02-17 06:00:00,Delivery,Email,Low,AGT-247,Closed,
TKT-0008278,CUS-001517,2025-09-24 21:00:00,2025-09-29 19:00:00,Delivery,Chat,Low,AGT-186,Resolved,5.0
TKT-0008279,CUS-001104,2023-12-01 22:00:00,2023-12-03 17:00:00,Product Quality,Chat,Medium,AGT-136,Resolved,
TKT-0008280,CUS-002663,2025-11-02 05:00:00,2025-11-05 22:00:00,Returns,Social,Low,AGT-298,Resolved,3.0
TKT-0008281,CUS-004908,2021-09-12 05:00:00,2021-09-15 22:00:00,Payment,Phone,Low,AGT-024,Resolved,
TKT-0008282,CUS-005085,2025-09-04 21:00:00,2025-09-08 07:00:00,Product Quality,Chat,Medium,AGT-305,Resolved,
TKT-0008283,CUS-001582,2025-06-29 06:00:00,2025-07-02 23:00:00,Returns,Email,Low,AGT-266,Resolved,4.0
TKT-0008284,CUS-010616,2022-10-28 17:00:00,2022-10-31 21:00:00,Product Quality,Social,Low,AGT-079,Resolved,
TKT-0008285,CUS-011910,2022-02-01 01:00:00,2022-02-05 16:00:00,Delivery,Email,Medium,AGT-312,Closed,4.0
TKT-0008286,CUS-004764,2023-01-21 14:00:00,2023-01-22 18:00:00,Delivery,Chat,Medium,AGT-272,Resolved,
TKT-0008287,CUS-001661,2020-09-09 04:00:00,2020-09-12 12:00:00,Product Quality,Store,Medium,AGT-102,Resolved,4.0
TKT-0008288,CUS-004614,2023-08-15 13:00:00,2023-08-18 01:00:00,Account,Social,Low,AGT-270,Resolved,5.0
TKT-0008289,CUS-007676,2022-04-30 09:00:00,2022-05-04 01:00:00,Returns,Phone,Medium,AGT-303,Resolved,2.0
TKT-0008290,CUS-008377,2023-11-15 12:00:00,2023-11-19 07:00:00,Delivery,Phone,Medium,AGT-347,Resolved,
TKT-0008291,CUS-010437,2025-01-22 02:00:00,2025-01-26 21:00:00,Product Quality,Email,Medium,AGT-348,Closed,5.0
TKT-0008292,CUS-011685,2022-05-15 00:00:00,2022-05-18 08:00:00,Returns,Social,Low,AGT-186,Closed,4.0
TKT-0008293,CUS-006398,2020-10-14 16:00:00,2020-10-18 18:00:00,Delivery,Store,Medium,AGT-240,Resolved,4.0
TKT-0008294,CUS-003236,2022-07-24 19:00:00,2022-07-25 15:00:00,Promotion,Phone,High,AGT-336,Resolved,
TKT-0008295,CUS-011613,2025-01-24 13:00:00,2025-01-27 05:00:00,Returns,Social,Medium,AGT-045,Resolved,
TKT-0008296,CUS-005862,2025-03-18 09:00:00,,Returns,Chat,Medium,AGT-056,Open,
TKT-0008297,CUS-003185,2025-01-26 01:00:00,2025-01-28 00:00:00,Returns,Chat,Medium,AGT-345,Resolved,
TKT-0008298,CUS-006336,2025-12-08 21:00:00,,Payment,Chat,Low,AGT-189,Open,
TKT-0008299,CUS-008021,2022-05-25 17:00:00,2022-05-27 02:00:00,Returns,Store,High,AGT-310,Resolved,2.0
TKT-0008300,CUS-003099,2021-11-07 20:00:00,2021-11-10 07:00:00,Returns,Chat,Low,AGT-299,Resolved,1.0
TKT-0008301,CUS-011233,2023-07-01 05:00:00,2023-07-05 12:00:00,Product Quality,Store,Medium,AGT-018,Resolved,4.0
TKT-0008302,CUS-011082,2022-05-15 18:00:00,2022-05-18 10:00:00,Returns,Email,Low,AGT-124,Resolved,
TKT-0008303,CUS-007424,2023-06-27 17:00:00,2023-07-02 11:00:00,Delivery,Chat,Medium,AGT-017,Closed,5.0
TKT-0008304,CUS-004938,2025-08-30 04:00:00,2025-08-30 20:00:00,Delivery,Social,High,AGT-080,Resolved,
TKT-0008305,CUS-000441,2023-07-08 16:00:00,2023-07-10 00:00:00,Promotion,Phone,Medium,AGT-144,Resolved,3.0
TKT-0008306,CUS-008397,2022-08-05 19:00:00,2022-08-05 22:00:00,Technical,Chat,High,AGT-125,Closed,5.0
TKT-0008307,CUS-001575,2025-06-15 17:00:00,2025-06-19 06:00:00,Delivery,Email,Medium,AGT-131,Resolved,
TKT-0008308,CUS-003826,2023-10-19 08:00:00,2023-10-19 14:00:00,Delivery,Chat,High,AGT-112,Resolved,
TKT-0008309,CUS-011930,2022-03-29 20:00:00,2022-04-01 19:00:00,Product Quality,Phone,Medium,AGT-233,Resolved,
TKT-0008310,CUS-007280,2020-06-26 17:00:00,2020-06-30 22:00:00,Product Quality,Email,Medium,AGT-027,Resolved,1.0
TKT-0008311,CUS-000458,2020-11-30 03:00:00,2020-12-03 06:00:00,Returns,Store,Medium,AGT-081,Resolved,
TKT-0008312,CUS-010784,2024-02-24 03:00:00,,Returns,Phone,Low,AGT-157,Open,
TKT-0008313,CUS-003333,2020-10-09 14:00:00,2020-10-12 19:00:00,Delivery,Email,Medium,AGT-191,Resolved,
TKT-0008314,CUS-002246,2020-04-18 04:00:00,2020-04-21 08:00:00,Technical,Email,Medium,AGT-101,Resolved,
TKT-0008315,CUS-008252,2024-10-30 06:00:00,2024-11-03 21:00:00,Returns,Phone,Medium,AGT-312,Resolved,
TKT-0008316,CUS-000884,2025-11-21 08:00:00,2025-11-22 21:00:00,Product Quality,Email,Low,AGT-114,Resolved,
TKT-0008317,CUS-011242,2024-06-01 02:00:00,2024-06-06 01:00:00,Delivery,Social,Medium,AGT-288,Resolved,5.0
TKT-0008318,CUS-004635,2023-07-12 05:00:00,2023-07-13 10:00:00,Returns,Social,Low,AGT-129,Resolved,
TKT-0008319,CUS-003828,2024-10-30 09:00:00,2024-11-02 13:00:00,Account,Phone,High,AGT-267,Resolved,
TKT-0008320,CUS-007318,2024-03-14 07:00:00,2024-03-14 22:00:00,Payment,Email,Medium,AGT-019,Resolved,
TKT-0008321,CUS-010231,2025-12-03 09:00:00,2025-12-07 11:00:00,Technical,Chat,Medium,AGT-116,Resolved,3.0
TKT-0008322,CUS-003468,2020-01-26 16:00:00,2020-01-28 07:00:00,Delivery,Chat,High,AGT-191,Resolved,4.0
TKT-0008323,CUS-003296,2024-10-10 22:00:00,2024-10-15 18:00:00,Payment,Social,Medium,AGT-207,Resolved,5.0
TKT-0008324,CUS-010227,2025-08-03 03:00:00,2025-08-06 09:00:00,Promotion,Social,Low,AGT-222,Resolved,2.0
TKT-0008325,CUS-005430,2025-11-27 13:00:00,2025-11-29 13:00:00,Payment,Email,High,AGT-272,Resolved,
TKT-0008326,CUS-009132,2022-02-15 04:00:00,2022-02-15 19:00:00,Promotion,Store,Medium,AGT-107,Resolved,5.0
TKT-0008327,CUS-004435,2021-02-28 16:00:00,2021-03-04 14:00:00,Promotion,Chat,Medium,AGT-172,Resolved,5.0
TKT-0008328,CUS-011654,2024-12-01 13:00:00,,Returns,Chat,Low,AGT-303,Open,
TKT-0008329,CUS-011801,2023-12-17 23:00:00,2023-12-21 02:00:00,Account,Social,Low,AGT-276,Resolved,3.0
TKT-0008330,CUS-009874,2025-03-09 15:00:00,2025-03-13 06:00:00,Delivery,Store,Medium,AGT-130,Resolved,
TKT-0008331,CUS-002597,2023-05-24 16:00:00,2023-05-28 23:00:00,Account,Store,Medium,AGT-304,Resolved,5.0
TKT-0008332,CUS-002561,2025-11-16 23:00:00,2025-11-21 20:00:00,Delivery,Phone,Low,AGT-343,Resolved,2.0
TKT-0008333,CUS-006959,2024-06-09 22:00:00,2024-06-13 08:00:00,Product Quality,Store,Medium,AGT-137,Resolved,5.0
TKT-0008334,CUS-011229,2024-02-16 12:00:00,,Account,Social,High,AGT-231,Open,
TKT-0008335,CUS-005083,2020-10-06 05:00:00,2020-10-08 18:00:00,Delivery,Phone,Low,AGT-157,Resolved,5.0
TKT-0008336,CUS-011798,2025-10-07 02:00:00,2025-10-10 19:00:00,Product Quality,Email,Low,AGT-319,Resolved,
TKT-0008337,CUS-000311,2023-08-16 23:00:00,2023-08-19 07:00:00,Delivery,Social,High,AGT-081,Resolved,5.0
TKT-0008338,CUS-007062,2025-05-08 21:00:00,2025-05-09 12:00:00,Promotion,Social,Low,AGT-027,Resolved,4.0
TKT-0008339,CUS-000746,2021-07-22 08:00:00,2021-07-24 03:00:00,Technical,Email,Medium,AGT-036,Resolved,
TKT-0008340,CUS-010242,2024-05-21 08:00:00,2024-05-22 08:00:00,Account,Phone,Medium,AGT-314,Resolved,
TKT-0008341,CUS-011489,2020-11-01 14:00:00,2020-11-02 04:00:00,Product Quality,Store,Medium,AGT-043,Resolved,
TKT-0008342,CUS-003098,2023-02-12 21:00:00,2023-02-16 23:00:00,Returns,Social,Medium,AGT-210,Resolved,
TKT-0008343,CUS-004913,2024-12-06 02:00:00,2024-12-07 19:00:00,Payment,Chat,High,AGT-274,Resolved,4.0
TKT-0008344,CUS-003174,2026-02-18 15:00:00,2026-02-21 03:00:00,Product Quality,Phone,Low,AGT-172,Resolved,
TKT-0008345,CUS-009222,2021-10-08 06:00:00,2021-10-11 05:00:00,Delivery,Chat,Critical,AGT-224,Resolved,4.0
TKT-0008346,CUS-001965,2022-05-22 03:00:00,2022-05-24 07:00:00,Payment,Social,Medium,AGT-206,Resolved,3.0
TKT-0008347,CUS-000885,2024-12-29 03:00:00,,Returns,Chat,High,AGT-206,Open,
TKT-0008348,CUS-008504,2021-06-18 03:00:00,2021-06-22 07:00:00,Returns,Store,Low,AGT-314,Resolved,
TKT-0008349,CUS-011199,2025-07-26 21:00:00,2025-07-29 20:00:00,Delivery,Phone,Medium,AGT-087,Resolved,
TKT-0008350,CUS-000880,2026-02-20 18:00:00,2026-02-23 00:00:00,Delivery,Email,Low,AGT-346,Resolved,
TKT-0008351,CUS-007709,2025-09-29 18:00:00,2025-10-02 15:00:00,Payment,Store,Medium,AGT-231,Resolved,
TKT-0008352,CUS-007661,2022-09-11 06:00:00,2022-09-12 02:00:00,Account,Email,Low,AGT-006,Closed,5.0
TKT-0008353,CUS-008020,2020-08-15 05:00:00,2020-08-17 13:00:00,Returns,Store,Medium,AGT-236,Resolved,3.0
TKT-0008354,CUS-011802,2025-03-26 02:00:00,2025-03-29 08:00:00,Payment,Phone,Low,AGT-059,Resolved,
TKT-0008355,CUS-003705,2023-01-30 10:00:00,2023-02-02 13:00:00,Delivery,Phone,Critical,AGT-129,Closed,
TKT-0008356,CUS-009153,2025-09-09 07:00:00,2025-09-10 19:00:00,Delivery,Chat,Medium,AGT-050,Resolved,
TKT-0008357,CUS-000829,2024-10-10 18:00:00,2024-10-15 16:00:00,Technical,Store,High,AGT-281,Resolved,5.0
TKT-0008358,CUS-004580,2025-11-30 02:00:00,2025-12-01 22:00:00,Account,Phone,Low,AGT-253,Resolved,3.0
TKT-0008359,CUS-005432,2022-07-10 19:00:00,2022-07-12 05:00:00,Delivery,Phone,Medium,AGT-102,Resolved,
TKT-0008360,CUS-011949,2022-07-02 23:00:00,2022-07-05 22:00:00,Returns,Email,Medium,AGT-220,Resolved,
TKT-0008361,CUS-001198,2023-09-12 08:00:00,2023-09-13 08:00:00,Payment,Chat,Medium,AGT-105,Resolved,
TKT-0008362,CUS-006862,2026-03-12 05:00:00,2026-03-13 23:00:00,Product Quality,Social,Low,AGT-090,Resolved,
TKT-0008363,CUS-001058,2026-01-29 03:00:00,2026-01-31 09:00:00,Delivery,Social,Critical,AGT-214,Resolved,3.0
TKT-0008364,CUS-011266,2026-04-11 01:00:00,2026-04-12 06:00:00,Returns,Social,Medium,AGT-114,Resolved,5.0
TKT-0008365,CUS-007338,2025-01-07 06:00:00,2025-01-08 12:00:00,Returns,Social,Medium,AGT-084,Closed,
TKT-0008366,CUS-011768,2020-08-23 20:00:00,2020-08-25 20:00:00,Product Quality,Social,High,AGT-161,Resolved,
TKT-0008367,CUS-008436,2021-12-23 15:00:00,2021-12-26 21:00:00,Technical,Phone,Medium,AGT-345,Resolved,
TKT-0008368,CUS-008972,2022-06-26 17:00:00,,Account,Phone,Low,AGT-085,Open,
TKT-0008369,CUS-006695,2020-02-22 16:00:00,2020-02-23 20:00:00,Returns,Email,Medium,AGT-237,Resolved,5.0
TKT-0008370,CUS-011655,2022-12-20 23:00:00,2022-12-24 15:00:00,Returns,Phone,High,AGT-113,Resolved,5.0
TKT-0008371,CUS-004778,2026-05-01 22:00:00,2026-05-05 19:00:00,Delivery,Social,Low,AGT-009,Closed,3.0
TKT-0008372,CUS-001590,2026-08-29 08:00:00,2026-08-29 23:00:00,Returns,Chat,Low,AGT-153,Resolved,4.0
TKT-0008373,CUS-009349,2025-01-13 07:00:00,2025-01-17 20:00:00,Product Quality,Phone,Medium,AGT-184,Resolved,3.0
TKT-0008374,CUS-010821,2025-06-26 04:00:00,2025-06-29 06:00:00,Product Quality,Chat,Low,AGT-009,Resolved,
TKT-0008375,CUS-007026,2026-01-14 22:00:00,2026-01-18 08:00:00,Product Quality,Email,Low,AGT-132,Resolved,5.0
TKT-0008376,CUS-006426,2022-03-02 14:00:00,2022-03-07 06:00:00,Payment,Chat,Low,AGT-096,Closed,
TKT-0008377,CUS-009428,2024-01-09 09:00:00,2024-01-12 13:00:00,Returns,Phone,Medium,AGT-250,Resolved,4.0
TKT-0008378,CUS-001108,2020-02-20 16:00:00,,Product Quality,Email,Low,AGT-154,Open,
TKT-0008379,CUS-004763,2024-05-28 16:00:00,2024-05-29 09:00:00,Payment,Store,Low,AGT-053,Resolved,
TKT-0008380,CUS-001189,2020-07-20 07:00:00,2020-07-23 23:00:00,Product Quality,Email,Medium,AGT-253,Resolved,3.0
TKT-0008381,CUS-003501,2026-08-01 01:00:00,2026-08-02 22:00:00,Delivery,Email,High,AGT-219,Resolved,2.0
TKT-0008382,CUS-006996,2023-08-08 09:00:00,2023-08-12 09:00:00,Delivery,Social,Medium,AGT-017,Closed,4.0
TKT-0008383,CUS-007523,2022-10-03 11:00:00,2022-10-04 14:00:00,Delivery,Store,Medium,AGT-222,Resolved,5.0
TKT-0008384,CUS-003919,2022-01-23 22:00:00,2022-01-24 09:00:00,Returns,Chat,Low,AGT-072,Resolved,4.0
TKT-0008385,CUS-004065,2025-01-01 12:00:00,2025-01-04 07:00:00,Delivery,Social,Medium,AGT-140,Resolved,4.0
TKT-0008386,CUS-007909,2025-04-27 22:00:00,2025-05-01 07:00:00,Account,Email,High,AGT-347,Resolved,5.0
TKT-0008387,CUS-004564,2025-12-25 03:00:00,2025-12-27 18:00:00,Technical,Email,Low,AGT-131,Resolved,
TKT-0008388,CUS-007607,2022-07-19 03:00:00,2022-07-21 09:00:00,Delivery,Social,Critical,AGT-083,Resolved,5.0
TKT-0008389,CUS-007808,2020-01-25 06:00:00,2020-01-26 13:00:00,Product Quality,Store,High,AGT-005,Resolved,
TKT-0008390,CUS-002887,2022-07-24 13:00:00,2022-07-25 12:00:00,Payment,Email,Medium,AGT-059,Resolved,5.0
TKT-0008391,CUS-000219,2021-09-08 12:00:00,2021-09-10 23:00:00,Product Quality,Phone,Low,AGT-244,Resolved,5.0
TKT-0008392,CUS-008313,2022-07-31 02:00:00,2022-08-01 07:00:00,Product Quality,Chat,Low,AGT-153,Closed,3.0
TKT-0008393,CUS-002465,2021-03-08 06:00:00,2021-03-08 21:00:00,Payment,Email,Medium,AGT-070,Closed,
TKT-0008394,CUS-003429,2021-05-16 16:00:00,,Product Quality,Social,Medium,AGT-304,Open,
TKT-0008395,CUS-007699,2021-10-08 20:00:00,2021-10-09 07:00:00,Delivery,Social,High,AGT-008,Resolved,
TKT-0008396,CUS-003248,2023-06-01 21:00:00,2023-06-03 07:00:00,Promotion,Phone,High,AGT-182,Resolved,
TKT-0008397,CUS-002198,2023-09-03 11:00:00,2023-09-03 13:00:00,Technical,Email,Medium,AGT-030,Resolved,5.0
TKT-0008398,CUS-001664,2021-06-17 13:00:00,2021-06-20 23:00:00,Technical,Social,Medium,AGT-120,Closed,4.0
TKT-0008399,CUS-005903,2026-05-30 20:00:00,2026-06-03 07:00:00,Delivery,Phone,High,AGT-050,Resolved,
TKT-0008400,CUS-005949,2022-04-19 22:00:00,2022-04-19 23:00:00,Product Quality,Social,Low,AGT-074,Resolved,5.0
TKT-0008401,CUS-011880,2024-12-01 06:00:00,2024-12-03 10:00:00,Technical,Store,Low,AGT-262,Resolved,
TKT-0008402,CUS-004151,2022-06-24 04:00:00,2022-06-25 08:00:00,Returns,Chat,Medium,AGT-288,Resolved,
TKT-0008403,CUS-009793,2025-11-27 15:00:00,2025-11-30 11:00:00,Returns,Store,Low,AGT-203,Resolved,
TKT-0008404,CUS-008009,2022-12-28 12:00:00,2022-12-30 03:00:00,Promotion,Phone,Medium,AGT-065,Resolved,5.0
TKT-0008405,CUS-006435,2023-08-09 17:00:00,,Delivery,Chat,Medium,AGT-258,Open,
TKT-0008406,CUS-009402,2022-07-24 21:00:00,2022-07-25 21:00:00,Delivery,Chat,Low,AGT-216,Resolved,5.0
TKT-0008407,CUS-011577,2020-07-08 16:00:00,2020-07-10 16:00:00,Returns,Social,Low,AGT-288,Resolved,4.0
TKT-0008408,CUS-002584,2023-05-27 09:00:00,2023-05-31 12:00:00,Product Quality,Phone,Medium,AGT-204,Resolved,5.0
TKT-0008409,CUS-005078,2024-09-12 10:00:00,2024-09-16 12:00:00,Delivery,Social,Medium,AGT-081,Resolved,5.0
TKT-0008410,CUS-003407,2026-03-20 22:00:00,2026-03-23 19:00:00,Product Quality,Chat,Medium,AGT-062,Resolved,
TKT-0008411,CUS-006103,2024-09-07 04:00:00,2024-09-10 22:00:00,Account,Chat,Low,AGT-227,Resolved,5.0
TKT-0008412,CUS-003433,2023-08-16 05:00:00,,Payment,Social,High,AGT-337,Open,
TKT-0008413,CUS-004997,2024-09-25 04:00:00,2024-09-27 12:00:00,Returns,Email,High,AGT-329,Resolved,
TKT-0008414,CUS-009326,2025-01-12 19:00:00,,Payment,Email,High,AGT-034,Open,
TKT-0008415,CUS-011986,2020-04-03 09:00:00,2020-04-07 10:00:00,Product Quality,Social,Low,AGT-153,Resolved,4.0
TKT-0008416,CUS-011276,2020-07-16 17:00:00,2020-07-18 16:00:00,Delivery,Store,Low,AGT-183,Resolved,5.0
TKT-0008417,CUS-002649,2020-12-04 04:00:00,,Product Quality,Phone,Medium,AGT-272,Open,
TKT-0008418,CUS-011396,2021-05-10 09:00:00,2021-05-12 14:00:00,Delivery,Email,Low,AGT-208,Resolved,
TKT-0008419,CUS-007241,2022-01-25 16:00:00,2022-01-27 19:00:00,Promotion,Phone,Low,AGT-169,Resolved,
TKT-0008420,CUS-003963,2024-11-04 01:00:00,,Product Quality,Chat,Medium,AGT-280,Open,
TKT-0008421,CUS-002997,2020-09-05 08:00:00,2020-09-05 09:00:00,Delivery,Store,Low,AGT-001,Resolved,
TKT-0008422,CUS-001065,2023-03-12 01:00:00,2023-03-12 08:00:00,Delivery,Phone,High,AGT-099,Resolved,
TKT-0008423,CUS-010386,2021-05-18 09:00:00,2021-05-20 22:00:00,Promotion,Chat,Medium,AGT-132,Resolved,
TKT-0008424,CUS-004428,2022-07-07 20:00:00,2022-07-11 18:00:00,Returns,Phone,Low,AGT-139,Resolved,4.0
TKT-0008425,CUS-001451,2024-02-26 01:00:00,2024-02-26 21:00:00,Delivery,Store,Medium,AGT-183,Resolved,
TKT-0008426,CUS-000976,2020-12-22 06:00:00,2020-12-22 09:00:00,Payment,Email,Low,AGT-022,Resolved,
TKT-0008427,CUS-008656,2021-07-11 07:00:00,2021-07-12 08:00:00,Account,Chat,Low,AGT-322,Resolved,4.0
TKT-0008428,CUS-005471,2026-06-28 00:00:00,2026-06-29 10:00:00,Product Quality,Email,Medium,AGT-297,Resolved,5.0
TKT-0008429,CUS-009993,2022-11-23 05:00:00,2022-11-24 23:00:00,promotion,Email,Medium,AGT-237,Resolved,2.0
TKT-0008430,CUS-000260,2021-05-06 04:00:00,2021-05-07 14:00:00,Delivery,Store,Low,AGT-108,Resolved,4.0
TKT-0008431,CUS-011024,2026-03-28 17:00:00,2026-04-01 06:00:00,Delivery,Phone,Low,AGT-325,Resolved,5.0
TKT-0008432,CUS-002144,2023-03-05 11:00:00,2023-03-06 01:00:00,Delivery,Chat,Medium,AGT-201,Resolved,3.0
TKT-0008433,CUS-005150,2023-08-14 03:00:00,2023-08-14 22:00:00,Payment,Chat,Low,AGT-092,Closed,
TKT-0008434,CUS-008271,2025-10-05 05:00:00,2025-10-05 20:00:00,Technical,Store,High,AGT-238,Resolved,
TKT-0008435,CUS-000622,2024-04-15 00:00:00,,Promotion,Chat,Low,AGT-046,Open,
TKT-0008436,CUS-003420,2022-10-08 10:00:00,2022-10-10 14:00:00,Delivery,Phone,High,AGT-068,Closed,3.0
TKT-0008437,CUS-005244,2024-07-29 10:00:00,2024-08-03 09:00:00,Returns,Email,Medium,AGT-041,Closed,
TKT-0008438,CUS-001740,2021-07-09 21:00:00,2021-07-13 01:00:00,Product Quality,Email,Low,AGT-268,Closed,
TKT-0008439,CUS-007925,2024-02-11 21:00:00,2024-02-14 02:00:00,Product Quality,Chat,Medium,AGT-002,Resolved,4.0
TKT-0008440,CUS-009904,2020-06-10 06:00:00,2020-06-14 13:00:00,Returns,Chat,High,AGT-094,Resolved,2.0
TKT-0008441,CUS-001285,2025-05-30 07:00:00,2025-06-02 02:00:00,Promotion,Phone,Critical,AGT-234,Resolved,5.0
TKT-0008442,CUS-001919,2023-10-19 15:00:00,2023-10-22 11:00:00,Delivery,Email,High,AGT-008,Closed,
TKT-0008443,CUS-005479,2021-07-23 13:00:00,2021-07-26 23:00:00,Delivery,Store,High,AGT-337,Resolved,5.0
TKT-0008444,CUS-010426,2024-08-05 09:00:00,2024-08-05 19:00:00,Payment,Phone,High,AGT-133,Resolved,4.0
TKT-0008445,CUS-005448,2020-03-26 07:00:00,2020-03-30 23:00:00,Product Quality,Chat,Low,AGT-090,Resolved,1.0
TKT-0008446,CUS-003452,2021-08-07 09:00:00,2021-08-11 22:00:00,Delivery,Phone,Medium,AGT-212,Resolved,
TKT-0008447,CUS-009690,2023-12-25 14:00:00,2023-12-28 23:00:00,Account,Chat,High,AGT-231,Resolved,4.0
TKT-0008448,CUS-008693,2026-05-08 10:00:00,2026-05-09 23:00:00,Delivery,Email,High,AGT-073,Resolved,5.0
TKT-0008449,CUS-005097,2022-12-04 09:00:00,2022-12-06 13:00:00,Promotion,Store,Medium,AGT-232,Resolved,5.0
TKT-0008450,CUS-002006,2021-04-03 05:00:00,2021-04-04 21:00:00,Payment,Phone,Low,AGT-015,Resolved,
TKT-0008451,CUS-003572,2026-04-19 22:00:00,2026-04-21 14:00:00,Returns,Store,Medium,AGT-278,Resolved,
TKT-0008452,CUS-008331,2022-06-02 18:00:00,2022-06-04 02:00:00,Delivery,Phone,Medium,AGT-073,Resolved,
TKT-0008453,CUS-005609,2023-01-22 18:00:00,2023-01-23 23:00:00,Product Quality,Social,High,AGT-170,Resolved,4.0
TKT-0008454,CUS-009788,2025-03-02 01:00:00,2025-03-04 03:00:00,Payment,Email,Low,AGT-326,Resolved,5.0
TKT-0008455,CUS-000421,2022-09-26 17:00:00,,Delivery,Social,Medium,AGT-084,Open,
TKT-0008456,CUS-001422,2020-10-20 14:00:00,2020-10-22 18:00:00,Delivery,Social,Low,AGT-256,Resolved,5.0
TKT-0008457,CUS-011302,2021-10-22 14:00:00,2021-10-26 05:00:00,Returns,Chat,High,AGT-244,Resolved,2.0
TKT-0008458,CUS-010465,2024-10-01 04:00:00,2024-10-04 00:00:00,Delivery,Email,Medium,AGT-168,Resolved,
TKT-0008459,CUS-005666,2020-04-26 12:00:00,2020-04-29 06:00:00,Delivery,Chat,High,AGT-153,Closed,5.0
TKT-0008460,CUS-003353,2026-02-18 05:00:00,2026-02-22 15:00:00,Delivery,Phone,Medium,AGT-026,Closed,5.0
TKT-0008461,CUS-006844,2025-07-08 16:00:00,2025-07-12 14:00:00,Product Quality,Store,High,AGT-311,Resolved,5.0
TKT-0008462,CUS-001438,2026-06-24 21:00:00,2026-06-29 05:00:00,Returns,Phone,Low,AGT-287,Resolved,
TKT-0008463,CUS-007786,2026-02-05 00:00:00,2026-02-07 18:00:00,Delivery,Store,Medium,AGT-076,Resolved,
TKT-0008464,CUS-011992,2026-06-23 11:00:00,2026-06-24 15:00:00,Payment,Social,Medium,AGT-217,Resolved,4.0
TKT-0008465,CUS-001291,2023-10-16 16:00:00,2023-10-21 04:00:00,Delivery,Social,Low,AGT-272,Resolved,
TKT-0008466,CUS-011412,2024-07-27 02:00:00,2024-07-31 07:00:00,Returns,Store,Medium,AGT-192,Resolved,5.0
TKT-0008467,CUS-005518,2020-08-15 16:00:00,2020-08-19 23:00:00,Payment,Phone,Low,AGT-120,Resolved,
TKT-0008468,CUS-007109,2025-07-16 01:00:00,2025-07-18 16:00:00,Returns,Email,High,AGT-219,Closed,5.0
TKT-0008469,CUS-005322,2026-05-08 15:00:00,2026-05-10 12:00:00,Returns,Email,Low,AGT-049,Resolved,5.0
TKT-0008470,CUS-005085,2023-01-14 02:00:00,2023-01-15 06:00:00,Technical,Social,Medium,AGT-214,Resolved,
TKT-0008471,CUS-005018,2025-12-27 09:00:00,2025-12-30 13:00:00,Promotion,Store,Medium,AGT-050,Resolved,2.0
TKT-0008472,CUS-004768,2022-05-12 20:00:00,2022-05-15 13:00:00,Delivery,Store,Medium,AGT-106,Resolved,2.0
TKT-0008473,CUS-008090,2024-05-01 03:00:00,2024-05-02 00:00:00,Delivery,Store,Low,AGT-284,Resolved,3.0
TKT-0008474,CUS-004093,2022-11-06 04:00:00,2022-11-06 20:00:00,Returns,Social,Medium,AGT-275,Resolved,
TKT-0008475,CUS-002091,2022-12-21 02:00:00,2022-12-22 16:00:00,Account,Email,Low,AGT-027,Resolved,5.0
TKT-0008476,CUS-009928,2022-08-27 19:00:00,2022-08-29 08:00:00,Returns,Store,Medium,AGT-185,Resolved,
TKT-0008477,CUS-004074,2021-10-20 17:00:00,2021-10-22 17:00:00,Promotion,Social,High,AGT-007,Resolved,
TKT-0008478,CUS-002752,2025-03-07 10:00:00,2025-03-10 10:00:00,Product Quality,Phone,Medium,AGT-104,Resolved,
TKT-0008479,CUS-006865,2022-07-31 09:00:00,2022-08-03 15:00:00,Delivery,Store,Low,AGT-171,Resolved,
TKT-0008480,CUS-003440,2022-05-19 00:00:00,2022-05-21 10:00:00,Delivery,Store,Medium,AGT-015,Resolved,5.0
TKT-0008481,CUS-001814,2022-05-10 08:00:00,2022-05-11 11:00:00,Returns,Store,Medium,AGT-074,Resolved,3.0
TKT-0008482,CUS-006156,2025-08-07 02:00:00,2025-08-11 22:00:00,Product Quality,Store,Low,AGT-147,Resolved,
TKT-0008483,CUS-004741,2026-07-16 16:00:00,2026-07-17 06:00:00,Returns,Email,Medium,AGT-252,Resolved,5.0
TKT-0008484,CUS-000192,2025-03-11 17:00:00,2025-03-14 09:00:00,Delivery,Social,High,AGT-253,Resolved,
TKT-0008485,CUS-002644,2020-06-26 21:00:00,2020-07-01 04:00:00,Returns,Store,Medium,AGT-228,Resolved,4.0
TKT-0008486,CUS-010333,2024-07-19 21:00:00,2024-07-22 02:00:00,Product Quality,Social,Medium,AGT-148,Resolved,
TKT-0008487,CUS-007839,2020-12-27 13:00:00,,Account,Phone,Medium,AGT-080,Open,
TKT-0008488,CUS-001439,2023-04-27 22:00:00,2023-04-29 07:00:00,Payment,Phone,Medium,AGT-152,Resolved,
