order_item_id,order_id,product_id,quantity,unit_price,discount_amount,unit_cost,fulfillment_status,returned,customer_id,channel,fulfillment_method,payment_method,department,category,brand
ITM-000062359,ORD-00035369,PRD-00001,1,50.56,0.0,26.12,Fulfilled,0,CUS-004660,Website,Home Delivery,Card,Beauty & Personal Care,Fragrance,Aurelia Select
ITM-000062360,ORD-00035370,PRD-00470,1,305.12,0.0,174.42,Fulfilled,0,CUS-007074,Website,Home Delivery,Card,Beauty & Personal Care,Cosmetics,Aurelia Select
ITM-000062361,ORD-00035370,PRD-00538,1,96.35,0.0,56.67,Fulfilled,0,CUS-007074,Website,Home Delivery,Card,Fashion & Accessories,Footwear,Aurelia Select
ITM-000062362,ORD-00035371,PRD-00680,1,117.8,0.0,98.47,Fulfilled,0,CUS-007527,Store,In Store,Digital Wallet,Beauty & Personal Care,Cosmetics,Nova
ITM-000062363,ORD-00035372,PRD-00135,1,83.29,0.0,36.39,Fulfilled,0,CUS-002459,Store,In Store,EFT,Electronics & Accessories,Computer Accessories,Vela
ITM-000062364,ORD-00035372,PRD-00851,1,93.83,14.07,62.68,Fulfilled,0,CUS-002459,Store,In Store,EFT,Home & Living,Furniture,Orion
ITM-000062365,ORD-00035373,PRD-00580,1,211.61,0.0,134.95,Cancelled,0,CUS-010291,Mobile,Home Delivery,Card,Fashion & Accessories,Footwear,Pulse
ITM-000062366,ORD-00035373,PRD-00252,1,151.14,0.0,86.4,Cancelled,0,CUS-010291,Mobile,Home Delivery,Card,Fashion & Accessories,Footwear,Orion
ITM-000062367,ORD-00035374,PRD-00421,1,26.86,5.37,20.62,Fulfilled,0,CUS-002060,Website,Click & Collect,Card,Electronics & Accessories,Computer Accessories,Solara
ITM-000062368,ORD-00035374,PRD-00083,2,229.5,0.0,105.31,Fulfilled,1,CUS-002060,Website,Click & Collect,Card,Home & Living,Home Décor,Nova
ITM-000062369,ORD-00035375,PRD-00647,1,125.99,0.0,72.11,Fulfilled,0,CUS-003925,Store,In Store,Buy Now Pay Later,Home & Living,Bedding,Vela
ITM-000062370,ORD-00035376,PRD-00447,1,83.58,0.0,55.7,Fulfilled,1,CUS-006691,Store,In Store,Buy Now Pay Later,Sport & Lifestyle,Fitness,Solara
ITM-000062371,ORD-00035377,PRD-00364,1,57.02,0.0,44.36,Fulfilled,0,CUS-007845,Store,In Store,Digital Wallet,Home & Living,Kitchen,Luma
ITM-000062372,ORD-00035377,PRD-00756,2,114.96,0.0,74.9,Fulfilled,0,CUS-007845,Store,In Store,Digital Wallet,Home & Living,Home Décor,Mira
ITM-000062373,ORD-00035377,PRD-00805,1,34.43,6.89,25.14,Fulfilled,0,CUS-007845,Store,In Store,Digital Wallet,Electronics & Accessories,Chargers,Pulse
ITM-000062374,ORD-00035378,PRD-00405,1,25.57,0.0,16.18,Fulfilled,0,CUS-007371,Website,Home Delivery,Cash,Fashion & Accessories,Women's Clothing,Luma
ITM-000062375,ORD-00035378,PRD-00818,1,76.85,0.0,56.97,Fulfilled,0,CUS-007371,Website,Home Delivery,Cash,Fashion & Accessories,Bags,Aurelia Select
ITM-000062376,ORD-00035379,PRD-00730,1,25.7,0.0,18.56,Fulfilled,0,CUS-009272,Mobile,Home Delivery,EFT,Beauty & Personal Care,Fragrance,Pulse
ITM-000062377,ORD-00035379,PRD-00708,2,28.66,0.0,16.86,Fulfilled,0,CUS-009272,Mobile,Home Delivery,EFT,Sport & Lifestyle,Travel,Solara
ITM-000062378,ORD-00035379,PRD-00335,1,83.18,0.0,59.57,Fulfilled,0,CUS-009272,Mobile,Home Delivery,EFT,Electronics & Accessories,Chargers,Aurelia Select
ITM-000062379,ORD-00035380,PRD-00824,2,84.39,0.0,53.98,Fulfilled,0,CUS-009950,Marketplace,Home Delivery,Card,Beauty & Personal Care,Cosmetics,Pulse
ITM-000062380,ORD-00035381,PRD-00149,1,24.09,3.61,15.5,Cancelled,0,CUS-003902,Store,In Store,Digital Wallet,Fashion & Accessories,Footwear,Aurelia Select
ITM-000062381,ORD-00035381,PRD-00878,3,128.41,0.0,73.94,Cancelled,0,CUS-003902,Store,In Store,Digital Wallet,Electronics & Accessories,Audio,Luma
ITM-000062382,ORD-00035382,PRD-00690,1,74.04,0.0,46.95,Fulfilled,0,CUS-008414,Store,In Store,EFT,Home & Living,Kitchen,Pulse
ITM-000062383,ORD-00035383,PRD-00598,1,82.0,0.0,59.5,Fulfilled,0,CUS-009637,Website,Home Delivery,EFT,Electronics & Accessories,Chargers,Orion
ITM-000062384,ORD-00035383,PRD-00402,2,182.2,0.0,95.51,Fulfilled,0,CUS-009637,Website,Home Delivery,EFT,Electronics & Accessories,Audio,Mira
ITM-000062385,ORD-00035384,PRD-00372,1,194.34,0.0,94.64,Fulfilled,0,CUS-011072,Store,In Store,Cash,Home & Living,Home Décor,Mira
ITM-000062386,ORD-00035385,PRD-00224,2,34.11,0.0,24.75,Fulfilled,0,CUS-002798,Website,Home Delivery,Card,Electronics & Accessories,Audio,Solara
ITM-000062387,ORD-00035386,PRD-00022,1,56.51,0.0,31.05,Fulfilled,0,,marketplace,Click & Collect,EFT,Home & Living,Kitchen,Aurelia Select
ITM-000062388,ORD-00035386,PRD-00743,1,43.31,0.0,23.69,Fulfilled,0,,marketplace,Click & Collect,EFT,Electronics & Accessories,Audio,Solara
ITM-000062389,ORD-00035387,PRD-00195,1,69.36,0.0,45.72,Fulfilled,0,CUS-001822,Marketplace,Home Delivery,Digital Wallet,Electronics & Accessories,Smart Devices,Nova
ITM-000062390,ORD-00035387,PRD-00416,2,25.72,0.0,16.93,Fulfilled,0,CUS-001822,Marketplace,Home Delivery,Digital Wallet,Electronics & Accessories,Smart Devices,Vela
ITM-000062391,ORD-00035387,PRD-00299,1,100.07,5.0,47.8,Fulfilled,0,CUS-001822,Marketplace,Home Delivery,Digital Wallet,Beauty & Personal Care,Skincare,Aurelia Select
ITM-000062392,ORD-00035387,PRD-00432,2,12.98,0.0,10.4,Fulfilled,0,CUS-001822,Marketplace,Home Delivery,Digital Wallet,Beauty & Personal Care,Haircare,Aurelia Select
ITM-000062393,ORD-00035388,PRD-00542,1,85.18,0.0,38.76,Fulfilled,0,CUS-003499,Store,In Store,Buy Now Pay Later,Beauty & Personal Care,Cosmetics,Solara
ITM-000062394,ORD-00035388,PRD-00618,1,41.03,0.0,32.84,Fulfilled,0,CUS-003499,Store,In Store,Buy Now Pay Later,Sport & Lifestyle,Sports Accessories,Pulse
ITM-000062395,ORD-00035388,PRD-00213,1,103.4,15.51,69.16,Fulfilled,0,CUS-003499,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Smart Devices,Pulse
ITM-000062396,ORD-00035389,PRD-00526,1,54.51,0.0,44.56,Fulfilled,0,CUS-004245,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Chargers,Pulse
ITM-000062397,ORD-00035390,PRD-00085,1,65.7,0.0,33.27,Fulfilled,0,CUS-002468,Store,In Store,Card,Beauty & Personal Care,Cosmetics,Orion
ITM-000062398,ORD-00035391,PRD-00021,1,93.71,14.06,50.52,Fulfilled,0,CUS-007094,Website,Home Delivery,Digital Wallet,Sport & Lifestyle,Outdoor,Pulse
ITM-000062399,ORD-00035392,PRD-00502,1,48.69,7.3,25.99,Fulfilled,0,CUS-001882,Website,Home Delivery,Card,Beauty & Personal Care,Skincare,Luma
ITM-000062400,ORD-00035392,PRD-00078,1,108.26,0.0,87.29,Fulfilled,0,CUS-001882,Website,Home Delivery,Card,Fashion & Accessories,Women's Clothing,Mira
ITM-000062401,ORD-00035392,PRD-00594,1,171.64,0.0,138.91,Fulfilled,0,CUS-001882,Website,Home Delivery,Card,Sport & Lifestyle,Sports Accessories,Nova
ITM-000062402,ORD-00035392,PRD-00061,1,201.54,0.0,118.32,Fulfilled,0,CUS-001882,Website,Home Delivery,Card,Home & Living,Bedding,Solara
ITM-000062403,ORD-00035393,PRD-00255,2,58.64,0.0,45.19,Fulfilled,1,CUS-005051,Store,In Store,EFT,Fashion & Accessories,Women's Clothing,Solara
ITM-000062404,ORD-00035393,PRD-00056,1,157.93,23.69,121.73,Fulfilled,0,CUS-005051,Store,In Store,EFT,Beauty & Personal Care,Fragrance,Solara
ITM-000062405,ORD-00035394,PRD-00804,1,233.42,0.0,167.56,Fulfilled,0,CUS-001320,Store,In Store,Digital Wallet,Sport & Lifestyle,Sports Accessories,Nova
ITM-000062406,ORD-00035395,PRD-00512,3,22.05,0.0,14.61,Fulfilled,0,,Marketplace,Click & Collect,Digital Wallet,Home & Living,Bedding,Orion
ITM-000062407,ORD-00035396,PRD-00789,1,66.52,13.3,33.65,Fulfilled,0,CUS-005461,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Chargers,Pulse
ITM-000062408,ORD-00035397,PRD-00609,1,125.59,6.28,94.56,Fulfilled,1,CUS-009429,Store,In Store,Cash,Fashion & Accessories,Men's Clothing,Mira
ITM-000062409,ORD-00035398,PRD-00445,1,105.15,0.0,46.27,Fulfilled,0,CUS-003989,Mobile,Click & Collect,Digital Wallet,Sport & Lifestyle,Sports Accessories,Pulse
ITM-000062410,ORD-00035399,PRD-00098,1,45.59,0.0,28.17,Fulfilled,0,CUS-011242,Store,In Store,Digital Wallet,Beauty & Personal Care,Skincare,Orion
ITM-000062411,ORD-00035399,PRD-00666,1,41.81,0.0,31.92,Fulfilled,0,CUS-011242,Store,In Store,Digital Wallet,Sport & Lifestyle,Sports Accessories,Solara
ITM-000062412,ORD-00035400,PRD-00774,1,147.24,22.09,122.84,Fulfilled,0,CUS-004064,Store,In Store,Buy Now Pay Later,Sport & Lifestyle,Sports Accessories,Solara
ITM-000062413,ORD-00035401,PRD-00382,1,102.58,0.0,57.84,Fulfilled,1,CUS-004410,Website,Home Delivery,Cash,Sport & Lifestyle,Travel,Aurelia Select
ITM-000062414,ORD-00035402,PRD-00549,2,135.33,0.0,73.84,Fulfilled,0,CUS-005367,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Smart Devices,Solara
ITM-000062415,ORD-00035403,PRD-00102,1,129.39,12.94,78.77,Cancelled,0,CUS-004671,Marketplace,Home Delivery,Digital Wallet,Beauty & Personal Care,Cosmetics,Aurelia Select
ITM-000062416,ORD-00035403,PRD-00111,1,69.22,0.0,50.26,Cancelled,0,CUS-004671,Marketplace,Home Delivery,Digital Wallet,Electronics & Accessories,Smart Devices,Pulse
ITM-000062417,ORD-00035404,PRD-00304,1,57.17,2.86,46.57,Fulfilled,0,CUS-011776,Store,In Store,Card,Beauty & Personal Care,Fragrance,Mira
ITM-000062418,ORD-00035404,PRD-00128,1,49.67,0.0,29.66,Fulfilled,0,CUS-011776,Store,In Store,Card,Beauty & Personal Care,Fragrance,Pulse
ITM-000062419,ORD-00035404,PRD-00204,1,243.5,0.0,208.7,Fulfilled,0,CUS-011776,Store,In Store,Card,Sport & Lifestyle,Fitness,Vela
ITM-000062420,ORD-00035405,PRD-00661,1,182.24,0.0,99.22,Fulfilled,0,CUS-009239,Mobile,Click & Collect,Cash,Fashion & Accessories,Women's Clothing,Vela
ITM-000062421,ORD-00035406,PRD-00215,2,87.1,52.26,46.31,Fulfilled,0,CUS-009658,Store,In Store,EFT,Home & Living,Kitchen,Vela
ITM-000062422,ORD-00035407,PRD-00443,1,43.56,0.0,28.49,Fulfilled,0,CUS-005094,Website,Home Delivery,Card,Sport & Lifestyle,Fitness,Solara
ITM-000062423,ORD-00035407,PRD-00487,1,119.15,0.0,73.29,Fulfilled,0,CUS-005094,Website,Home Delivery,Card,Sport & Lifestyle,Travel,Nova
ITM-000062424,ORD-00035408,PRD-00163,1,38.03,0.0,29.01,Cancelled,0,CUS-002391,Store,In Store,Card,Sport & Lifestyle,Sports Accessories,Orion
ITM-000062425,ORD-00035408,PRD-00324,2,162.56,0.0,106.63,Cancelled,0,CUS-002391,Store,In Store,Card,Fashion & Accessories,Women's Clothing,Aurelia Select
ITM-000062426,ORD-00035409,PRD-00863,2,115.87,0.0,70.6,Fulfilled,0,,Marketplace,Home Delivery,Cash,Sport & Lifestyle,Fitness,Nova
ITM-000062427,ORD-00035410,PRD-00433,1,89.54,0.0,57.02,Fulfilled,0,CUS-011387,Store,In Store,Buy Now Pay Later,Fashion & Accessories,Footwear,Nova
ITM-000062428,ORD-00035410,PRD-00494,1,120.74,0.0,74.39,Fulfilled,0,CUS-011387,Store,In Store,Buy Now Pay Later,Home & Living,Bedding,Solara
ITM-000062429,ORD-00035411,PRD-00507,1,180.03,0.0,80.98,Fulfilled,0,CUS-008932,Mobile,Home Delivery,Card,Beauty & Personal Care,Fragrance,Mira
ITM-000062430,ORD-00035411,PRD-00776,1,145.37,0.0,97.54,Fulfilled,0,CUS-008932,Mobile,Home Delivery,Card,Home & Living,Furniture,Vela
ITM-000062431,ORD-00035411,PRD-00123,1,63.75,0.0,31.43,Fulfilled,0,CUS-008932,Mobile,Home Delivery,Card,Sport & Lifestyle,Travel,Luma
ITM-000062432,ORD-00035411,PRD-00697,2,134.3,13.43,88.27,Fulfilled,0,CUS-008932,Mobile,Home Delivery,Card,Sport & Lifestyle,Sports Accessories,Vela
ITM-000062433,ORD-00035412,PRD-00486,1,127.87,0.0,86.19,Fulfilled,0,CUS-008368,Website,Click & Collect,EFT,Beauty & Personal Care,Fragrance,Luma
ITM-000062434,ORD-00035413,PRD-00185,1,181.71,0.0,142.65,Cancelled,0,CUS-000341,Store,In Store,Card,Fashion & Accessories,Men's Clothing,Vela
ITM-000062435,ORD-00035413,PRD-00748,1,114.6,0.0,95.32,Cancelled,0,CUS-000341,Store,In Store,Card,Electronics & Accessories,Chargers,Nova
ITM-000062436,ORD-00035413,PRD-00319,1,57.02,0.0,36.14,Cancelled,0,CUS-000341,Store,In Store,Card,Electronics & Accessories,Chargers,Nova
ITM-000062437,ORD-00035414,PRD-00811,1,191.72,9.59,112.87,Fulfilled,0,CUS-004388,Website,Home Delivery,Buy Now Pay Later,Beauty & Personal Care,Fragrance,Vela
ITM-000062438,ORD-00035415,PRD-00864,1,54.25,8.14,34.92,Fulfilled,0,CUS-002986,Website,Home Delivery,Card,Electronics & Accessories,Smart Devices,Aurelia Select
ITM-000062439,ORD-00035416,PRD-00229,2,78.01,46.81,48.11,Fulfilled,0,CUS-002457,Store,In Store,Cash,Fashion & Accessories,Footwear,Aurelia Select
ITM-000062440,ORD-00035417,PRD-00238,2,97.96,0.0,74.48,Fulfilled,0,CUS-005861,Website,Home Delivery,Buy Now Pay Later,Home & Living,Furniture,Nova
ITM-000062441,ORD-00035417,PRD-00042,1,89.21,0.0,69.21,Fulfilled,0,CUS-005861,Website,Home Delivery,Buy Now Pay Later,Beauty & Personal Care,Cosmetics,Pulse
ITM-000062442,ORD-00035418,PRD-00563,2,175.17,0.0,92.63,Fulfilled,0,CUS-002876,Mobile,Home Delivery,Digital Wallet,Home & Living,Home Décor,Orion
ITM-000062443,ORD-00035418,PRD-00487,1,119.15,0.0,79.81,Fulfilled,0,CUS-002876,Mobile,Home Delivery,Digital Wallet,Sport & Lifestyle,Travel,Nova
ITM-000062444,ORD-00035418,PRD-00874,1,26.9,2.69,19.86,Fulfilled,0,CUS-002876,Mobile,Home Delivery,Digital Wallet,Beauty & Personal Care,Fragrance,Solara
ITM-000062445,ORD-00035418,PRD-00662,2,87.22,0.0,42.16,Fulfilled,0,CUS-002876,Mobile,Home Delivery,Digital Wallet,Electronics & Accessories,Chargers,Aurelia Select
ITM-000062446,ORD-00035419,PRD-00098,2,45.59,0.0,26.74,Fulfilled,0,CUS-003356,Store,In Store,EFT,Beauty & Personal Care,Skincare,Orion
ITM-000062447,ORD-00035419,PRD-00108,2,42.53,0.0,31.66,Fulfilled,1,CUS-003356,Store,In Store,EFT,Electronics & Accessories,Chargers,Orion
ITM-000062448,ORD-00035419,PRD-00328,1,68.88,0.0,54.91,Fulfilled,0,CUS-003356,Store,In Store,EFT,Sport & Lifestyle,Travel,Mira
ITM-000062449,ORD-00035420,PRD-00428,1,142.25,0.0,71.86,Fulfilled,0,CUS-000424,Store,In Store,Card,Sport & Lifestyle,Fitness,Vela
ITM-000062450,ORD-00035420,PRD-00806,1,79.57,3.98,42.66,Fulfilled,0,CUS-000424,Store,In Store,Card,Home & Living,Kitchen,Mira
ITM-000062451,ORD-00035421,PRD-00478,1,66.1,6.61,48.3,Fulfilled,0,CUS-009141,Store,In Store,Cash,Electronics & Accessories,Smart Devices,Pulse
ITM-000062452,ORD-00035422,PRD-00702,1,118.1,0.0,66.98,Fulfilled,0,CUS-001491,Marketplace,Home Delivery,Cash,Fashion & Accessories,Women's Clothing,Orion
ITM-000062453,ORD-00035423,PRD-00617,3,155.14,0.0,130.64,Fulfilled,0,CUS-003226,Store,In Store,Cash,Home & Living,Home Décor,Vela
ITM-000062454,ORD-00035423,PRD-00442,1,137.35,0.0,71.89,Fulfilled,0,CUS-003226,Store,In Store,Cash,Fashion & Accessories,Men's Clothing,Orion
ITM-000062455,ORD-00035424,PRD-00789,1,66.52,0.0,36.12,Fulfilled,0,CUS-008217,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Chargers,Pulse
ITM-000062456,ORD-00035425,PRD-00591,2,70.96,14.19,50.11,Fulfilled,0,CUS-000777,Store,In Store,Cash,Sport & Lifestyle,Outdoor,Mira
ITM-000062457,ORD-00035425,PRD-00769,1,34.31,0.0,28.81,Fulfilled,0,CUS-000777,Store,In Store,Cash,Home & Living,Furniture,Luma
ITM-000062458,ORD-00035426,PRD-00265,1,91.8,0.0,57.09,Fulfilled,0,CUS-004256,Marketplace,Click & Collect,Buy Now Pay Later,Fashion & Accessories,Footwear,Nova
ITM-000062459,ORD-00035427,PRD-00155,1,69.44,0.0,37.81,Fulfilled,0,CUS-008765,Mobile,Home Delivery,Buy Now Pay Later,Fashion & Accessories,Men's Clothing,Solara
ITM-000062460,ORD-00035428,PRD-00048,1,85.64,0.0,58.72,Fulfilled,0,CUS-010394,Mobile,Courier,Cash,Fashion & Accessories,Bags,Aurelia Select
ITM-000062461,ORD-00035428,PRD-00231,1,227.76,0.0,179.82,Fulfilled,0,CUS-010394,Mobile,Courier,Cash,Electronics & Accessories,Computer Accessories,Mira
ITM-000062462,ORD-00035429,PRD-00024,1,54.9,0.0,37.61,Fulfilled,0,CUS-007509,Website,Home Delivery,Card,Beauty & Personal Care,Cosmetics,Mira
ITM-000062463,ORD-00035430,PRD-00796,1,269.18,0.0,200.52,Fulfilled,0,CUS-003272,Store,In Store,EFT,Beauty & Personal Care,Skincare,Orion
ITM-000062464,ORD-00035430,PRD-00888,1,188.57,9.43,106.07,Fulfilled,0,CUS-003272,Store,In Store,EFT,Sport & Lifestyle,Outdoor,Nova
ITM-000062465,ORD-00035430,PRD-00516,1,105.65,15.85,56.13,Fulfilled,1,CUS-003272,Store,In Store,EFT,Fashion & Accessories,Footwear,Orion
ITM-000062466,ORD-00035430,PRD-00020,1,189.62,0.0,143.88,Fulfilled,0,CUS-003272,Store,In Store,EFT,Electronics & Accessories,Computer Accessories,Pulse
ITM-000062467,ORD-00035431,PRD-00440,1,112.13,0.0,53.52,Fulfilled,0,CUS-011793,Store,In Store,Card,Home & Living,Home Décor,Pulse
ITM-000062468,ORD-00035432,PRD-00122,1,133.11,0.0,71.63,Fulfilled,0,CUS-003655,Store,In Store,Card,Electronics & Accessories,Chargers,Luma
ITM-000062469,ORD-00035433,PRD-00722,1,107.27,0.0,64.4,Fulfilled,0,,Marketplace,Click & Collect,Buy Now Pay Later,Electronics & Accessories,Audio,Mira
ITM-000062470,ORD-00035433,PRD-00443,2,43.56,17.42,25.48,Fulfilled,0,,Marketplace,Click & Collect,Buy Now Pay Later,Sport & Lifestyle,Fitness,Solara
ITM-000062471,ORD-00035434,PRD-00199,1,92.0,0.0,70.0,Cancelled,0,CUS-008121,Store,In Store,EFT,Beauty & Personal Care,Cosmetics,Solara
ITM-000062472,ORD-00035435,PRD-00575,1,56.08,0.0,32.17,Fulfilled,0,CUS-010009,Website,Home Delivery,EFT,Home & Living,Furniture,Solara
ITM-000062473,ORD-00035435,PRD-00619,2,39.94,0.0,29.04,Fulfilled,0,CUS-010009,Website,Home Delivery,EFT,Electronics & Accessories,Computer Accessories,Vela
ITM-000062474,ORD-00035436,PRD-00688,2,181.38,0.0,84.49,Fulfilled,1,CUS-006712,Store,In Store,Card,Home & Living,Bedding,Orion
ITM-000062475,ORD-00035437,PRD-00490,2,29.66,5.93,21.87,Fulfilled,0,CUS-010380,Store,In Store,Digital Wallet,Home & Living,Kitchen,Orion
ITM-000062476,ORD-00035437,PRD-00621,2,176.32,0.0,132.1,Fulfilled,0,CUS-010380,Store,In Store,Digital Wallet,Electronics & Accessories,Chargers,Nova
ITM-000062477,ORD-00035438,PRD-00294,1,119.05,0.0,60.29,Fulfilled,0,,Marketplace,Home Delivery,Cash,Electronics & Accessories,Chargers,Solara
ITM-000062478,ORD-00035439,PRD-00406,1,22.83,2.28,18.87,Fulfilled,0,CUS-003193,Website,Home Delivery,Buy Now Pay Later,Home & Living,Bedding,Solara
ITM-000062479,ORD-00035439,PRD-00447,2,83.58,16.72,64.33,Fulfilled,1,CUS-003193,Website,Home Delivery,Buy Now Pay Later,Sport & Lifestyle,Fitness,Solara
ITM-000062480,ORD-00035439,PRD-00316,1,16.24,3.25,11.23,Fulfilled,0,CUS-003193,Website,Home Delivery,Buy Now Pay Later,Beauty & Personal Care,Cosmetics,Luma
ITM-000062481,ORD-00035440,PRD-00441,1,66.96,0.0,47.09,Fulfilled,0,CUS-000992,Marketplace,Home Delivery,Buy Now Pay Later,Sport & Lifestyle,Outdoor,Pulse
ITM-000062482,ORD-00035441,PRD-00528,2,114.01,0.0,75.47,Fulfilled,0,CUS-004127,Website,Click & Collect,EFT,Home & Living,Home Décor,Luma
ITM-000062483,ORD-00035442,PRD-00673,3,94.15,56.49,63.86,Fulfilled,0,CUS-004690,Website,Courier,Card,Electronics & Accessories,Chargers,Vela
ITM-000062484,ORD-00035442,PRD-00246,1,126.85,19.03,70.83,Fulfilled,0,CUS-004690,Website,Courier,Card,Beauty & Personal Care,Cosmetics,Aurelia Select
ITM-000062485,ORD-00035443,PRD-00795,1,15.93,0.0,11.18,Fulfilled,0,CUS-000897,Store,In Store,EFT,Beauty & Personal Care,Fragrance,Luma
ITM-000062486,ORD-00035444,PRD-00706,1,76.15,0.0,48.09,Fulfilled,0,CUS-009523,Store,In Store,Digital Wallet,Electronics & Accessories,Audio,Pulse
ITM-000062487,ORD-00035445,PRD-00382,1,102.58,0.0,57.82,Fulfilled,1,CUS-011262,Store,In Store,Cash,Sport & Lifestyle,Travel,Aurelia Select
ITM-000062488,ORD-00035446,PRD-00798,1,48.21,0.0,32.42,Fulfilled,0,CUS-001453,Store,In Store,Cash,Home & Living,Furniture,Nova
ITM-000062489,ORD-00035447,PRD-00182,1,115.86,0.0,93.12,Fulfilled,0,CUS-002415,Mobile,Click & Collect,EFT,Beauty & Personal Care,Fragrance,Nova
ITM-000062490,ORD-00035448,PRD-00481,1,90.92,0.0,65.86,Fulfilled,0,CUS-011798,Store,In Store,EFT,Sport & Lifestyle,Travel,Aurelia Select
ITM-000062491,ORD-00035448,PRD-00057,2,192.23,0.0,86.39,Fulfilled,0,CUS-011798,Store,In Store,EFT,Beauty & Personal Care,Cosmetics,Pulse
ITM-000062492,ORD-00035448,PRD-00678,1,191.13,0.0,102.97,Fulfilled,0,CUS-011798,Store,In Store,EFT,Fashion & Accessories,Men's Clothing,Pulse
ITM-000062493,ORD-00035449,PRD-00149,1,24.09,0.0,15.82,Fulfilled,0,CUS-004947,Store,In Store,Card,Fashion & Accessories,Footwear,Aurelia Select
ITM-000062494,ORD-00035450,PRD-00647,1,125.99,6.3,61.6,Fulfilled,1,CUS-000996,Website,Click & Collect,EFT,Home & Living,Bedding,Vela
ITM-000062495,ORD-00035451,PRD-00772,1,113.75,11.38,77.4,Fulfilled,0,CUS-003204,Website,Click & Collect,Digital Wallet,Fashion & Accessories,Men's Clothing,Mira
ITM-000062496,ORD-00035451,PRD-00877,1,197.99,0.0,115.84,Fulfilled,0,CUS-003204,Website,Click & Collect,Digital Wallet,Home & Living,Furniture,Mira
ITM-000062497,ORD-00035451,PRD-00718,1,43.21,0.0,28.27,Fulfilled,0,CUS-003204,Website,Click & Collect,Digital Wallet,Home & Living,Kitchen,Solara
ITM-000062498,ORD-00035452,PRD-00098,1,45.59,0.0,28.87,Fulfilled,0,,Marketplace,Home Delivery,Digital Wallet,Beauty & Personal Care,Skincare,Orion
ITM-000062499,ORD-00035452,PRD-00727,1,101.85,0.0,78.03,Fulfilled,0,,Marketplace,Home Delivery,Digital Wallet,Beauty & Personal Care,Fragrance,Nova
ITM-000062500,ORD-00035453,PRD-00814,1,555.07,0.0,281.79,Fulfilled,0,CUS-011472,Store,In Store,EFT,Home & Living,Kitchen,Nova
ITM-000062501,ORD-00035454,PRD-00585,1,417.33,0.0,237.45,Fulfilled,0,CUS-002907,Mobile,Home Delivery,Buy Now Pay Later,Beauty & Personal Care,Fragrance,Mira
ITM-000062502,ORD-00035455,PRD-00579,1,48.5,9.7,38.17,Fulfilled,0,CUS-009754,Website,Home Delivery,Digital Wallet,Fashion & Accessories,Women's Clothing,Mira
ITM-000062503,ORD-00035456,PRD-00065,1,138.55,0.0,89.62,Fulfilled,0,CUS-005293,Store,In Store,Card,Beauty & Personal Care,Cosmetics,Mira
ITM-000062504,ORD-00035457,PRD-00879,1,148.87,0.0,108.04,Fulfilled,0,CUS-005470,Store,In Store,Digital Wallet,Fashion & Accessories,Footwear,Aurelia Select
ITM-000062505,ORD-00035458,PRD-00683,1,98.56,0.0,79.92,Fulfilled,0,CUS-005545,Website,Click & Collect,Digital Wallet,Sport & Lifestyle,Outdoor,Solara
ITM-000062506,ORD-00035458,PRD-00664,1,19.17,2.88,13.94,Fulfilled,0,CUS-005545,Website,Click & Collect,Digital Wallet,Beauty & Personal Care,Skincare,Aurelia Select
ITM-000062507,ORD-00035458,PRD-00378,1,134.47,26.89,72.02,Fulfilled,1,CUS-005545,Website,Click & Collect,Digital Wallet,Electronics & Accessories,Computer Accessories,Luma
ITM-000062508,ORD-00035459,PRD-00833,1,53.74,5.37,38.75,Fulfilled,0,CUS-004308,Website,Click & Collect,Digital Wallet,Sport & Lifestyle,Sports Accessories,Aurelia Select
ITM-000062509,ORD-00035459,PRD-00215,1,87.1,13.06,48.95,Fulfilled,0,CUS-004308,Website,Click & Collect,Digital Wallet,Home & Living,Kitchen,Vela
ITM-000062510,ORD-00035459,PRD-00742,1,94.94,0.0,52.22,Fulfilled,0,CUS-004308,Website,Click & Collect,Digital Wallet,Electronics & Accessories,Chargers,Vela
ITM-000062511,ORD-00035459,PRD-00085,1,65.7,0.0,37.45,Fulfilled,0,CUS-004308,Website,Click & Collect,Digital Wallet,Beauty & Personal Care,Cosmetics,Orion
ITM-000062512,ORD-00035460,PRD-00810,1,262.17,0.0,140.63,Fulfilled,0,CUS-000650,Store,In Store,Card,Fashion & Accessories,Bags,Nova
ITM-000062513,ORD-00035460,PRD-00458,1,30.4,3.04,20.34,Fulfilled,0,CUS-000650,Store,In Store,Card,Sport & Lifestyle,Sports Accessories,Mira
ITM-000062514,ORD-00035461,PRD-00333,1,19.79,3.96,11.9,Fulfilled,0,CUS-003694,Website,Home Delivery,Card,Home & Living,Home Décor,Solara
ITM-000062515,ORD-00035462,PRD-00282,2,60.18,0.0,47.22,Fulfilled,0,CUS-004575,Store,In Store,Buy Now Pay Later,Home & Living,Bedding,Mira
ITM-000062516,ORD-00035463,PRD-00030,1,47.06,2.35,33.22,Fulfilled,0,CUS-004628,Store,In Store,Cash,Home & Living,Home Décor,Aurelia Select
