order_id,customer_id,order_date,channel,store_id,fulfillment_method,order_status,payment_method,gross_order_value,discount_amount,shipping_fee,tax_amount
ORD-00037969,CUS-008005,2020-11-03,Store,STR-022,In Store,Completed,Cash,296.92,0.0,0.0,44.54
ORD-00037970,CUS-002141,2026-05-02,Mobile,,Home Delivery,Completed,Card,76.72,7.67,89.0,10.36
ORD-00037971,CUS-002370,2023-11-06,Store,STR-027,In Store,Completed,Digital Wallet,656.1800000000001,1.3,0.0,98.23
ORD-00037972,CUS-004996,2024-03-31,Store,STR-042,In Store,Completed,Digital Wallet,128.57999999999998,0.0,0.0,19.29
ORD-00037973,CUS-008085,2020-02-01,Marketplace,,Courier,Completed,Card,126.27,0.0,69.0,18.94
ORD-00037974,CUS-004411,2020-05-24,Mobile,,Home Delivery,Completed,Cash,834.66,0.0,0.0,125.2
ORD-00037975,CUS-008586,2024-08-20,Store,STR-033,In Store,Completed,Card,279.68,3.13,0.0,41.48
ORD-00037976,CUS-001846,2021-03-16,Store,STR-011,In Store,Completed,Digital Wallet,188.86,0.0,0.0,28.33
ORD-00037977,CUS-001735,2025-03-13,Store,STR-008,In Store,Pending,Digital Wallet,68.88,0.0,0.0,10.33
ORD-00037978,CUS-005059,2025-03-18,Website,,Home Delivery,Completed,Buy Now Pay Later,273.33,0.0,49.0,41.0
ORD-00037979,CUS-004774,2026-05-15,Store,STR-039,In Store,Completed,Card,555.32,0.0,0.0,83.3
ORD-00037980,CUS-008209,2021-04-22,Mobile,,Click & Collect,Completed,Cash,47.96,0.0,0.0,7.19
ORD-00037981,CUS-005418,2022-07-10,Store,STR-002,In Store,Completed,Buy Now Pay Later,118.71,0.0,0.0,17.81
ORD-00037982,CUS-002558,2020-04-23,Website,,Click & Collect,Completed,Card,221.21,0.0,0.0,33.18
ORD-00037983,CUS-006288,2023-07-30,Store,STR-009,In Store,Completed,Card,18.32,0.0,0.0,2.75
ORD-00037984,CUS-007391,2023-08-24,Website,,Home Delivery,Completed,Buy Now Pay Later,54.72,0.0,89.0,8.21
ORD-00037985,CUS-010247,2020-09-03,Marketplace,,Home Delivery,Completed,Digital Wallet,109.81,16.47,89.0,14.0
ORD-00037986,CUS-008957,2026-08-27,Store,STR-014,In Store,Completed,Buy Now Pay Later,195.45,0.0,0.0,29.32
ORD-00037987,CUS-005405,2023-11-11,Mobile,,Click & Collect,Completed,Digital Wallet,89.59,0.0,0.0,13.44
ORD-00037988,CUS-005944,2022-07-12,Mobile,,Home Delivery,Completed,Buy Now Pay Later,990.22,48.58,0.0,141.25
ORD-00037989,CUS-004020,2025-04-18,Store,STR-021,In Store,Completed,Buy Now Pay Later,221.44,0.0,0.0,33.22
ORD-00037990,CUS-009784,2022-12-11,Website,,Home Delivery,Completed,Buy Now Pay Later,1016.05,84.47,0.0,139.74
ORD-00037991,CUS-006068,2024-10-31,Store,STR-027,In Store,Pending,EFT,220.22,16.96,0.0,30.49
ORD-00037992,CUS-011530,2025-02-26,Store,STR-043,In Store,Cancelled,Cash,806.9499999999999,0.0,0.0,121.04
ORD-00037993,CUS-000672,2025-06-24,Store,STR-046,In Store,Cancelled,Card,135.47,0.0,0.0,20.32
ORD-00037994,CUS-009138,2023-12-28,Website,,Click & Collect,Completed,Buy Now Pay Later,585.51,9.07,0.0,86.47
ORD-00037995,CUS-006038,2021-12-21,Store,STR-015,In Store,Completed,Digital Wallet,493.76,0.0,0.0,74.06
ORD-00037996,CUS-008407,2021-10-19,Marketplace,,Home Delivery,Completed,Cash,474.8,50.07,89.0,63.71
ORD-00037997,CUS-007043,2026-07-31,Store,STR-016,In Store,Completed,Cash,120.97,12.1,0.0,16.33
ORD-00037998,CUS-007101,2023-08-25,Website,,Click & Collect,Completed,EFT,172.25,6.3,0.0,24.89
ORD-00037999,CUS-001141,2023-09-12,Store,STR-039,In Store,Completed,Digital Wallet,348.98,27.54,0.0,48.22
ORD-00038000,CUS-006267,2023-01-25,Website,,Home Delivery,Completed,EFT,257.4,9.92,49.0,37.12
ORD-00038001,CUS-007645,2023-10-11,Store,STR-021,In Store,Completed,Card,202.77,21.540000000000003,0.0,27.18
ORD-00038002,CUS-006478,2020-02-09,Store,STR-011,In Store,Completed,EFT,26.63,0.0,0.0,3.99
ORD-00038003,CUS-002347,2024-01-26,Marketplace,,Home Delivery,Completed,EFT,390.63,39.06,69.0,52.74
ORD-00038004,CUS-008251,2020-09-18,Mobile,,Home Delivery,Completed,EFT,205.71,0.0,89.0,30.86
ORD-00038005,CUS-010291,2023-09-09,Website,,Home Delivery,Completed,Digital Wallet,37.92,0.0,89.0,5.69
ORD-00038006,CUS-006233,2024-01-12,Website,,Click & Collect,Completed,Digital Wallet,368.47,0.0,0.0,55.27
ORD-00038007,CUS-001062,2026-04-20,Website,,Home Delivery,Completed,Buy Now Pay Later,54.9,0.0,69.0,8.24
ORD-00038008,CUS-011228,2020-12-28,Store,STR-030,In Store,Completed,Card,36.0,0.0,0.0,5.4
ORD-00038009,CUS-008202,2025-11-05,Store,STR-020,In Store,Completed,Digital Wallet,56.51,0.0,0.0,8.48
ORD-00038010,CUS-007003,2025-02-14,Website,,Home Delivery,Completed,Digital Wallet,447.72,16.54,49.0,64.68
ORD-00038011,CUS-011827,2025-02-04,Store,STR-002,In Store,Cancelled,Card,12.98,0.0,0.0,1.95
ORD-00038012,CUS-002715,2023-04-10,Store,STR-022,In Store,Pending,EFT,349.67,22.66,0.0,49.05
ORD-00038013,CUS-003880,2025-08-11,Marketplace,,Click & Collect,Completed,Digital Wallet,57.78,0.0,0.0,8.67
ORD-00038014,CUS-008388,2020-07-28,Store,STR-049,In Store,Completed,Digital Wallet,57.02,0.0,0.0,8.55
ORD-00038015,CUS-010968,2023-03-27,Mobile,,Click & Collect,Completed,Card,55.47,0.0,0.0,8.32
ORD-00038016,CUS-011940,2026-05-05,Website,,Home Delivery,Completed,Digital Wallet,113.9,5.91,49.0,16.2
ORD-00038017,CUS-004794,2023-12-11,Store,STR-004,In Store,Completed,Digital Wallet,12.98,0.0,0.0,1.95
ORD-00038018,CUS-004561,2025-08-02,Mobile,,Home Delivery,Completed,Buy Now Pay Later,304.78,0.0,69.0,45.72
ORD-00038019,CUS-010536,2023-10-15,Website,,Click & Collect,Completed,Card,62.16,9.32,0.0,7.93
ORD-00038020,CUS-007261,2024-04-04,Store,STR-004,In Store,Completed,Cash,353.43,35.34,0.0,47.71
ORD-00038021,CUS-002259,2024-09-30,Marketplace,,Home Delivery,Completed,Digital Wallet,1404.85,102.59,0.0,195.34
ORD-00038022,CUS-005107,2024-12-19,Website,,Home Delivery,Completed,Digital Wallet,75.95,0.0,49.0,11.39
ORD-00038023,CUS-009127,2022-11-22,Website,,Courier,Completed,Digital Wallet,14.75,0.0,49.0,2.21
ORD-00038024,CUS-008858,2024-06-07,Store,STR-024,In Store,Completed,Buy Now Pay Later,116.91,3.13,0.0,17.07
ORD-00038025,CUS-009667,2022-04-09,Website,,Courier,Completed,Buy Now Pay Later,369.07,0.0,69.0,55.36
ORD-00038026,CUS-003759,2020-02-01,Store,STR-013,In Store,Completed,Cash,712.34,0.0,0.0,106.85
ORD-00038027,CUS-002838,2020-09-06,Marketplace,,Click & Collect,Completed,Card,1069.46,0.0,0.0,160.42
ORD-00038028,CUS-004309,2024-02-19,Mobile,,Home Delivery,Completed,Buy Now Pay Later,157.42,0.0,49.0,23.61
ORD-00038029,CUS-011741,2023-12-08,Marketplace,,Courier,Completed,Buy Now Pay Later,318.5,15.93,89.0,45.39
ORD-00038030,CUS-011678,2021-08-18,Mobile,,Click & Collect,Cancelled,Buy Now Pay Later,233.81,31.78,0.0,30.3
ORD-00038031,CUS-007537,2022-12-13,Store,STR-036,In Store,Completed,Card,440.36,0.0,0.0,66.05
ORD-00038032,CUS-002490,2026-04-26,Website,,Home Delivery,Completed,Card,164.0,0.0,49.0,24.6
ORD-00038033,CUS-009841,2025-06-03,Mobile,,Home Delivery,Completed,Card,147.12,14.71,89.0,19.86
ORD-00038034,CUS-009729,2022-09-22,Mobile,,Home Delivery,Completed,Card,69.22,3.46,49.0,9.86
ORD-00038035,CUS-004605,2023-08-18,Store,STR-026,In Store,Completed,Buy Now Pay Later,69.66,0.0,0.0,10.45
ORD-00038036,CUS-001974,2024-09-11,Website,,Home Delivery,Completed,Buy Now Pay Later,26.55,1.33,49.0,3.78
ORD-00038037,CUS-006486,2024-10-06,Mobile,,Home Delivery,Completed,Buy Now Pay Later,90.54,0.0,69.0,13.58
ORD-00038038,CUS-005995,2020-12-28,Store,STR-015,In Store,Completed,Digital Wallet,282.2,2.06,0.0,42.02
ORD-00038039,CUS-008379,2021-11-13,Store,STR-030,In Store,Completed,EFT,270.26,0.0,0.0,40.54
ORD-00038040,CUS-011778,2023-02-25,Mobile,,Courier,Completed,Digital Wallet,429.09,42.91,89.0,57.93
ORD-00038041,CUS-007191,2026-01-06,Store,STR-021,In Store,Completed,Card,324.11,0.0,0.0,48.62
ORD-00038042,CUS-001783,2020-09-11,Mobile,,Courier,Completed,Card,126.54,6.33,89.0,18.03
ORD-00038043,CUS-001003,2024-10-26,Website,,Home Delivery,Completed,Cash,215.38,23.83,89.0,28.73
ORD-00038044,CUS-001655,2022-09-16,Store,STR-011,In Store,Completed,Buy Now Pay Later,31.81,0.0,0.0,4.77
ORD-00038045,CUS-000175,2022-09-06,Website,,Home Delivery,Completed,Cash,526.0699999999999,5.8,0.0,78.04
ORD-00038046,CUS-007520,2023-09-25,Website,,Home Delivery,Completed,EFT,200.57,30.09,49.0,25.57
ORD-00038047,CUS-010158,2021-04-26,Store,STR-010,In Store,Completed,Card,118.17,0.0,0.0,17.73
ORD-00038048,CUS-009226,2024-03-19,Marketplace,,Click & Collect,Completed,Buy Now Pay Later,83.18,8.32,0.0,11.23
ORD-00038049,CUS-002260,2023-04-13,Website,,Click & Collect,Completed,Cash,265.79999999999995,0.0,0.0,39.87
ORD-00038050,CUS-010556,2022-08-20,Store,STR-017,In Store,Completed,Digital Wallet,198.35,9.92,0.0,28.26
ORD-00038051,CUS-005295,2020-12-22,Store,STR-008,In Store,Completed,EFT,269.17,0.0,0.0,40.38
ORD-00038052,CUS-002890,2021-01-21,Store,STR-036,In Store,Completed,Card,190.28,38.06,0.0,22.83
ORD-00038053,CUS-011304,2021-05-10,Marketplace,,Click & Collect,Completed,EFT,180.22,0.0,0.0,27.03
ORD-00038054,CUS-009343,2024-05-24,Store,STR-041,In Store,Completed,Digital Wallet,27.68,0.0,0.0,4.15
ORD-00038055,CUS-001279,2022-08-11,Store,STR-033,In Store,Completed,Cash,167.81,0.0,0.0,25.17
ORD-00038056,CUS-004413,2020-01-30,Website,,Home Delivery,Completed,EFT,231.25,0.0,89.0,34.69
ORD-00038057,CUS-004501,2025-10-28,Mobile,,Home Delivery,Pending,Card,251.82,46.19,69.0,30.84
ORD-00038058,CUS-011353,2025-05-22,Store,STR-040,In Store,Cancelled,Card,201.66,30.25,0.0,25.71
ORD-00038059,CUS-009499,2024-09-01,Mobile,,Click & Collect,Completed,Card,157.42,0.0,0.0,23.61
ORD-00038060,CUS-004351,2024-07-01,Website,,Home Delivery,Completed,Cash,171.78,0.0,89.0,25.77
ORD-00038061,CUS-006925,2024-05-09,Marketplace,,Click & Collect,Completed,Cash,308.61,0.0,0.0,46.29
ORD-00038062,CUS-004610,2025-02-27,Store,STR-022,In Store,Completed,Cash,210.93,0.0,0.0,31.64
ORD-00038063,CUS-005029,2026-03-04,Mobile,,Click & Collect,Completed,Digital Wallet,216.14,16.96,0.0,29.88
ORD-00038064,CUS-011218,2026-06-27,Store,STR-031,In Store,Completed,Card,265.18,10.38,0.0,38.22
ORD-00038065,CUS-005355,2021-12-03,Store,STR-033,In Store,Completed,Digital Wallet,519.64,0.0,0.0,77.95
ORD-00038066,CUS-000436,2022-03-07,Store,STR-036,In Store,Completed,Card,200.95,0.0,0.0,30.14
ORD-00038067,CUS-010049,2021-02-10,Marketplace,,Home Delivery,Cancelled,Buy Now Pay Later,115.75,0.0,69.0,17.36
ORD-00038068,CUS-006734,2023-07-20,Marketplace,,Click  & Collect,Cancelled,EFT,209.53,10.48,0.0,29.86
ORD-00038069,CUS-007794,2022-10-05,Website,,Home Delivery,Completed,Cash,672.76,0.0,0.0,100.91
ORD-00038070,CUS-000628,2024-03-19,Store,STR-050,In Store,Cancelled,Cash,489.0,0.0,0.0,73.35
ORD-00038071,CUS-000789,2024-02-15,Store,STR-033,In Store,Completed,EFT,353.84,0.0,0.0,53.08
ORD-00038072,CUS-010409,2023-11-26,Store,STR-047,In Store,Pending,Cash,189.14,0.0,0.0,28.37
ORD-00038073,CUS-007824,2020-02-08,Store,STR-027,In Store,Completed,Digital Wallet,407.83,0.0,0.0,61.17
ORD-00038074,CUS-002884,2024-03-22,Store,STR-033,In Store,Completed,Digital Wallet,97.73,19.55,0.0,11.73
ORD-00038075,CUS-008154,2020-12-19,Mobile,,Click & Collect,Completed,Cash,470.1,0.0,0.0,70.52
ORD-00038076,CUS-001204,2026-04-11,Store,STR-041,In Store,Completed,EFT,120.44,24.09,0.0,14.45
ORD-00038077,CUS-010546,2020-03-30,Store,STR-019,In Store,Completed,EFT,194.45,15.11,0.0,26.9
ORD-00038078,CUS-006135,2023-03-23,Website,,Courier,Completed,Cash,100.07,10.01,69.0,13.51
ORD-00038079,CUS-003918,2022-08-18,Website,,Home Delivery,Completed,Cash,405.45,9.77,69.0,59.35
ORD-00038080,,2025-09-28,Marketplace,,Home Delivery,Completed,EFT,470.8,0.0,89.0,70.62
ORD-00038081,CUS-006077,2020-01-24,Store,STR-005,In Store,Cancelled,Cash,738.86,0.0,0.0,110.83
ORD-00038082,CUS-004036,2024-03-16,Store,STR-036,In Store,Completed,Card,332.79,11.3,0.0,48.22
ORD-00038083,CUS-011032,2025-06-28,Website,,Home Delivery,Completed,Card,101.73,0.0,89.0,15.26
ORD-00038084,CUS-009707,2025-03-19,Store,STR-020,In Store,Completed,EFT,472.1,9.38,0.0,69.41
ORD-00038085,CUS-004592,2021-12-12,Mobile,,Click & Collect,Completed,Card,428.57,0.0,0.0,64.29
ORD-00038086,CUS-003132,2022-03-09,Website,,Home Delivery,Completed,Buy Now Pay Later,123.67,0.0,69.0,18.55
ORD-00038087,CUS-009211,2021-05-31,Store,STR-012,In Store,Completed,Buy Now Pay Later,363.06,21.88,0.0,51.18
ORD-00038088,CUS-010001,2022-03-12,Store,STR-008,In Store,Completed,Buy Now Pay Later,139.5,20.93,0.0,17.79
ORD-00038089,CUS-004818,2022-11-01,Mobile,,Home Delivery,Completed,Cash,189.61,0.0,89.0,28.44
ORD-00038090,CUS-011250,2026-03-26,Store,STR-005,In  Store,Completed,Digital Wallet,518.74,0.0,0.0,77.81
ORD-00038091,CUS-003269,2025-12-10,Mobile,,Courier,Cancelled,Digital Wallet,360.33,18.02,49.0,51.35
ORD-00038092,CUS-002851,2025-07-20,Store,STR-034,In Store,Cancelled,Digital Wallet,632.72,0.0,0.0,94.91
ORD-00038093,CUS-005117,2022-09-10,Mobile,,Home Delivery,Completed,Digital Wallet,112.22,0.0,49.0,16.83
ORD-00038094,CUS-002733,2023-05-17,Store,STR-009,In Store,Completed,EFT,1435.29,0.0,0.0,215.29
ORD-00038095,CUS-010276,2023-05-14,Store,STR-033,In Store,Cancelled,Card,79.65,0.0,0.0,11.95
ORD-00038096,CUS-000177,2023-01-26,Store,STR-047,In Store,Completed,Digital Wallet,322.62,0.0,0.0,48.39
ORD-00038097,CUS-001046,2021-04-26,Website,,Home Delivery,Completed,Buy Now Pay Later,108.29,0.0,89.0,16.24
ORD-00038098,CUS-001917,2021-09-03,Marketplace,,Courier,Completed,Card,120.7,0.0,89.0,18.1
ORD-00038099,CUS-000268,2023-11-13,Mobile,,Click & Collect,Completed,Card,164.82,0.0,0.0,24.72
ORD-00038100,CUS-008478,2021-05-20,Store,STR-021,In Store,Completed,Card,146.61,0.0,0.0,21.99
ORD-00038101,CUS-003728,2020-07-03,Store,STR-049,In Store,Completed,Digital Wallet,385.99,0.0,0.0,57.9
ORD-00038102,CUS-008745,2021-07-03,Marketplace,,Courier,Completed,EFT,85.18,0.0,89.0,12.78
ORD-00038103,CUS-009599,2026-01-25,Store,STR-047,In Store,Completed,Card,284.58,0.0,0.0,42.69
ORD-00038104,CUS-007989,2026-04-11,Store,STR-034,In Store,Completed,EFT,119.25,0.0,0.0,17.89
ORD-00038105,CUS-008486,2020-05-13,Marketplace,,Home Delivery,Completed,Digital Wallet,442.67,0.0,69.0,66.4
ORD-00038106,,2021-10-10,Marketplace,,Home Delivery,Completed,Card,97.41,14.61,49.0,12.42
ORD-00038107,CUS-010680,2025-05-10,Store,STR-036,In Store,Completed,Digital Wallet,116.87,6.43,0.0,16.57
ORD-00038108,CUS-011213,2022-12-22,Store,STR-039,In Store,Completed,Buy Now Pay Later,262.17,0.0,0.0,39.33
ORD-00038109,CUS-000901,2021-05-31,Mobile,,Home Delivery,Completed,Buy Now Pay Later,109.54,0.0,89.0,16.43
ORD-00038110,CUS-001193,2024-07-17,Store,STR-043,In Store,Completed,Cash,60.12,0.0,0.0,9.02
ORD-00038111,CUS-003244,2024-05-08,Website,,Home Delivery,Completed,Buy Now Pay Later,100.55,1.95,49.0,14.79
ORD-00038112,CUS-008615,2024-04-20,Store,STR-031,In Store,Completed,Card,465.72,3.51,0.0,69.33
ORD-00038113,CUS-005302,2022-07-27,Store,STR-012,In Store,Completed,EFT,26.86,0.0,0.0,4.03
ORD-00038114,CUS-011555,2025-02-19,Marketplace,,Home Delivery,Cancelled,Cash,156.56,0.0,89.0,23.48
ORD-00038115,CUS-005155,2021-08-10,Store,STR-025,In Store,Completed,Cash,120.5,0.0,0.0,18.08
ORD-00038116,CUS-005526,2022-07-11,Mobile,,Click & Collect,Completed,Digital Wallet,111.1,0.0,0.0,16.66
ORD-00038117,CUS-000842,2025-12-31,Mobile,,Home Delivery,Completed,Buy Now Pay Later,283.97,0.0,69.0,42.6
ORD-00038118,CUS-000915,2022-03-20,Store,STR-026,In Store,Pending,Card,230.74,0.0,0.0,34.61
ORD-00038119,CUS-011098,2020-10-22,Mobile,,Courier,Completed,Buy Now Pay Later,331.41,0.0,89.0,49.71
ORD-00038120,CUS-006302,2023-05-08,Website,,Home Delivery,Pending,Cash,171.34,0.0,49.0,25.7
ORD-00038121,CUS-009171,2024-07-02,Store,STR-033,In Store,Completed,Cash,110.46,0.0,0.0,16.57
ORD-00038122,CUS-009107,2024-03-24,Store,STR-026,In Store,Completed,Digital Wallet,89.54,0.0,0.0,13.43
ORD-00038123,CUS-000380,2021-09-19,Mobile,,Home Delivery,Cancelled,Buy Now Pay Later,335.7,0.0,69.0,50.36
ORD-00038124,CUS-006777,2026-08-17,Store,STR-037,In Store,Completed,Digital Wallet,45.89,9.18,0.0,5.51
ORD-00038125,CUS-010602,2024-12-05,Store,STR-033,In Store,Completed,EFT,518.99,36.08,0.0,72.44
ORD-00038126,CUS-000973,2023-11-30,Mobile,,Courier,Completed,Card,142.25,14.23,69.0,19.2
ORD-00038127,CUS-009375,2024-12-08,Store,STR-005,In Store,Completed,Buy Now Pay Later,142.44,0.0,0.0,21.37
ORD-00038128,CUS-005201,2025-02-11,Store,STR-027,In Store,Completed,EFT,313.91,0.0,0.0,47.09
ORD-00038129,CUS-005715,2023-11-01,Mobile,,Home Delivery,Completed,Cash,104.37,20.87,89.0,12.52
ORD-00038130,CUS-008869,2026-02-28,Store,STR-047,In Store,Completed,Digital Wallet,115.11,0.0,0.0,17.27
ORD-00038131,CUS-000404,2021-11-28,Store,STR-042,In Store,Completed,Cash,596.46,21.99,0.0,86.17
ORD-00038132,CUS-000104,2020-01-09,Mobile,,Home Delivery,Completed,EFT,218.86,0.0,49.0,32.83
ORD-00038133,CUS-002962,2023-11-27,Store,STR-021,In Store,Completed,Digital Wallet,758.0899999999999,26.81,0.0,109.69
ORD-00038134,CUS-001116,2021-09-10,Store,STR-014,In Store,Completed,EFT,710.9,53.3,0.0,98.64
ORD-00038135,CUS-001685,2025-06-28,Website,,Home Delivery,Completed,Buy Now Pay Later,49.8,0.0,49.0,7.47
ORD-00038136,CUS-008909,2020-01-08,Store,STR-014,In Store,Completed,EFT,25.86,0.0,0.0,3.88
ORD-00038137,CUS-001941,2025-03-28,Store,STR-033,In Store,Completed,EFT,336.12,0.0,0.0,50.42
ORD-00038138,CUS-007688,2026-01-07,Store,STR-036,In Store,Completed,Digital Wallet,83.69,2.3,0.0,12.21
ORD-00038139,CUS-005049,2026-03-06,Mobile,,Courier,Completed,Buy Now Pay Later,568.4000000000001,0.0,0.0,85.26
ORD-00038140,CUS-000605,2022-08-01,Mobile,,Home Delivery,Completed,Buy Now Pay Later,266.08,0.0,89.0,39.91
ORD-00038141,CUS-002626,2025-06-12,Website,,Home Delivery,Completed,Buy Now Pay Later,125.67,12.57,49.0,16.96
ORD-00038142,CUS-010944,2023-11-12,Store,STR-003,In Store,Completed,EFT,239.42,41.03,0.0,29.76
ORD-00038143,CUS-000504,2020-02-24,Store,STR-021,In Store,Completed,Cash,401.66,0.0,0.0,60.25
ORD-00038144,CUS-005820,2023-03-22,Store,STR-018,In Store,Completed,Card,66.96,0.0,0.0,10.04
ORD-00038145,CUS-005786,2024-10-10,Website,,Home Delivery,Completed,Digital Wallet,181.62,0.0,89.0,27.24
ORD-00038146,CUS-011482,2025-01-07,Store,STR-002,In Store,Completed,EFT,281.13,19.05,0.0,39.31
ORD-00038147,CUS-011411,2022-07-11,Mobile,,Home Delivery,Completed,EFT,888.5600000000001,43.82,0.0,126.71
ORD-00038148,CUS-007273,2022-06-15,Website,,Courier,Completed,EFT,120.2,12.02,69.0,16.23
ORD-00038149,CUS-007926,2024-04-23,Website,,Click & Collect,Completed,Digital Wallet,127.78,0.0,0.0,19.17
ORD-00038150,CUS-011446,2020-01-30,Store,STR-040,In Store,Completed,Digital Wallet,234.77,0.0,0.0,35.22
ORD-00038151,CUS-006876,2025-09-02,Mobile,,Home Delivery,Completed,Buy Now Pay Later,925.65,0.0,0.0,138.85
ORD-00038152,CUS-011495,2022-05-23,Website,,Home Delivery,Completed,EFT,464.13,27.05,49.0,65.56
ORD-00038153,CUS-007346,2023-11-22,Store,STR-021,In Store,Completed,Cash,97.38,0.0,0.0,14.61
ORD-00038154,CUS-007138,2023-02-18,Store,STR-032,In Store,Completed,Buy Now Pay Later,184.35,0.0,0.0,27.65
ORD-00038155,CUS-011115,2022-08-31,Store,STR-037,In Store,Completed,Buy Now Pay Later,244.32,6.94,0.0,35.61
ORD-00038156,CUS-007064,2022-09-13,Store,STR-048,In Store,Completed,Buy Now Pay Later,949.47,0.0,0.0,142.42
ORD-00038157,CUS-010409,2025-03-06,Mobile,,Home Delivery,Completed,Buy Now Pay Later,85.03,0.0,89.0,12.75
ORD-00038158,CUS-007818,2021-10-26,Store,STR-044,In Store,Completed,Card,399.54,17.72,0.0,57.27
ORD-00038159,CUS-009479,2026-05-02,Website,,Home Delivery,Completed,Buy Now Pay Later,212.78,12.24,69.0,30.08
ORD-00038160,CUS-002149,2020-08-22,Website,,Click & Collect,Completed,Cash,165.56,0.0,0.0,24.83
ORD-00038161,CUS-010131,2022-10-18,Store,STR-014,In Store,Cancelled,Card,643.2,0.0,0.0,96.48
ORD-00038162,CUS-001256,2020-03-09,Mobile,,Home Delivery,Pending,Buy Now Pay Later,30.47,0.0,89.0,4.57
ORD-00038163,CUS-001359,2022-08-18,Store,STR-029,In Store,Pending,Buy Now Pay Later,55.83,0.0,0.0,8.37
ORD-00038164,CUS-000764,2026-01-26,Store,STR-028,In Store,Completed,Cash,179.41,0.0,0.0,26.91
ORD-00038165,CUS-011433,2023-09-26,Store,STR-003,In Store,Completed,Digital Wallet,110.94,0.0,0.0,16.64
ORD-00038166,,2020-06-09,Marketplace,,Home Delivery,Cancelled,Card,283.04,1.95,49.0,42.16
ORD-00038167,CUS-010690,2024-07-17,Store,STR-038,In Store,Completed,Card,537.75,0.0,0.0,80.66
ORD-00038168,CUS-004059,2022-08-24,Mobile,,Home Delivery,Completed,Cash,130.94,29.42,49.0,15.23
ORD-00038169,CUS-008168,2020-10-25,Store,STR-022,In Store,Completed,Cash,59.05,0.0,0.0,8.86
ORD-00038170,CUS-006134,2020-07-09,Marketplace,,Home Delivery,Completed,EFT,170.34,0.0,69.0,25.55
ORD-00038171,CUS-008883,2022-12-06,Store,STR-039,In Store,Completed,EFT,321.6,0.0,0.0,48.24
ORD-00038172,CUS-000383,2020-09-27,Store,STR-014,In Store,Completed,Buy Now Pay Later,54.25,0.0,0.0,8.14
ORD-00038173,CUS-003926,2024-05-01,Website,,Click & Collect,Completed,Card,602.8399999999999,24.46,0.0,86.76
ORD-00038174,CUS-005226,2024-04-24,Website,,Home Delivery,Completed,EFT,382.29,0.0,49.0,57.34
ORD-00038175,CUS-001007,2025-11-13,Store,STR-032,In Store,Completed,Buy Now Pay Later,412.8,0.0,0.0,61.92
ORD-00038176,CUS-005940,2026-02-26,Store,STR-011,In Store,Completed,EFT,265.76,59.12,0.0,31.0
ORD-00038177,CUS-005744,2026-03-20,Website,,Home Delivery,Completed,EFT,186.57,34.38,89.0,22.83
ORD-00038178,CUS-002934,2022-04-27,Website,,Click & Collect,Completed,EFT,545.9300000000001,50.85,0.0,74.26
ORD-00038179,CUS-002197,2021-09-11,Store,STR-017,In Store,Completed,Buy Now Pay Later,116.13,0.0,0.0,17.42
ORD-00038180,CUS-008152,2024-12-19,Website,,Home Delivery,Completed,Cash,188.12,0.0,49.0,28.22
ORD-00038181,CUS-003274,2022-10-30,Marketplace,,Home Delivery,Completed,EFT,543.26,0.0,0.0,81.49
ORD-00038182,CUS-004709,2025-03-14,Store,STR-029,In Store,Completed,Cash,152.91,7.36,0.0,21.83
ORD-00038183,CUS-005206,2025-07-06,Mobile,,Click & Collect,Completed,Buy Now Pay Later,220.14,0.0,0.0,33.02
ORD-00038184,CUS-008446,2024-04-07,Store,STR-027,In Store,Completed,EFT,168.37,0.0,0.0,25.26
ORD-00038185,CUS-000818,2023-02-21,Store,STR-001,In Store,Completed,Card,31.06,0.0,0.0,4.66
ORD-00038186,CUS-003515,2025-10-15,Store,STR-031,In Store,Completed,EFT,294.19,0.0,0.0,44.13
ORD-00038187,CUS-008952,2023-05-22,Store,STR-014,In Store,Completed,Card,620.97,0.0,0.0,93.15
ORD-00038188,CUS-011536,2021-03-30,Store,STR-029,In Store,Completed,Cash,80.86,0.0,0.0,12.13
ORD-00038189,CUS-008990,2020-09-25,Marketplace,,Click & Collect,Completed,Buy Now Pay Later,126.99,5.67,0.0,18.2
ORD-00038190,CUS-008557,2020-07-01,Store,STR-016,In Store,Completed,Card,158.25,0.0,0.0,23.74
ORD-00038191,CUS-004336,2020-09-13,Website,,Home Delivery,Completed,Cash,123.22,0.0,89.0,18.48
ORD-00038192,CUS-001076,2023-01-15,Marketplace,,Courier,Completed,Buy Now Pay Later,119.55,0.0,89.0,17.93
ORD-00038193,CUS-004455,2023-12-06,Store,STR-019,In Store,Pending,Card,137.57999999999998,13.76,0.0,18.57
ORD-00038194,CUS-004657,2023-07-23,Website,,Courier,Cancelled,Card,194.45,29.17,49.0,24.79
ORD-00038195,CUS-005851,2022-06-08,Store,STR-042,In Store,Completed,EFT,59.06,0.0,0.0,8.86
ORD-00038196,CUS-000493,2022-06-24,Store,STR-017,In Store,Completed,Digital Wallet,1361.59,151.07,0.0,181.58
ORD-00038197,CUS-011670,2023-06-26,Store,STR-012,In Store,Completed,Cash,64.28,0.0,0.0,9.64
ORD-00038198,CUS-000740,2026-02-21,Website,,Home Delivery,Completed,Digital Wallet,76.89,0.0,89.0,11.53
