event_id,customer_id,campaign_id,event_timestamp,event_type,device_type,channel,session_id
EVT-00022550,CUS-011866,CMP-0001,2022-09-19 19:33:00,Click,Desktop,Social,SES-758088904
EVT-00022551,CUS-003110,CMP-0017,2023-11-26 05:03:00,Impression,Desktop,Paid Search,SES-467114046
EVT-00022552,CUS-006301,CMP-0045,2022-01-31 09:08:00,Add To Cart,Tablet,Social,SES-182192545
EVT-00022553,CUS-001163,CMP-0029,2026-06-23 16:39:00,Add To Cart,Tablet,Email,SES-778097888
EVT-00022554,CUS-010070,CMP-0043,2021-07-28 20:55:00,Add To Cart,Mobile,Paid Search,SES-333489357
EVT-00022555,CUS-003820,CMP-0033,2020-12-30 16:43:00,Open,Desktop,SMS,SES-390549386
EVT-00022556,CUS-002130,CMP-0025,2024-03-11 10:58:00,Product View,Mobile,Paid Search,SES-992745197
EVT-00022557,CUS-008334,CMP-0028,2021-12-01 22:16:00,Add To Cart,Mobile,Social,SES-186389499
EVT-00022558,CUS-004336,CMP-0002,2020-04-07 03:59:00,Conversion,Mobile,Social,SES-681153410
EVT-00022559,CUS-005417,CMP-0047,2023-04-10 09:20:00,Add To Cart,Tablet,Social,SES-465355412
EVT-00022560,CUS-005642,CMP-0011,2023-10-02 11:26:00,Impression,Tablet,Paid Search,SES-267789892
EVT-00022561,CUS-004444,CMP-0003,2021-02-14 09:17:00,Open,Desktop,Social,SES-787960553
EVT-00022562,CUS-006531,CMP-0025,2024-04-08 16:52:00,Product View,Desktop,Paid Search,SES-922267909
EVT-00022563,CUS-001702,CMP-0024,2022-05-28 00:57:00,Impression,Mobile,Paid Search,SES-690113200
EVT-00022564,CUS-008337,CMP-0014,2025-08-03 21:18:00,Click,Mobile,Email,SES-889307308
EVT-00022565,CUS-004583,CMP-0010,2021-06-07 20:52:00,Product View,Desktop,SMS,SES-812946557
EVT-00022566,CUS-006261,CMP-0018,2026-05-20 07:17:00,Conversion,Desktop,Push,SES-780808048
EVT-00022567,CUS-001014,CMP-0034,2025-11-20 16:31:00,Impression,Mobile,Social,SES-141608468
EVT-00022568,CUS-004837,CMP-0041,2024-01-25 18:03:00,Open,Tablet,Push,SES-674152905
EVT-00022569,CUS-004776,CMP-0011,2023-09-28 21:55:00,Open,Desktop,Paid Search,SES-650049900
EVT-00022570,CUS-010299,CMP-0044,2025-05-22 14:39:00,Impression,Mobile,Email,SES-350087573
EVT-00022571,CUS-006773,CMP-0048,2023-02-19 02:32:00,Product View,Tablet,Social,SES-295265566
EVT-00022572,CUS-005445,CMP-0035,2021-04-10 19:51:00,Add To Cart,Tablet,Email,SES-645259110
EVT-00022573,CUS-010134,CMP-0005,2026-06-25 20:00:00,Click,Desktop,SMS,SES-809889285
EVT-00022574,CUS-004159,CMP-0021,2024-10-09 11:27:00,Open,Mobile,SMS,SES-585593677
EVT-00022575,CUS-006107,CMP-0041,2024-01-09 21:30:00,Product View,Mobile,Push,SES-314466843
EVT-00022576,CUS-005447,CMP-0009,2022-02-07 15:57:00,Add To Cart,Mobile,Push,SES-971392265
EVT-00022577,CUS-011517,CMP-0002,2020-04-22 02:40:00,Product View,Tablet,Social,SES-479733723
EVT-00022578,CUS-000149,CMP-0042,2022-06-02 10:27:00,Open,Desktop,Paid Search,SES-283008839
EVT-00022579,CUS-006010,CMP-0038,2022-10-28 19:13:00,Impression,Tablet,Paid Search,SES-653004671
EVT-00022580,CUS-002392,CMP-0039,2024-12-17 16:28:00,Product View,Tablet,Push,SES-410708620
EVT-00022581,CUS-007303,CMP-0039,2024-12-23 17:30:00,Product View,Desktop,Push,SES-683565562
EVT-00022582,CUS-009751,CMP-0037,2024-11-17 12:24:00,Impression,Desktop,Push,SES-552678735
EVT-00022583,CUS-010886,CMP-0018,2026-05-28 08:34:00,Open,Mobile,Push,SES-564595203
EVT-00022584,CUS-005533,CMP-0048,2023-02-23 09:23:00,Impression,Desktop,Social,SES-680698490
EVT-00022585,CUS-008046,CMP-0015,2024-09-12 07:40:00,Open,Tablet,SMS,SES-645198126
EVT-00022586,CUS-002419,CMP-0041,2024-01-26 22:22:00,Impression,Desktop,Push,SES-268566843
EVT-00022587,CUS-006005,CMP-0013,2026-02-06 22:39:00,Impression,Desktop,Push,SES-227092225
EVT-00022588,CUS-003839,CMP-0019,2024-02-01 13:42:00,Impression,Tablet,Social,SES-195076738
EVT-00022589,CUS-011902,CMP-0004,2024-04-11 07:12:00,Product View,Mobile,Paid Search,SES-390813945
EVT-00022590,CUS-000430,CMP-0024,2022-06-02 05:27:00,Impression,Tablet,Paid Search,SES-302673243
EVT-00022591,CUS-003363,CMP-0050,2020-04-19 07:29:00,Add To Cart,Mobile,Push,SES-714817845
EVT-00022592,CUS-005506,CMP-0036,2023-11-06 06:26:00,Open,Tablet,SMS,SES-820033159
EVT-00022593,CUS-009413,CMP-0004,2024-04-15 16:49:00,Add To Cart,Desktop,Paid Search,SES-500266979
EVT-00022594,CUS-000784,CMP-0010,2021-05-19 17:00:00,Impression,Desktop,SMS,SES-224485873
EVT-00022595,CUS-001502,CMP-0017,2023-10-27 04:52:00,Click,Tablet,Paid Search,SES-758288325
EVT-00022596,CUS-009670,CMP-0041,2024-01-26 14:33:00,Add To Cart,Tablet,Push,SES-438637474
EVT-00022597,CUS-009521,CMP-0039,2024-12-14 00:00:00,Open,Tablet,Push,SES-272947916
EVT-00022598,CUS-008688,CMP-0041,2024-01-13 16:47:00,Impression,Desktop,Push,SES-680526098
EVT-00022599,CUS-000419,CMP-0005,2026-07-14 22:13:00,Open,Tablet,SMS,SES-301884143
EVT-00022600,CUS-002576,CMP-0010,2021-05-27 06:30:00,Open,Tablet,SMS,SES-142855085
EVT-00022601,CUS-001045,CMP-0020,2024-02-02 18:47:00,Add To Cart,Tablet,Social,SES-339371244
EVT-00022602,CUS-000466,CMP-0039,2024-12-20 04:55:00,Add To Cart,Desktop,Push,SES-788164638
EVT-00022603,CUS-003152,CMP-0014,2025-08-15 07:45:00,Conversion,Tablet,Email,SES-607797161
EVT-00022604,CUS-002459,CMP-0022,2024-11-04 22:42:00,Impression,Tablet,SMS,SES-714575399
EVT-00022605,CUS-002368,CMP-0037,2024-11-23 14:14:00,Impression,Desktop,Push,SES-290074360
EVT-00022606,CUS-007375,CMP-0047,2023-04-03 05:00:00,Impression,Desktop,Social,SES-328139354
EVT-00022607,CUS-003232,CMP-0050,2020-04-02 18:01:00,Conversion,Tablet,Push,SES-668661871
EVT-00022608,CUS-000317,CMP-0049,2024-07-14 08:04:00,Impression,Tablet,SMS,SES-696668199
EVT-00022609,CUS-010172,CMP-0025,2024-03-13 23:28:00,Add To Cart,Desktop,Paid Search,SES-742150161
EVT-00022610,CUS-007844,CMP-0018,2026-05-22 18:46:00,Impression,Desktop,Push,SES-246169130
EVT-00022611,CUS-008544,CMP-0045,2022-02-17 15:32:00,Impression,Desktop,Social,SES-622364579
EVT-00022612,CUS-011903,CMP-0012,2021-09-02 21:50:00,Impression,Mobile,Paid Search,SES-223087210
EVT-00022613,CUS-004214,CMP-0009,2022-01-30 03:25:00,Add To Cart,Tablet,Push,SES-139278960
EVT-00022614,CUS-009275,CMP-0031,2022-01-03 00:34:00,Conversion,Mobile,Paid Search,SES-121658409
EVT-00022615,CUS-005756,CMP-0025,2024-04-05 17:55:00,Impression,Desktop,Paid Search,SES-531697345
EVT-00022616,CUS-010540,CMP-0027,2023-05-23 03:45:00,Product View,Tablet,SMS,SES-333107594
EVT-00022617,CUS-009393,CMP-0007,2022-02-19 03:03:00,Open,Desktop,Social,SES-781400684
EVT-00022618,CUS-003512,CMP-0008,2023-06-01 01:27:00,Impression,Desktop,Email,SES-898699223
EVT-00022619,CUS-002785,CMP-0013,2026-02-09 13:38:00,Product View,Desktop,Push,SES-710286510
EVT-00022620,CUS-010876,CMP-0010,2021-05-25 19:22:00,Product View,Mobile,SMS,SES-477399751
EVT-00022621,CUS-004203,CMP-0011,2023-10-10 19:32:00,Product View,Mobile,Paid Search,SES-860423925
EVT-00022622,CUS-006235,CMP-0006,2024-08-02 12:15:00,Add To Cart,Mobile,Push,SES-784344739
EVT-00022623,CUS-011606,CMP-0046,2022-09-07 00:02:00,Product View,Desktop,Email,SES-839094957
EVT-00022624,CUS-009550,CMP-0046,2022-08-20 23:21:00,Product View,Tablet,Email,SES-921571605
EVT-00022625,CUS-009027,CMP-0015,2024-09-11 23:25:00,Conversion,Desktop,SMS,SES-842899070
EVT-00022626,CUS-011495,CMP-0029,2026-06-24 05:22:00,Product View,Mobile,Email,SES-446000445
EVT-00022627,CUS-010001,CMP-0008,2023-05-22 11:27:00,Add To Cart,Mobile,Email,SES-716056832
EVT-00022628,CUS-000381,CMP-0038,2022-11-17 12:06:00,Impression,Mobile,Paid Search,SES-757612331
EVT-00022629,CUS-006972,CMP-0036,2023-10-22 15:05:00,Impression,Mobile,SMS,SES-935126935
EVT-00022630,CUS-000547,CMP-0029,2026-07-10 02:21:00,Click,Mobile,Email,SES-277046863
EVT-00022631,CUS-010989,CMP-0044,2025-04-26 07:44:00,Impression,Desktop,Email,SES-392518381
EVT-00022632,CUS-007898,CMP-0021,2024-10-19 23:22:00,Product View,Desktop,SMS,SES-419716299
EVT-00022633,CUS-008724,CMP-0006,2024-08-02 00:57:00,Product View,Mobile,Push,SES-333625750
EVT-00022634,CUS-003005,CMP-0022,2024-10-10 07:41:00,Add To Cart,Tablet,SMS,SES-273459542
EVT-00022635,CUS-000086,CMP-0039,2024-12-17 00:17:00,Product View,Mobile,Push,SES-569781153
EVT-00022636,CUS-008706,CMP-0026,2024-12-10 21:24:00,Impression,Tablet,SMS,SES-589156555
EVT-00022637,CUS-004832,CMP-0049,2024-07-03 19:40:00,Impression,Tablet,SMS,SES-224026924
EVT-00022638,CUS-001806,CMP-0048,2023-03-09 04:30:00,Add To Cart,Mobile,Social,SES-298645315
EVT-00022639,CUS-001172,CMP-0004,2024-04-17 16:12:00,Impression,Desktop,Paid Search,SES-972956605
EVT-00022640,CUS-004530,CMP-0041,2024-01-16 00:30:00,Impression,Tablet,Push,SES-803621468
EVT-00022641,CUS-008112,CMP-0045,2022-03-02 13:12:00,Impression,Desktop,Social,SES-175064743
EVT-00022642,CUS-009522,CMP-0033,2021-01-05 21:55:00,Add To Cart,Tablet,SMS,SES-300825165
EVT-00022643,CUS-000080,CMP-0010,2021-06-05 08:45:00,Impression,Tablet,SMS,SES-545589655
EVT-00022644,CUS-002346,CMP-0021,2024-10-19 06:09:00,Impression,Mobile,SMS,SES-399781661
EVT-00022645,CUS-003556,CMP-0026,2024-12-14 06:14:00,Product View,Desktop,SMS,SES-907102639
EVT-00022646,CUS-000391,CMP-0013,2026-02-09 02:25:00,Open,Tablet,Push,SES-955394187
EVT-00022647,CUS-004099,CMP-0026,2024-12-12 07:58:00,Open,Desktop,SMS,SES-543027565
EVT-00022648,CUS-000668,CMP-0005,2026-07-04 16:58:00,Product View,Mobile,SMS,SES-556993473
EVT-00022649,CUS-007608,CMP-0041,2024-01-07 12:41:00,Impression,Desktop,Push,SES-925083962
EVT-00022650,CUS-011974,CMP-0043,2021-08-05 19:32:00,Product View,Tablet,Paid Search,SES-694242458
EVT-00022651,CUS-009681,CMP-0024,2022-05-27 19:20:00,Impression,Tablet,Paid Search,SES-303229038
EVT-00022652,CUS-000383,CMP-0037,2024-10-19 21:15:00,Impression,Tablet,Push,SES-277728518
EVT-00022653,CUS-006982,CMP-0028,2021-12-01 22:02:00,Product View,Mobile,Social,SES-765685442
EVT-00022654,CUS-011672,CMP-0033,2020-12-05 09:55:00,Add To Cart,Mobile,SMS,SES-898361578
EVT-00022655,CUS-006683,CMP-0048,2023-02-25 18:00:00,Product View,Desktop,Social,SES-908100115
EVT-00022656,CUS-004554,CMP-0001,2022-09-30 22:57:00,Click,Tablet,Social,SES-316631691
EVT-00022657,CUS-011184,CMP-0003,2021-03-08 16:24:00,Impression,Mobile,Social,SES-546004403
EVT-00022658,CUS-001807,CMP-0012,2021-09-01 07:03:00,Product View,Tablet,Paid Search,SES-106679375
EVT-00022659,CUS-005777,CMP-0050,2020-04-20 17:47:00,Conversion,Tablet,Push,SES-820406608
EVT-00022660,CUS-002588,CMP-0040,2023-10-31 05:32:00,Product View,Tablet,Email,SES-255334590
EVT-00022661,CUS-005044,CMP-0031,2022-01-09 21:36:00,Product View,Desktop,Paid Search,SES-981054294
EVT-00022662,CUS-005378,CMP-0022,2024-10-09 00:56:00,Open,Mobile,SMS,SES-954494615
EVT-00022663,CUS-005754,CMP-0009,2022-01-26 15:40:00,Open,Mobile,Push,SES-515538040
EVT-00022664,CUS-004533,CMP-0011,2023-10-03 20:19:00,Conversion,Desktop,Paid Search,SES-253044470
EVT-00022665,CUS-001990,CMP-0012,2021-09-23 07:16:00,Impression,Desktop,Paid Search,SES-731029369
EVT-00022666,CUS-009465,CMP-0042,2022-06-05 16:15:00,Conversion,Desktop,Paid Search,SES-362326761
EVT-00022667,CUS-010106,CMP-0050,2020-04-20 11:09:00,Impression,Desktop,Push,SES-446570326
EVT-00022668,CUS-010371,CMP-0041,2024-01-04 07:11:00,Add To Cart,Mobile,Push,SES-855650431
EVT-00022669,CUS-001485,CMP-0017,2023-10-29 13:54:00,Conversion,Tablet,Paid Search,SES-888136821
EVT-00022670,CUS-008382,CMP-0004,2024-04-24 16:00:00,Add To Cart,Tablet,Paid Search,SES-449489335
EVT-00022671,CUS-003398,CMP-0014,2025-08-19 11:32:00,Add To Cart,Tablet,Email,SES-895350430
EVT-00022672,CUS-010446,CMP-0020,2024-02-21 00:17:00,Click,Mobile,Social,SES-923172256
EVT-00022673,CUS-009305,CMP-0015,2024-09-14 20:29:00,Impression,Mobile,SMS,SES-227809947
EVT-00022674,CUS-001765,CMP-0022,2024-10-06 02:37:00,Impression,Mobile,SMS,SES-623483477
EVT-00022675,CUS-003813,CMP-0014,2025-09-03 03:25:00,Product View,Desktop,Email,SES-857373937
EVT-00022676,CUS-011837,CMP-0025,2024-03-18 01:46:00,Impression,Desktop,Paid Search,SES-493238345
EVT-00022677,CUS-001880,CMP-0011,2023-10-06 19:37:00,Impression,Mobile,Paid Search,SES-673613887
EVT-00022678,CUS-007314,CMP-0038,2022-10-27 01:01:00,Open,Tablet,Paid Search,SES-530892526
EVT-00022679,CUS-003924,CMP-0016,2023-05-11 10:47:00,Product View,Desktop,SMS,SES-690341843
EVT-00022680,CUS-007397,CMP-0050,2020-05-03 16:27:00,Open,Tablet,Push,SES-813155451
EVT-00022681,CUS-000353,CMP-0037,2024-11-23 02:49:00,Conversion,Mobile,Push,SES-372634838
EVT-00022682,CUS-011547,CMP-0040,2023-10-31 11:44:00,Add To Cart,Mobile,Email,SES-389104585
EVT-00022683,CUS-007539,CMP-0014,2025-08-26 21:27:00,Impression,Desktop,Email,SES-617207248
EVT-00022684,CUS-009293,CMP-0008,2023-06-06 13:20:00,Impression,Tablet,Email,SES-986735754
EVT-00022685,CUS-011122,CMP-0008,2023-05-27 17:32:00,Click,Desktop,Email,SES-307218446
EVT-00022686,CUS-008802,CMP-0027,2023-05-05 17:36:00,Open,Mobile,SMS,SES-625280686
EVT-00022687,CUS-006405,CMP-0001,2022-09-24 03:45:00,Open,Tablet,Social,SES-505836199
EVT-00022688,CUS-002261,CMP-0007,2022-02-06 08:08:00,Product View,Mobile,Social,SES-515819170
EVT-00022689,CUS-002905,CMP-0007,2022-02-04 09:38:00,Impression,Mobile,Social,SES-439890769
EVT-00022690,CUS-009300,CMP-0004,2024-04-04 04:43:00,Add To Cart,Desktop,Paid Search,SES-757415706
EVT-00022691,CUS-001206,CMP-0003,2021-02-21 21:43:00,Conversion,Tablet,Social,SES-993145104
EVT-00022692,CUS-008756,CMP-0029,2026-06-30 10:40:00,Product View,Mobile,Email,SES-422315912
EVT-00022693,CUS-009198,CMP-0034,2025-11-17 11:07:00,Impression,Mobile,Social,SES-377054843
EVT-00022694,CUS-000412,CMP-0003,2021-02-12 12:36:00,Product View,Mobile,Social,SES-199209129
EVT-00022695,CUS-002518,CMP-0035,2021-03-13 22:42:00,Add To Cart,Desktop,Email,SES-217120455
EVT-00022696,CUS-006390,CMP-0032,2020-01-23 03:50:00,Product View,Mobile,SMS,SES-284898649
EVT-00022697,CUS-008353,CMP-0019,2024-01-20 19:54:00,Conversion,Mobile,Social,SES-328071202
EVT-00022698,CUS-002356,CMP-0024,2022-07-02 13:16:00,Click,Tablet,Paid Search,SES-367697041
EVT-00022699,CUS-011066,CMP-0019,2024-01-23 02:33:00,Product View,Desktop,Social,SES-779589377
EVT-00022700,CUS-000375,CMP-0042,2022-05-31 03:58:00,Add To Cart,Desktop,Paid Search,SES-299461685
EVT-00022701,CUS-004755,CMP-0022,2024-10-19 21:05:00,Impression,Tablet,SMS,SES-829422030
EVT-00022702,CUS-011956,CMP-0018,2026-05-30 22:50:00,Product View,Desktop,Push,SES-562970753
EVT-00022703,CUS-011359,CMP-0003,2021-02-04 08:14:00,Click,Desktop,Social,SES-439892715
EVT-00022704,CUS-010980,CMP-0046,2022-08-28 01:49:00,Add To Cart,Desktop,Email,SES-199793086
EVT-00022705,CUS-001606,CMP-0017,2023-11-22 08:24:00,Open,Desktop,Paid Search,SES-821252718
EVT-00022706,CUS-008201,CMP-0026,2024-12-15 00:41:00,Impression,Tablet,SMS,SES-875309401
EVT-00022707,CUS-006527,CMP-0041,2024-01-09 02:17:00,Product View,Tablet,Push,SES-888108516
EVT-00022708,CUS-010210,CMP-0048,2023-03-01 05:34:00,Click,Desktop,Social,SES-210084329
EVT-00022709,CUS-002622,CMP-0050,2020-04-10 20:51:00,Add To Cart,Desktop,Push,SES-445645080
EVT-00022710,CUS-008853,CMP-0047,2023-04-02 07:13:00,Impression,Desktop,Social,SES-809133052
EVT-00022711,CUS-006553,CMP-0036,2023-11-08 21:24:00,Impression,Tablet,SMS,SES-890917055
EVT-00022712,CUS-004003,CMP-0005,2026-07-14 07:50:00,Impression,Desktop,SMS,SES-628730523
EVT-00022713,CUS-008369,CMP-0021,2024-10-11 14:50:00,Impression,Mobile,SMS,SES-294301279
EVT-00022714,CUS-004960,CMP-0015,2024-09-20 17:46:00,Product View,Tablet,SMS,SES-516232035
EVT-00022715,CUS-009514,CMP-0041,2024-01-18 02:48:00,Product View,Desktop,Push,SES-585494454
EVT-00022716,CUS-003932,CMP-0029,2026-06-29 18:08:00,Product View,Tablet,Email,SES-833717921
EVT-00022717,CUS-008442,CMP-0045,2022-02-13 05:41:00,Impression,Mobile,Social,SES-572382852
EVT-00022718,CUS-003240,CMP-0027,2023-05-01 00:07:00,Product View,Mobile,SMS,SES-649654458
EVT-00022719,CUS-010484,CMP-0044,2025-05-28 15:10:00,Impression,Tablet,Email,SES-904879744
EVT-00022720,CUS-009014,CMP-0045,2022-02-04 07:04:00,Add To Cart,Mobile,Social,SES-659773668
EVT-00022721,CUS-008937,CMP-0012,2021-09-15 14:37:00,Click,Desktop,Paid Search,SES-273437486
EVT-00022722,CUS-002090,CMP-0023,2020-02-02 23:15:00,Impression,Tablet,Email,SES-609426360
EVT-00022723,CUS-009245,CMP-0042,2022-05-29 20:01:00,Impression,Tablet,Paid Search,SES-227417887
EVT-00022724,CUS-001277,CMP-0037,2024-11-24 19:50:00,Impression,Mobile,Push,SES-912543418
EVT-00022725,CUS-005143,CMP-0049,2024-07-15 07:15:00,Open,Desktop,SMS,SES-391622689
EVT-00022726,CUS-001305,CMP-0018,2026-05-30 20:52:00,Impression,Desktop,Push,SES-628833547
EVT-00022727,CUS-002568,CMP-0023,2020-02-11 05:30:00,Impression,Tablet,Email,SES-450487819
EVT-00022728,CUS-004396,CMP-0007,2022-02-03 17:54:00,Impression,Desktop,Social,SES-787777101
EVT-00022729,CUS-005841,CMP-0046,2022-08-23 22:29:00,Impression,Desktop,Email,SES-999987877
EVT-00022730,CUS-008668,CMP-0027,2023-05-22 19:11:00,Open,Tablet,SMS,SES-641006051
EVT-00022731,CUS-006590,CMP-0035,2021-03-21 14:06:00,Product View,Desktop,Email,SES-845161411
EVT-00022732,CUS-005836,CMP-0004,2024-04-05 06:23:00,Product View,Mobile,Paid Search,SES-338262099
EVT-00022733,CUS-006327,CMP-0045,2022-02-11 12:34:00,Impression,Mobile,Social,SES-688810350
EVT-00022734,CUS-005774,CMP-0014,2025-08-08 22:18:00,Impression,Desktop,Email,SES-199766836
EVT-00022735,CUS-005622,CMP-0009,2022-02-09 13:05:00,Add To Cart,Desktop,Push,SES-237412480
EVT-00022736,CUS-005561,CMP-0040,2023-10-25 04:09:00,Impression,Mobile,Email,SES-496124730
EVT-00022737,CUS-011792,CMP-0004,2024-04-28 18:48:00,Product View,Desktop,Paid Search,SES-311824430
EVT-00022738,CUS-004782,CMP-0012,2021-09-08 19:46:00,Impression,Desktop,Paid Search,SES-473035434
EVT-00022739,CUS-007732,CMP-0006,2024-07-31 23:52:00,Open,Desktop,Push,SES-638535839
EVT-00022740,CUS-001382,CMP-0036,2023-11-07 15:59:00,Product View,Mobile,SMS,SES-287291851
EVT-00022741,CUS-001351,CMP-0017,2023-11-25 18:12:00,Conversion,Tablet,Paid Search,SES-925886427
EVT-00022742,CUS-009381,CMP-0029,2026-07-06 04:03:00,Conversion,Desktop,Email,SES-358129028
EVT-00022743,CUS-008695,CMP-0040,2023-11-10 17:56:00,Click,Mobile,Email,SES-914648590
EVT-00022744,CUS-000713,CMP-0018,2026-05-17 06:08:00,Add To Cart,Tablet,Push,SES-257810689
EVT-00022745,CUS-001076,CMP-0011,2023-09-25 06:53:00,Product View,Mobile,Paid Search,SES-767248483
EVT-00022746,CUS-008534,CMP-0033,2020-12-11 22:42:00,Click,Desktop,SMS,SES-366000392
EVT-00022747,CUS-005225,CMP-0013,2026-01-31 13:28:00,Impression,Desktop,Push,SES-295533168
EVT-00022748,CUS-001388,CMP-0016,2023-05-21 02:08:00,Product View,Tablet,SMS,SES-938385543
EVT-00022749,CUS-008898,CMP-0032,2020-01-18 03:23:00,Click,Desktop,SMS,SES-340034553
EVT-00022750,CUS-003513,CMP-0036,2023-10-13 14:24:00,Impression,Desktop,SMS,SES-535095625
EVT-00022751,CUS-009423,CMP-0004,2024-04-04 08:25:00,Impression,Mobile,Paid Search,SES-599613059
EVT-00022752,CUS-001469,CMP-0014,2025-08-18 18:40:00,Product View,Mobile,Email,SES-749043348
EVT-00022753,CUS-003905,CMP-0023,2020-02-10 00:08:00,Add To Cart,Mobile,Email,SES-828845366
EVT-00022754,CUS-008331,CMP-0034,2025-11-17 17:35:00,Impression,Tablet,Social,SES-547025607
EVT-00022755,CUS-002464,CMP-0015,2024-09-05 11:04:00,Product View,Desktop,SMS,SES-264973999
EVT-00022756,CUS-000909,CMP-0035,2021-03-04 01:35:00,Click,Desktop,Email,SES-516652960
EVT-00022757,CUS-009525,CMP-0048,2023-03-04 04:57:00,Conversion,Tablet,Social,SES-889037002
EVT-00022758,CUS-005539,CMP-0016,2023-05-15 15:01:00,Impression,Tablet,SMS,SES-890617524
EVT-00022759,CUS-002828,CMP-0049,2024-07-04 17:43:00,Add To Cart,Tablet,SMS,SES-651215477
EVT-00022760,CUS-009814,CMP-0019,2024-01-18 16:27:00,Impression,Tablet,Social,SES-547554222
EVT-00022761,CUS-011626,CMP-0002,2020-03-29 04:49:00,Impression,Desktop,Social,SES-230568913
EVT-00022762,CUS-010898,CMP-0022,2024-10-15 01:46:00,Impression,Mobile,SMS,SES-260842772
EVT-00022763,CUS-003894,CMP-0040,2023-11-07 01:03:00,Add To Cart,Desktop,Email,SES-694693970
EVT-00022764,CUS-007516,CMP-0050,2020-04-07 19:44:00,Open,Desktop,Push,SES-941806235
EVT-00022765,CUS-002655,CMP-0010,2021-05-20 03:31:00,Impression,Mobile,SMS,SES-713318102
EVT-00022766,CUS-000704,CMP-0015,2024-09-24 23:08:00,Open,Tablet,SMS,SES-947161214
EVT-00022767,CUS-005871,CMP-0042,2022-05-30 18:51:00,Conversion,Mobile,Paid Search,SES-689355661
EVT-00022768,CUS-000586,CMP-0033,2020-12-28 22:19:00,Product View,Mobile,SMS,SES-179827702
EVT-00022769,CUS-004914,CMP-0010,2021-05-16 15:37:00,Impression,Tablet,SMS,SES-850450783
EVT-00022770,CUS-007411,CMP-0042,2022-06-05 18:22:00,Click,Desktop,Paid Search,SES-923334041
EVT-00022771,CUS-011706,CMP-0029,2026-06-30 16:14:00,Impression,Desktop,Email,SES-526543448
EVT-00022772,CUS-011421,CMP-0029,2026-07-09 02:13:00,Click,Desktop,Email,SES-318779661
EVT-00022773,CUS-004505,CMP-0001,2022-09-23 15:43:00,Add To Cart,Desktop,Social,SES-343365187
EVT-00022774,CUS-011567,CMP-0033,2020-12-12 21:26:00,Impression,Mobile,SMS,SES-382813518
EVT-00022775,CUS-002301,CMP-0023,2020-02-01 19:52:00,Impression,Tablet,Email,SES-252174562
EVT-00022776,CUS-000923,CMP-0046,2022-09-04 21:39:00,Open,Mobile,Email,SES-239311993
EVT-00022777,CUS-004720,CMP-0025,2024-04-08 17:36:00,Click,Desktop,Paid Search,SES-296636678
EVT-00022778,CUS-005497,CMP-0010,2021-06-08 10:21:00,Impression,Desktop,SMS,SES-512645153
EVT-00022779,CUS-004467,CMP-0007,2022-02-04 15:34:00,Impression,Desktop,Social,SES-262561989
EVT-00022780,CUS-010402,CMP-0042,2022-06-01 09:29:00,Impression,Mobile,Paid Search,SES-632089807
EVT-00022781,CUS-001971,CMP-0038,2022-10-27 17:09:00,Open,Mobile,Paid Search,SES-679232628
EVT-00022782,CUS-003780,CMP-0044,2025-05-06 00:43:00,Product View,Desktop,Email,SES-407951333
EVT-00022783,CUS-008740,CMP-0011,2023-09-25 21:28:00,Impression,Mobile,Paid Search,SES-303484487
EVT-00022784,CUS-003743,CMP-0031,2022-01-12 15:59:00,Product View,Desktop,Paid Search,SES-207213748
EVT-00022785,CUS-001536,CMP-0007,2022-02-06 14:12:00,Conversion,Mobile,Social,SES-187396933
EVT-00022786,CUS-006807,CMP-0008,2023-06-04 23:58:00,Conversion,Mobile,Email,SES-935919222
EVT-00022787,CUS-001051,CMP-0030,2020-10-06 19:40:00,Impression,Desktop,Email,SES-569728945
EVT-00022788,CUS-008795,CMP-0010,2021-05-26 04:04:00,Impression,Mobile,SMS,SES-612903880
EVT-00022789,CUS-011863,CMP-0044,2025-05-02 02:11:00,Impression,Desktop,Email,SES-690547036
EVT-00022790,CUS-002274,CMP-0005,2026-07-02 08:33:00,Impression,Tablet,SMS,SES-409241896
EVT-00022791,CUS-001253,CMP-0007,2022-02-01 20:28:00,Product View,Mobile,Social,SES-338256738
EVT-00022792,CUS-000076,CMP-0008,2023-06-05 10:34:00,Impression,Tablet,Email,SES-202933805
EVT-00022793,CUS-006571,CMP-0045,2022-02-23 15:56:00,Add To Cart,Tablet,Social,SES-150696425
EVT-00022794,CUS-001737,CMP-0014,2025-08-23 02:56:00,Impression,Mobile,Email,SES-662831409
EVT-00022795,CUS-000858,CMP-0004,2024-04-18 08:54:00,Conversion,Desktop,Paid Search,SES-815877063
EVT-00022796,CUS-011193,CMP-0018,2026-05-22 23:18:00,Impression,Tablet,Push,SES-860466462
EVT-00022797,CUS-004350,CMP-0017,2023-10-27 01:11:00,Product View,Desktop,Paid Search,SES-196530200
EVT-00022798,CUS-010674,CMP-0036,2023-10-19 20:12:00,Add To Cart,Tablet,SMS,SES-946658712
EVT-00022799,CUS-004426,CMP-0039,2024-12-24 04:08:00,Impression,Desktop,Push,SES-486168408
EVT-00022800,CUS-000185,CMP-0048,2023-03-08 23:48:00,Product View,Mobile,Social,SES-730556043
EVT-00022801,CUS-003632,CMP-0002,2020-04-05 18:50:00,Impression,Tablet,Social,SES-693293454
