payment_id,order_id,customer_id,payment_date,payment_method,payment_provider,payment_status,transaction_reference,amount,refund_amount,failed
PAY-00030873,ORD-00030873,,2021-08-06,Cash,Store POS,Successful,TXN-88533764893,144.45,0.0,0
PAY-00030874,ORD-00030874,CUS-011511,2024-05-10,Digital Wallet,WalletPay,Successful,TXN-67270390846,240.98,0.0,0
PAY-00030875,ORD-00030875,CUS-009768,2023-10-05,Cash,Store POS,Successful,TXN-11500752219,237.29,0.0,0
PAY-00030876,ORD-00030876,CUS-006359,2023-10-02,Buy Now Pay Later,FlexPay,Reversed,TXN-68724544814,33.99,33.99,1
PAY-00030877,ORD-00030877,CUS-010080,2026-03-19,EFT,Bank Transfer,Successful,TXN-99884889113,400.33,0.0,0
PAY-00030878,ORD-00030878,CUS-004496,2023-10-25,EFT,Bank Transfer,Successful,TXN-82136204434,176.27,0.0,0
PAY-00030879,ORD-00030879,CUS-006795,2026-03-02,EFT,Bank Transfer,Successful,TXN-77611489047,179.44,0.0,0
PAY-00030880,ORD-00030880,CUS-006801,2025-10-25,Digital Wallet,WalletPay,Reversed,TXN-99229192968,443.04,443.04,1
PAY-00030881,ORD-00030881,CUS-003524,2020-09-14,Buy Now Pay Later,FlexPay,Successful,TXN-98591432027,142.25,0.0,0
PAY-00030882,ORD-00030882,CUS-002743,2021-06-14,EFT,Bank Transfer,Reversed,TXN-95755136981,294.87,294.87,1
PAY-00030883,ORD-00030883,CUS-006231,2024-07-28,Cash,Store POS,Successful,TXN-68744477852,73.6,0.0,0
PAY-00030884,ORD-00030884,CUS-002331,2020-12-04,Cash,Store POS,Successful,TXN-34096426654,255.04,0.0,0
PAY-00030885,ORD-00030885,CUS-011502,2024-11-04,Card,Bank Gateway,Successful,TXN-55305523318,133.91,0.0,0
PAY-00030886,ORD-00030886,CUS-011819,2022-09-12,Cash,Store POS,Successful,TXN-48084836499,218.77,0.0,0
PAY-00030887,ORD-00030887,CUS-001232,2022-01-21,Cash,Store POS,Successful,TXN-85993574412,66.1,0.0,0
PAY-00030888,ORD-00030888,CUS-011279,2023-07-25,Buy Now Pay Later,FLEXPAY,Successful,TXN-19465652332,81.25,0.0,0
PAY-00030889,ORD-00030889,CUS-009349,2021-12-17,Digital Wallet,WalletPay,Successful,TXN-46258460292,271.84,0.0,0
PAY-00030890,ORD-00030890,CUS-005965,2023-04-08,Digital Wallet,WalletPay,Reversed,TXN-89243243211,154.26,154.26,1
PAY-00030891,ORD-00030891,CUS-011276,2025-01-28,Card,Bank Gateway,Successful,TXN-64178635010,308.85,0.0,0
PAY-00030892,ORD-00030892,,2023-08-06,Cash,Store POS,Successful,TXN-30014344306,84.4,0.0,0
PAY-00030893,ORD-00030893,CUS-001163,2026-07-22,Buy Now Pay Later,FlexPay,Successful,TXN-13873349683,591.11,0.0,0
PAY-00030894,ORD-00030894,CUS-003452,2023-03-29,EFT,Bank Transfer,Successful,TXN-89140610417,284.52,0.0,0
PAY-00030895,ORD-00030895,CUS-008957,2025-06-05,EFT,Bank Transfer,Pending,TXN-71051347419,364.66,0.0,1
PAY-00030896,ORD-00030896,CUS-001998,2023-06-14,Card,Bank Gateway,Successful,TXN-65471480579,148.08,0.0,0
PAY-00030897,ORD-00030897,CUS-008083,2025-08-08,Cash,Store POS,Pending,TXN-65300458163,167.6,0.0,1
PAY-00030898,ORD-00030898,CUS-011621,2026-03-18,Buy Now Pay Later,FlexPay,Successful,TXN-17000949731,457.98,0.0,0
PAY-00030899,ORD-00030899,CUS-000991,2025-11-10,Buy Now Pay Later,FlexPay,Successful,TXN-59112717785,226.5,0.0,0
PAY-00030900,ORD-00030900,CUS-010554,2020-05-01,Buy Now Pay Later,FlexPay,Successful,TXN-24442577969,99.85,0.0,0
PAY-00030901,ORD-00030901,CUS-005872,2021-01-02,Cash,Store POS,Reversed,TXN-39328239828,260.13,260.13,1
PAY-00030902,ORD-00030902,CUS-009920,2026-04-10,Card,Bank Gateway,Successful,TXN-10197568953,151.38,0.0,0
PAY-00030903,ORD-00030903,CUS-004536,2025-03-31,Cash,Store POS,Successful,TXN-25299835736,372.43,0.0,0
PAY-00030904,ORD-00030904,CUS-009967,2023-11-30,Cash,Store POS,Successful,TXN-93523856385,635.53,0.0,0
PAY-00030905,ORD-00030905,CUS-011893,2024-04-14,Digital Wallet,WalletPay,Successful,TXN-33314190112,161.58,0.0,0
PAY-00030906,ORD-00030906,CUS-011578,2020-04-26,Buy Now Pay Later,FlexPay,Successful,TXN-39198307301,206.77,0.0,0
PAY-00030907,ORD-00030907,CUS-005454,2023-05-26,Cash,Store POS,Successful,TXN-43774197978,465.1,0.0,0
PAY-00030908,ORD-00030908,CUS-007662,2020-05-10,Buy Now Pay Later,FlexPay,Successful,TXN-34842995185,42.15,0.0,0
PAY-00030909,ORD-00030909,CUS-000793,2024-03-11,Card,Bank Gateway,Successful,TXN-47136843841,64.27,0.0,0
PAY-00030910,ORD-00030910,CUS-001557,2023-10-23,EFT,Bank Transfer,Successful,TXN-87913126779,115.86,0.0,0
PAY-00030911,ORD-00030911,CUS-001072,2024-04-12,EFT,Bank Transfer,Successful,TXN-92473438190,108.33,0.0,0
PAY-00030912,ORD-00030912,CUS-006488,2024-08-04,Buy Now Pay Later,FlexPay,Successful,TXN-31426587383,576.0,0.0,0
PAY-00030913,ORD-00030913,CUS-006574,2026-08-30,Digital Wallet,WalletPay,Successful,TXN-27883358670,641.47,0.0,0
PAY-00030914,ORD-00030914,CUS-005118,2023-06-20,Digital Wallet,WalletPay,Successful,TXN-38606662910,207.3,0.0,0
PAY-00030915,ORD-00030915,CUS-003632,2025-05-31,Card,Bank Gateway,Reversed,TXN-52739878459,128.94,128.94,1
PAY-00030916,ORD-00030916,CUS-000043,2022-12-28,Card,Bank Gateway,Pending,TXN-23019663409,1084.25,0.0,1
PAY-00030917,ORD-00030917,CUS-011213,2024-12-21,EFT,Bank Transfer,Successful,TXN-21992993740,421.05,0.0,0
PAY-00030918,ORD-00030918,CUS-002474,2021-11-05,Cash,Store POS,Successful,TXN-10040605054,334.95,0.0,0
PAY-00030919,ORD-00030919,CUS-002072,2022-11-19,Card,Bank Gateway,Successful,TXN-31849755234,95.24,0.0,0
PAY-00030920,ORD-00030920,CUS-006926,2024-01-16,EFT,Bank Transfer,Successful,TXN-39914966182,67.33,0.0,0
PAY-00030921,ORD-00030921,CUS-003622,2026-06-18,Digital Wallet,WalletPay,Successful,TXN-87966651921,161.03,0.0,0
PAY-00030922,ORD-00030922,CUS-000289,2025-12-24,EFT,Bank Transfer,Successful,TXN-89686899544,187.53,0.0,0
PAY-00030923,ORD-00030923,CUS-008194,2021-10-15,Digital Wallet,WalletPay,Successful,TXN-98262210261,554.49,0.0,0
PAY-00030924,ORD-00030924,CUS-007078,2022-10-25,EFT,Bank Transfer,Successful,TXN-90532485376,260.98,0.0,0
PAY-00030925,ORD-00030925,CUS-010882,2020-07-08,Digital Wallet,WalletPay,Successful,TXN-86462030241,31.86,0.0,0
PAY-00030926,ORD-00030926,CUS-006466,2024-08-20,Cash,Store POS,Successful,TXN-90509554331,80.14,0.0,0
PAY-00030927,ORD-00030927,CUS-007188,2020-06-18,Cash,Store POS,Successful,TXN-95840308740,119.4,0.0,0
PAY-00030928,ORD-00030928,CUS-008120,2020-02-12,Digital Wallet,WalletPay,Successful,TXN-97453104379,88.68,0.0,0
PAY-00030929,ORD-00030929,CUS-008331,2024-12-08,EFT,Bank Transfer,Successful,TXN-33114930952,282.01,0.0,0
PAY-00030930,ORD-00030930,CUS-007578,2022-12-31,Buy Now Pay Later,FlexPay,Successful,TXN-21683510534,383.44,0.0,0
PAY-00030931,ORD-00030931,CUS-010689,2021-03-22,EFT,Bank Transfer,Successful,TXN-96836177860,523.54,0.0,0
PAY-00030932,ORD-00030932,CUS-007810,2025-01-28,Cash,Store POS,Successful,TXN-67464419526,513.52,0.0,0
PAY-00030933,ORD-00030933,CUS-002303,2025-03-06,Cash,Store POS,Successful,TXN-36466103354,80.4,0.0,0
PAY-00030934,ORD-00030934,CUS-006470,2025-08-11,Buy Now Pay Later,FlexPay,Pending,TXN-74259429788,248.44,0.0,1
PAY-00030935,ORD-00030935,CUS-009330,2025-06-04,Buy Now Pay Later,FlexPay,Successful,TXN-51453480189,211.0,0.0,0
PAY-00030936,ORD-00030936,CUS-002565,2023-07-31,Buy Now Pay Later,FlexPay,Successful,TXN-73782439679,546.41,0.0,0
PAY-00030937,ORD-00030937,CUS-008608,2026-04-20,Cash,Store POS,Successful,TXN-89254323611,149.81,0.0,0
PAY-00030938,ORD-00030938,CUS-002144,2023-10-10,Cash,Store POS,Successful,TXN-26978526345,275.3,0.0,0
PAY-00030939,ORD-00030939,CUS-004578,2024-08-19,Card,Bank Gateway,Pending,TXN-50033542336,528.66,0.0,1
PAY-00030940,ORD-00030940,CUS-010999,2020-12-02,Buy Now Pay Later,FlexPay,Reversed,TXN-98031664069,268.51,268.51,1
PAY-00030941,ORD-00030941,CUS-008295,2023-08-12,EFT,Bank Transfer,Successful,TXN-79119066320,480.48,0.0,0
PAY-00030942,ORD-00030942,CUS-009675,2021-12-20,EFT,Bank Transfer,Successful,TXN-97798289960,286.66,0.0,0
PAY-00030943,ORD-00030943,CUS-002172,2025-05-04,Cash,Store POS,Successful,TXN-12437433561,252.47,0.0,0
PAY-00030944,ORD-00030944,CUS-000934,2024-06-12,Buy Now Pay Later,FlexPay,Successful,TXN-51297063419,371.84,0.0,0
PAY-00030945,ORD-00030945,CUS-009212,2024-09-03,Card,Bank Gateway,Successful,TXN-99337265920,1024.89,0.0,0
PAY-00030946,ORD-00030946,CUS-011525,2025-02-09,Digital Wallet,WalletPay,Pending,TXN-70848440701,108.36,0.0,1
PAY-00030947,ORD-00030947,CUS-010376,2024-03-07,Cash,Store POS,Successful,TXN-36470323590,154.25,0.0,0
PAY-00030948,ORD-00030948,CUS-004136,2020-07-18,EFT,Bank Transfer,Successful,TXN-43756588034,191.13,0.0,0
PAY-00030949,ORD-00030949,CUS-009568,2021-07-14,Buy Now Pay Later,FlexPay,Successful,TXN-52463082095,142.44,0.0,0
PAY-00030950,ORD-00030950,CUS-003256,2026-05-27,Buy Now Pay Later,FlexPay,Successful,TXN-29271537578,103.08,0.0,0
PAY-00030951,ORD-00030951,CUS-007485,2024-08-14,Card,Bank Gateway,Successful,TXN-30083091309,312.66,0.0,0
PAY-00030952,ORD-00030952,CUS-006889,2026-05-09,EFT,Bank Transfer,Successful,TXN-19960291886,333.45,0.0,0
PAY-00030953,ORD-00030953,CUS-008421,2020-06-18,Card,Bank Gateway,Successful,TXN-42662097167,94.94,0.0,0
PAY-00030954,ORD-00030954,CUS-007222,2021-04-01,Digital Wallet,WalletPay,Successful,TXN-59638417086,396.91,0.0,0
PAY-00030955,ORD-00030955,CUS-007165,2024-06-06,Card,Bank Gateway,Successful,TXN-25815933716,119.32,0.0,0
PAY-00030956,ORD-00030956,CUS-010163,2020-04-20,Cash,Store POS,Successful,TXN-63091064232,216.15,0.0,0
PAY-00030957,ORD-00030957,CUS-000735,2020-06-18,EFT,Bank Transfer,Successful,TXN-49108857562,140.39,0.0,0
PAY-00030958,ORD-00030958,CUS-004901,2022-04-10,Card,Bank Gateway,Successful,TXN-50684508509,134.7,0.0,0
PAY-00030959,ORD-00030959,CUS-004746,2024-07-05,EFT,Bank Transfer,Successful,TXN-74143946133,271.95,0.0,0
PAY-00030960,ORD-00030960,CUS-007954,2026-05-22,Digital Wallet,WalletPay,Reversed,TXN-95311529213,36.57,36.57,1
PAY-00030961,ORD-00030961,CUS-006920,2026-06-28,Buy Now Pay Later,FlexPay,Successful,TXN-22460647886,85.94,0.0,0
PAY-00030962,ORD-00030962,CUS-003024,2022-12-14,Digital Wallet,WalletPay,Successful,TXN-41539689434,17.22,0.0,0
PAY-00030963,ORD-00030963,CUS-006351,2024-11-22,Card,Bank Gateway,Successful,TXN-19516826357,672.02,0.0,0
PAY-00030964,ORD-00030964,CUS-000677,2022-02-02,Cash,Store POS,Successful,TXN-35981411813,223.46,0.0,0
PAY-00030965,ORD-00030965,CUS-001267,2024-09-14,Digital Wallet,WalletPay ,Successful,TXN-64284074885,149.38,0.0,0
PAY-00030966,ORD-00030966,CUS-009501,2025-12-17,EFT,Bank Transfer,Successful,TXN-12905020178,88.39,0.0,0
PAY-00030967,ORD-00030967,CUS-011169,2024-03-20,Card,Bank Gateway,Successful,TXN-64474907442,622.94,0.0,0
PAY-00030968,ORD-00030968,CUS-001162,2020-11-22,Card,Bank Gateway,Reversed,TXN-76633767830,174.34,174.34,1
PAY-00030969,ORD-00030969,CUS-005329,2021-11-11,Buy Now Pay Later,FlexPay,Successful,TXN-80512044330,185.73,0.0,0
PAY-00030970,ORD-00030970,CUS-000003,2026-04-09,Cash,Store POS,Successful,TXN-43627880844,260.82,0.0,0
PAY-00030971,ORD-00030971,CUS-003578,2025-04-03,Buy Now Pay Later,FlexPay,Successful,TXN-88948095950,143.24,0.0,0
PAY-00030972,ORD-00030972,CUS-004688,2025-05-23,Cash,Store POS,Successful,TXN-44206258737,50.72,0.0,0
PAY-00030973,ORD-00030973,CUS-003139,2020-05-02,Card,Bank Gateway,Successful,TXN-55589021098,289.24,0.0,0
PAY-00030974,ORD-00030974,CUS-004467,2022-07-22,Digital Wallet,WalletPay,Successful,TXN-32557379982,32.62,0.0,0
PAY-00030975,ORD-00030975,CUS-001902,2023-06-10,EFT,Bank Transfer,Successful,TXN-48557532408,398.67,0.0,0
PAY-00030976,ORD-00030976,CUS-001974,2025-03-31,Buy Now Pay Later,FlexPay,Successful,TXN-49466307526,383.0,0.0,0
PAY-00030977,ORD-00030977,CUS-004869,2020-09-09,Buy Now Pay Later,FlexPay,Reversed,TXN-98912174763,387.26,387.26,1
PAY-00030978,ORD-00030978,CUS-003901,2025-01-14,Buy Now Pay Later,FlexPay,Successful,TXN-11699022816,123.42,0.0,0
PAY-00030979,ORD-00030979,CUS-002942,2024-01-31,Buy Now Pay Later,FlexPay,Successful,TXN-70412835957,135.04,0.0,0
PAY-00030980,ORD-00030980,CUS-003861,2023-11-12,Buy Now Pay Later,FlexPay,Successful,TXN-51484398133,252.9,0.0,0
PAY-00030981,ORD-00030981,CUS-004259,2025-10-01,Buy Now Pay Later,FlexPay,Successful,TXN-45435227766,566.11,0.0,0
PAY-00030982,ORD-00030982,CUS-009221,2025-03-17,Digital Wallet,WalletPay,Successful,TXN-93650802880,135.96,0.0,0
PAY-00030983,ORD-00030983,CUS-001607,2024-09-30,Cash,Store POS,Successful,TXN-15268902816,178.39,0.0,0
PAY-00030984,ORD-00030984,CUS-002658,2023-05-02,Digital Wallet,WalletPay,Reversed,TXN-75186123373,53.97,53.97,1
PAY-00030985,ORD-00030985,CUS-005185,2026-06-24,Card,Bank Gateway,Successful,TXN-58258708960,136.64,0.0,0
PAY-00030986,ORD-00030986,CUS-010870,2025-08-12,EFT,Bank Transfer,Successful,TXN-83477936999,56.84,0.0,0
PAY-00030987,ORD-00030987,CUS-002192,2021-12-27,Cash,Store POS,Successful,TXN-24073092112,93.34,0.0,0
PAY-00030988,ORD-00030988,CUS-006695,2025-04-14,Digital Wallet,WalletPay,Successful,TXN-46814911053,276.67,0.0,0
PAY-00030989,ORD-00030989,CUS-011629,2023-10-17,Digital Wallet,WalletPay,Successful,TXN-67093758818,216.59,0.0,0
PAY-00030990,ORD-00030990,CUS-005747,2026-01-15,Buy Now Pay Later,FlexPay,Successful,TXN-13799789299,128.26,0.0,0
PAY-00030991,ORD-00030991,CUS-000443,2022-06-28,Buy Now Pay Later,FlexPay,Successful,TXN-10449426201,278.24,0.0,0
PAY-00030992,ORD-00030992,CUS-007881,2025-04-25,Digital Wallet,WalletPay,Successful,TXN-70557621258,189.72,0.0,0
PAY-00030993,ORD-00030993,CUS-002126,2021-09-26,Card,Bank Gateway,Reversed,TXN-39769740834,166.92,166.92,1
PAY-00030994,ORD-00030994,CUS-001524,2026-02-19,Buy Now Pay Later,FlexPay,Successful,TXN-42937351540,55.83,0.0,0
PAY-00030995,ORD-00030995,CUS-007881,2021-02-25,Card,Bank Gateway,Successful,TXN-56114261103,85.36,0.0,0
PAY-00030996,ORD-00030996,CUS-009767,2021-03-09,EFT,Bank Transfer,Successful,TXN-60205252429,88.58,0.0,0
PAY-00030997,ORD-00030997,CUS-011510,2026-07-14,Cash,Store POS,Successful,TXN-50221002524,182.2,0.0,0
PAY-00030998,ORD-00030998,CUS-009446,2021-11-05,Buy Now Pay Later,FlexPay,Successful,TXN-49486049563,18.32,0.0,0
PAY-00030999,ORD-00030999,CUS-010199,2023-06-17,EFT,Bank Transfer,Successful,TXN-57263859715,414.22,0.0,0
PAY-00031000,ORD-00031000,,2023-01-06,Cash,Store POS,Successful,TXN-18032401953,295.44,0.0,0
PAY-00031001,ORD-00031001,CUS-004024,2025-03-31,Buy Now Pay Later,FlexPay,Successful,TXN-17223984175,176.07,0.0,0
PAY-00031002,ORD-00031002,CUS-010753,2021-08-14,Card,Bank Gateway,Pending,TXN-36010949913,247.67,0.0,1
PAY-00031003,ORD-00031003,CUS-008234,2022-04-01,Buy Now Pay Later,FlexPay,Successful,TXN-80606042366,128.48,0.0,0
PAY-00031004,ORD-00031004,CUS-010514,2025-12-22,Digital Wallet,WalletPay,Successful,TXN-61517820891,154.28,0.0,0
PAY-00031005,ORD-00031005,CUS-010030,2026-02-14,Digital Wallet,WalletPay,Successful,TXN-73035447474,95.62,0.0,0
PAY-00031006,ORD-00031006,CUS-000047,2021-03-13,Digital Wallet,WalletPay,Successful,TXN-14004525476,358.11,0.0,0
PAY-00031007,ORD-00031007,CUS-009811,2023-04-02,Card,Bank Gateway,Successful,TXN-13798209548,207.35,0.0,0
PAY-00031008,ORD-00031008,CUS-005470,2023-01-21,Digital Wallet,WalletPay,Successful,TXN-98810145766,237.38,0.0,0
PAY-00031009,ORD-00031009,CUS-006042,2023-06-04,Card,Bank Gateway,Successful,TXN-79091470577,273.86,0.0,0
PAY-00031010,ORD-00031010,CUS-005183,2023-06-23,Digital Wallet,WalletPay,Successful,TXN-44095353002,204.45,0.0,0
PAY-00031011,ORD-00031011,CUS-008225,2020-04-29,Buy Now Pay Later,FlexPay,Successful,TXN-36380263581,142.24,0.0,0
PAY-00031012,ORD-00031012,CUS-001880,2025-10-26,Buy Now Pay Later,FlexPay,Successful,TXN-68149351256,71.62,0.0,0
PAY-00031013,ORD-00031013,CUS-003707,2021-08-26,Card,Bank Gateway,Successful,TXN-88769428240,493.91,0.0,0
PAY-00031014,ORD-00031014,CUS-001152,2021-09-22,EFT,Bank Transfer,Successful,TXN-37909494566,82.84,0.0,0
PAY-00031015,ORD-00031015,CUS-006816,2025-05-27,EFT,Bank Transfer,Successful,TXN-64583558006,316.76,0.0,0
PAY-00031016,ORD-00031016,CUS-002061,2026-06-18,EFT,Bank Transfer,Successful,TXN-16580219169,121.57,0.0,0
PAY-00031017,ORD-00031017,CUS-005075,2026-01-04,Card,Bank Gateway,Successful,TXN-28752586344,342.69,0.0,0
PAY-00031018,ORD-00031018,CUS-011513,2021-12-11,Digital Wallet,WalletPay,Successful,TXN-10782869786,181.97,0.0,0
PAY-00031019,ORD-00031019,CUS-002753,2024-12-19,Card,Bank Gateway,Successful,TXN-47979130899,258.34,0.0,0
PAY-00031020,ORD-00031020,CUS-005722,2021-01-31,Cash,Store POS,Successful,TXN-39492813913,348.76,0.0,0
PAY-00031021,ORD-00031021,CUS-001035,2022-09-10,Card,Bank Gateway,Successful,TXN-47015827264,159.13,0.0,0
PAY-00031022,ORD-00031022,CUS-011840,2021-09-09,Buy Now Pay Later,FlexPay,Successful,TXN-50370417378,172.97,0.0,0
PAY-00031023,ORD-00031023,CUS-006201,2021-07-06,Cash,Store POS,Successful,TXN-57652323411,216.76,0.0,0
PAY-00031024,ORD-00031024,CUS-003230,2025-11-14,Card,Bank Gateway,Successful,TXN-77118630984,50.26,0.0,0
PAY-00031025,ORD-00031025,CUS-008921,2025-12-02,EFT,Bank Transfer,Successful,TXN-29762675774,323.51,0.0,0
PAY-00031026,ORD-00031026,CUS-004855,2021-01-05,Card,Bank Gateway,Successful,TXN-42144409783,43.58,0.0,0
PAY-00031027,ORD-00031027,CUS-008522,2022-06-19,EFT,Bank Transfer,Successful,TXN-12424056488,120.98,0.0,0
PAY-00031028,ORD-00031028,CUS-004892,2020-03-18,EFT,Bank Transfer,Successful,TXN-52844561743,479.9,0.0,0
PAY-00031029,ORD-00031029,CUS-000585,2025-07-02,Cash,Store POS,Successful,TXN-20515443443,370.05,0.0,0
PAY-00031030,ORD-00031030,CUS-005379,2021-12-10,Card,Bank Gateway,Successful,TXN-64716663629,586.08,0.0,0
PAY-00031031,ORD-00031031,CUS-004274,2023-12-28,Card,Bank Gateway,Successful,TXN-16817346727,357.92,0.0,0
PAY-00031032,ORD-00031032,CUS-005905,2023-08-18,Buy Now Pay Later,FlexPay,Successful,TXN-76377148653,468.23,0.0,0
PAY-00031033,ORD-00031033,CUS-006778,2021-04-27,Card,Bank Gateway,Successful,TXN-73926278943,255.95,0.0,0
PAY-00031034,ORD-00031034,CUS-003414,2022-05-18,Cash,STORE POS,Pending,TXN-10711493851,93.06,0.0,1
PAY-00031035,ORD-00031035,CUS-004973,2020-09-27,Cash,Store POS,Successful,TXN-29077787522,205.83,0.0,0
PAY-00031036,ORD-00031036,CUS-010117,2021-01-26,Buy Now Pay Later,FlexPay,Successful,TXN-82129512658,58.33,0.0,0
PAY-00031037,ORD-00031037,CUS-000278,2025-08-26,Cash,Store POS,Successful,TXN-96161681481,128.45,0.0,0
PAY-00031038,ORD-00031038,CUS-000111,2022-06-05,Buy Now Pay Later,FlexPay,Successful,TXN-10901811440,235.84,0.0,0
PAY-00031039,ORD-00031039,CUS-004728,2023-01-08,Cash,Store POS,Successful,TXN-88989706378,147.61,0.0,0
PAY-00031040,ORD-00031040,CUS-000717,2024-08-12,Card,Bank Gateway,Successful,TXN-81910251626,150.08,0.0,0
PAY-00031041,ORD-00031041,,2025-11-06,Buy Now Pay Later,FlexPay,Successful,TXN-21603268854,113.55,0.0,0
PAY-00031042,ORD-00031042,CUS-001278,2022-11-27,Cash,Store POS,Successful,TXN-30898513189,192.49,0.0,0
PAY-00031043,ORD-00031043,CUS-008354,2025-10-21,Buy Now Pay Later,FlexPay,Successful,TXN-30528750942,198.29,0.0,0
PAY-00031044,ORD-00031044,CUS-005439,2023-10-26,Card,Bank Gateway,Successful,TXN-76138275305,80.81,0.0,0
PAY-00031045,ORD-00031045,CUS-006010,2020-05-04,Digital Wallet,WalletPay,Successful,TXN-49938232043,73.49,0.0,0
PAY-00031046,ORD-00031046,CUS-004570,2026-04-24,Digital Wallet,WalletPay,Successful,TXN-46916418857,302.8,0.0,0
PAY-00031047,ORD-00031047,CUS-006101,2021-09-29,EFT,Bank Transfer,Successful,TXN-20728357566,488.19,0.0,0
PAY-00031048,ORD-00031048,,2024-12-26,EFT,Bank Transfer,Successful,TXN-30240850904,440.25,0.0,0
PAY-00031049,ORD-00031049,CUS-003082,2025-10-20,EFT,Bank Transfer,Reversed,TXN-58663498580,190.7,190.7,1
PAY-00031050,ORD-00031050,CUS-007884,2025-05-10,EFT,Bank Transfer,Successful,TXN-39124054084,800.38,0.0,0
PAY-00031051,ORD-00031051,CUS-010272,2024-01-21,Cash,Store POS,Successful,TXN-81018055830,143.03,0.0,0
PAY-00031052,ORD-00031052,CUS-002345,2021-12-02,Digital Wallet,WalletPay,Successful,TXN-16681775683,543.34,0.0,0
PAY-00031053,ORD-00031053,CUS-004611,2024-04-22,Digital Wallet,WalletPay,Pending,TXN-37621984706,157.67,0.0,1
PAY-00031054,ORD-00031054,CUS-009411,2023-05-29,Digital Wallet,WalletPay,Successful,TXN-66663034224,193.44,0.0,0
PAY-00031055,ORD-00031055,CUS-011238,2024-05-31,Cash,Store POS,Successful,TXN-26753436431,297.44,0.0,0
PAY-00031056,ORD-00031056,CUS-005885,2022-04-18,Digital Wallet,WalletPay,Pending,TXN-67064515599,563.07,0.0,1
PAY-00031057,ORD-00031057,CUS-002628,2024-07-31,Cash,Store POS,Successful,TXN-12362519223,313.14,0.0,0
PAY-00031058,ORD-00031058,CUS-000493,2023-03-25,Buy Now Pay Later,FlexPay,Successful,TXN-30326074270,176.36,0.0,0
PAY-00031059,ORD-00031059,CUS-004238,2026-06-22,Digital Wallet,WalletPay,Successful,TXN-22065240064,593.03,0.0,0
PAY-00031060,ORD-00031060,CUS-010024,2020-09-29,Cash,Store POS,Successful,TXN-84300428451,212.91,0.0,0
PAY-00031061,ORD-00031061,CUS-002705,2024-10-28,Digital Wallet,WalletPay,Successful,TXN-30606176284,121.01,0.0,0
PAY-00031062,ORD-00031062,CUS-006529,2023-06-15,Buy Now Pay Later,FlexPay,Successful,TXN-13367406346,220.63,0.0,0
PAY-00031063,ORD-00031063,CUS-008337,2023-11-01,EFT,Bank Transfer,Successful,TXN-89615896086,261.62,0.0,0
PAY-00031064,ORD-00031064,CUS-002195,2023-07-03,Digital Wallet,WalletPay,Successful,TXN-76723410432,172.29,0.0,0
PAY-00031065,ORD-00031065,CUS-010983,2020-11-26,Digital Wallet,WalletPay,Successful,TXN-71746362098,147.12,0.0,0
PAY-00031066,ORD-00031066,CUS-007164,2023-10-31,Card,Bank Gateway,Successful,TXN-63720034557,172.37,0.0,0
PAY-00031067,ORD-00031067,CUS-009991,2022-10-16,Card,Bank Gateway,Successful,TXN-78458418260,327.63,0.0,0
PAY-00031068,ORD-00031068,CUS-011529,2021-07-25,EFT,Bank Transfer,Successful,TXN-22471364275,113.09,0.0,0
PAY-00031069,ORD-00031069,CUS-000957,2026-03-01,Cash,Store POS,Successful,TXN-83758796221,189.17,0.0,0
PAY-00031070,ORD-00031070,CUS-000058,2021-06-23,Cash,Store POS,Successful,TXN-30329953866,130.6,0.0,0
PAY-00031071,ORD-00031071,CUS-011642,2022-10-22,Card,Bank Gateway,Successful,TXN-87477017043,100.83,0.0,0
PAY-00031072,ORD-00031072,CUS-001374,2022-06-14,EFT,Bank Transfer,Successful,TXN-98166288267,61.91,0.0,0
PAY-00031073,ORD-00031073,CUS-005751,2023-01-08,Card,Bank Gateway,Successful,TXN-94044903071,252.34,0.0,0
PAY-00031074,ORD-00031074,CUS-010984,2023-08-01,Card,Bank Gateway,Successful,TXN-80494016505,153.35,0.0,0
PAY-00031075,ORD-00031075,CUS-000874,2024-03-13,Buy Now Pay Later,FlexPay,Successful,TXN-73344228891,154.3,0.0,0
PAY-00031076,ORD-00031076,CUS-008238,2022-03-30,Cash,Store POS,Reversed,TXN-56939899911,149.5,149.5,1
PAY-00031077,ORD-00031077,CUS-011030,2022-04-24,EFT,Bank Transfer,Successful,TXN-20297266652,457.36,0.0,0
PAY-00031078,ORD-00031078,,2024-09-14,EFT,Bank Transfer,Reversed,TXN-77816376090,103.18,103.18,1
PAY-00031079,ORD-00031079,CUS-002122,2024-08-24,Buy Now Pay Later,FlexPay,Successful,TXN-66885950304,224.18,0.0,0
PAY-00031080,ORD-00031080,CUS-000983,2023-11-25,Digital Wallet,WalletPay,Successful,TXN-63257572091,186.93,0.0,0
PAY-00031081,ORD-00031081,CUS-002864,2023-06-17,EFT,Bank Transfer,Reversed,TXN-80892103903,59.87,59.87,1
PAY-00031082,ORD-00031082,CUS-007450,2020-10-01,Cash,Store POS,Successful,TXN-42689954115,87.48,0.0,0
PAY-00031083,ORD-00031083,CUS-000178,2023-10-10,Buy Now Pay Later,FlexPay,Successful,TXN-72663021940,301.92,0.0,0
PAY-00031084,ORD-00031084,CUS-003997,2021-06-28,Digital Wallet,WalletPay,Successful,TXN-10845186083,377.14,0.0,0
