return_id,order_item_id,customer_id,return_request_date,return_received_date,return_reason,return_condition,refund_amount,refund_status,return_channel
RET-00004842,ITM-000065242,CUS-009683,2022-04-19,2022-04-20,Damaged Delivery,Resellable,56.7,Pending,Courier
RET-00004843,ITM-000065250,CUS-003860,2023-04-27,2023-05-02,Defective Product,Damaged,137.17,Approved,Courier
RET-00004844,ITM-000065252,CUS-006827,2022-01-01,2022-01-02,Wrong Item,Resellable,247.21,Pending,Store
RET-00004845,ITM-000065271,CUS-008410,2024-01-15,2024-01-27,Defective Product,Resellable,26.71,Pending,Courier
RET-00004846,ITM-000065282,CUS-009392,2023-06-19,2023-06-24,Wrong Item,Resellable,59.26,Pending,Courier
RET-00004847,ITM-000065296,CUS-001599,2022-01-16,2022-01-21,Size/Fit,Opened,11.63,Processed,Courier
RET-00004848,ITM-000065335,CUS-002932,2026-09-10,2026-09-13,Defective Product,Opened,28.75,Pending,Store
RET-00004849,ITM-000065346,CUS-002494,2024-04-22,2024-04-25,Size/Fit,Damaged,163.9,Pending,Courier
RET-00004850,ITM-000065401,CUS-000629,2020-07-17,2020-07-29,Changed Mind,Damaged,26.86,Approved,Store
RET-00004851,ITM-000065402,CUS-010600,2021-03-15,2021-03-24,Changed Mind,Defective,27.36,Processed,Courier
RET-00004852,ITM-000065418,CUS-002491,2021-07-03,2021-07-13,Not as Described,Damaged,40.15,Processed,Store
RET-00004853,ITM-000065430,CUS-005771,2020-07-30,2020-07-30,Not as Described,Resellable,12.79,Pending,Store
RET-00004854,ITM-000065446,CUS-001936,2025-12-31,2025-12-31,Defective Product,Defective,44.02,Processed,Store
RET-00004855,ITM-000065454,CUS-004134,2025-01-22,2025-02-04,Defective Product,Opened,57.65,Approved,Courier
RET-00004856,ITM-000065470,CUS-001332,2024-12-15,2024-12-25,Other,Resellable,167.62,Approved,Courier
RET-00004857,ITM-000065489,,2024-10-17,2024-10-25,Size/Fit,Damaged,10.27,Approved,Courier
RET-00004858,ITM-000065495,CUS-005783,2023-08-12,2023-08-15,Defective Product,Opened,77.85,Processed,Courier
RET-00004859,ITM-000065497,,2021-08-11,2021-08-14,Defective Product,Damaged,47.05,Processed,Courier
RET-00004860,ITM-000065536,CUS-004190,2020-04-01,2020-04-08,Changed Mind,Damaged,22.64,Pending,Courier
RET-00004861,ITM-000065553,CUS-010872,2026-04-11,2026-04-24,Defective Product,Resellable,379.05,Approved,Store
RET-00004862,ITM-000065556,CUS-007398,2024-12-02,2024-12-07,Defective Product,Opened,113.51,Pending,Courier
RET-00004863,ITM-000065563,CUS-006098,2020-10-08,2020-10-16,Changed Mind,Defective,111.58,Processed,Courier
RET-00004864,ITM-000065572,CUS-007497,2022-06-22,2022-06-25,Defective Product,Resellable,25.93,Pending,Courier
RET-00004865,ITM-000065575,CUS-005383,2023-01-05,2023-01-10,Changed Mind,Defective,369.87,Pending,Store
RET-00004866,ITM-000065617,CUS-010727,2025-10-19,2025-10-25,Not as Described,Opened,64.87,Approved,Courier
RET-00004867,ITM-000065625,CUS-000227,2025-02-01,2025-02-01,Size/Fit,Opened,26.39,Pending,Store
RET-00004868,ITM-000065626,,2025-03-02,2025-03-08,Size/Fit,Damaged,60.8,Processed,Store
RET-00004869,ITM-000065627,,2025-03-09,2025-03-10,Defective Product,Damaged,35.97,Approved,Courier
RET-00004870,ITM-000065666,CUS-008681,2022-09-26,2022-10-09,Defective Product,Opened,44.8,Pending,Courier
RET-00004871,ITM-000065670,CUS-008229,2024-09-07,2024-09-13,Changed Mind,Resellable,41.73,Processed,Store
RET-00004872,ITM-000065674,CUS-003331,2022-05-04,2022-05-09,Size/Fit,Resellable,69.1,Pending,Courier
RET-00004873,ITM-000065683,CUS-000942,2022-12-28,2023-01-10,Changed Mind,Damaged,92.53,Approved,Store
RET-00004874,ITM-000065684,CUS-000942,2022-12-26,2023-01-01,Size/Fit,Damaged,42.31,Approved,Courier
RET-00004875,ITM-000065714,CUS-011248,2024-04-18,2024-04-20,Damaged Delivery,Opened,13.31,Approved,Store
RET-00004876,ITM-000065755,CUS-001019,2025-06-29,2025-07-05,Defective Product,Resellable,20.21,Processed,Courier
RET-00004877,ITM-000065759,CUS-010966,2025-01-11,2025-01-16,Changed Mind,Defective,59.25,Approved,Courier
RET-00004878,ITM-000065766,CUS-002342,2023-06-18,2023-06-26,Size/Fit,Damaged,65.32,Pending,Courier
RET-00004879,ITM-000065774,CUS-003862,2023-06-13,2023-06-13,Wrong Item,Damaged,41.59,Pending,Courier
RET-00004880,ITM-000065781,CUS-006839,2020-10-31,2020-11-10,,Damaged,18.62,Processed,Store
RET-00004881,ITM-000065785,CUS-008285,2022-08-30,2022-09-12,Changed Mind,Opened,74.85,Processed,Store
RET-00004882,ITM-000065794,CUS-006324,2021-02-24,2021-02-27,Changed Mind,Opened,59.05,Pending,Store
RET-00004883,ITM-000065798,CUS-004498,2022-09-19,2022-09-21,Size/Fit,Opened,27.68,Approved,Courier
RET-00004884,ITM-000065799,CUS-004202,2022-09-12,2022-09-14,Changed Mind,Opened,7.29,Pending,Courier
RET-00004885,ITM-000065804,CUS-011632,2025-09-09,2025-09-21,Defective Product,Resellable,34.81,Approved,Store
RET-00004886,ITM-000065805,CUS-011387,2022-09-11,2022-09-18,Not as Described,Resellable,34.34,Pending,Store
RET-00004887,ITM-000065865,CUS-009802,2022-01-24,2022-01-24,Changed Mind,Resellable,8.65,Pending,Courier
RET-00004888,ITM-000065874,CUS-005055,2026-07-23,2026-08-04,Not as Described,Opened,36.41,Processed,Courier
RET-00004889,ITM-000065924,CUS-006883,2021-04-28,2021-05-01,Changed Mind,Damaged,232.95,Processed,Courier
RET-00004890,ITM-000065974,CUS-006539,2023-06-11,2023-06-19,Defective Product,Resellable,29.01,Pending,Courier
RET-00004891,ITM-000066012,CUS-010349,2021-09-24,2021-09-27,Changed Mind,Resellable,42.53,Approved,Store
RET-00004892,ITM-000066030,CUS-000011,2021-06-23,2021-06-27,Changed Mind,Damaged,38.64,Processed,Store
RET-00004893,ITM-000066033,CUS-000054,2021-11-26,2021-11-26,,Damaged,44.77,Pending,Courier
RET-00004894,ITM-000066040,CUS-008975,2021-06-04,2021-06-09,Not as Described,Opened,25.93,Processed,Store
RET-00004895,ITM-000066044,CUS-010647,2022-02-10,2022-02-12,Size/Fit,Resellable,140.43,Approved,Courier
RET-00004896,ITM-000066047,CUS-005886,2024-02-04,2024-02-06,Damaged Delivery,Defective,44.96,Approved,Store
RET-00004897,ITM-000066082,CUS-007542,2024-07-03,2024-07-07,Changed Mind,Damaged,175.17,Pending,Store
RET-00004898,ITM-000066087,CUS-008204,2025-08-05,2025-08-18,Not as Described,Defective,32.85,Pending,Courier
RET-00004899,ITM-000066104,CUS-006470,2021-04-26,2021-04-30,Changed Mind,Damaged,184.08,Processed,Courier
RET-00004900,ITM-000066115,CUS-003302,2020-04-03,2020-04-06,Not as Described,Damaged,54.72,Approved,Store
RET-00004901,ITM-000066145,CUS-009719,2022-05-04,2022-05-09,Size/Fit,Damaged,121.94,Pending,Store
RET-00004902,ITM-000066155,CUS-008497,2024-10-30,2024-11-10,Changed Mind,Resellable,45.77,Approved,Courier
RET-00004903,ITM-000066177,CUS-007222,2023-03-16,2023-03-26,Defective Product,Damaged,210.69,Processed,Store
RET-00004904,ITM-000066187,CUS-009780,2026-05-06,2026-05-07,Size/Fit,Resellable,33.48,Approved,Courier
RET-00004905,ITM-000066196,CUS-001470,2021-11-02,2021-11-08,Changed Mind,Damaged,49.36,Processed,Store
RET-00004906,ITM-000066210,CUS-004885,2024-11-21,2024-11-21,Wrong Item,Defective,168.74,Processed,Courier
RET-00004907,ITM-000066212,CUS-002417,2024-06-12,2024-06-20,Wrong Item,Damaged,66.46,Processed,Courier
RET-00004908,ITM-000066218,CUS-010798,2022-03-29,2022-04-07,Not as Described,Defective,177.69,Processed,Store
RET-00004909,ITM-000066222,CUS-009249,2026-02-19,2026-02-20,Not as Described,Opened,533.76,Pending,Courier
RET-00004910,ITM-000066236,CUS-002975,2021-02-10,2021-02-15,,Opened,48.21,Pending,Store
RET-00004911,ITM-000066242,CUS-006288,2026-06-12,2026-06-20,Changed Mind,Resellable,188.54,Processed,Store
RET-00004912,ITM-000066256,CUS-002204,2025-09-18,2025-09-21,Changed Mind,Resellable,266.58,Processed,Courier
RET-00004913,ITM-000066265,CUS-008762,2026-01-16,2026-01-17,Changed Mind,Resellable,87.7,Processed,Store
RET-00004914,ITM-000066294,CUS-003306,2020-08-25,2020-09-07,,Defective,33.55,Approved,Courier
RET-00004915,ITM-000066313,CUS-005586,2020-11-24,2020-12-03,Defective Product,Damaged,51.55,Processed,Courier
RET-00004916,ITM-000066316,CUS-010883,2020-01-31,2020-02-04,Wrong Item,Defective,267.27,Approved,Courier
RET-00004917,ITM-000066327,CUS-001577,2026-04-12,2026-04-19,Damaged Delivery,Defective,391.75,Approved,Courier
RET-00004918,ITM-000066333,CUS-001938,2020-03-04,2020-03-09,Not as Described,Defective,232.95,Approved,Courier
RET-00004919,ITM-000066339,CUS-005229,2020-10-31,2020-11-13,Defective Product,Damaged,87.73,Approved,Courier
RET-00004920,ITM-000066347,CUS-002815,2026-08-20,2026-08-28,Defective Product,Resellable,57.94,Pending,Courier
RET-00004921,ITM-000066351,CUS-006504,2023-11-15,2023-11-27,Changed Mind,Opened,27.36,Processed,Courier
RET-00004922,ITM-000066356,CUS-009441,2026-08-21,2026-09-01,Changed Mind,Opened,27.73,Approved,Store
RET-00004923,ITM-000066403,CUS-008846,2021-07-09,2021-07-17,Defective Product,Opened,147.08,Processed,Courier
RET-00004924,ITM-000066405,CUS-002475,2024-03-07,2024-03-14,Size/Fit,Resellable,188.84,Approved,Courier
RET-00004925,ITM-000066409,CUS-004288,2025-06-10,2025-06-12,Changed Mind,Defective,23.65,Approved,Courier
RET-00004926,ITM-000066420,CUS-001533,2021-02-10,2021-02-11,Changed Mind,Opened,29.66,Approved,Courier
RET-00004927,ITM-000066426,CUS-002384,2020-07-16,2020-07-21,Changed Mind,Resellable,67.01,Pending,Courier
RET-00004928,ITM-000066428,CUS-006067,2021-02-27,2021-02-27,Defective Product,Resellable,353.43,Pending,Courier
RET-00004929,ITM-000066435,CUS-005794,2022-01-04,2022-01-06,Size/Fit,Damaged,22.66,Processed,Courier
RET-00004930,ITM-000066454,CUS-004372,2025-02-05,2025-02-07,Size/Fit,Resellable,47.43,Processed,Store
RET-00004931,ITM-000066507,CUS-009938,2024-11-05,2024-11-05,Size/Fit,Defective,113.56,Processed,Courier
RET-00004932,ITM-000066508,CUS-010967,2021-12-17,2021-12-27,Size/Fit,Damaged,44.66,Processed,Store
RET-00004933,ITM-000066528,CUS-001704,2020-04-17,2020-04-18,Damaged Delivery,Opened,22.92,Pending,Courier
RET-00004934,ITM-000066531,CUS-003834,2023-12-30,2024-01-05,Not as Described,Opened,40.2,Approved,Courier
RET-00004935,ITM-000066572,CUS-004847,2022-01-29,2022-01-29,Defective Product,Resellable,42.14,Approved,Store
RET-00004936,ITM-000066586,CUS-000765,2025-04-12,2025-04-16,Not as Described,Defective,18.36,Pending,Courier
RET-00004937,ITM-000066615,CUS-004034,2020-04-13,2020-04-23,Changed Mind,Defective,239.95,Approved,Store
RET-00004938,ITM-000066625,CUS-010376,2021-05-16,2021-05-21,Size/Fit,Resellable,55.66,Pending,Store
RET-00004939,ITM-000066638,CUS-011582,2025-06-27,2025-07-08,Defective Product,Damaged,25.57,Pending,Store
RET-00004940,ITM-000066648,CUS-007639,2020-06-10,2020-06-19,Changed Mind,Defective,11.89,Pending,Courier
RET-00004941,ITM-000066678,CUS-004471,2021-03-18,2021-03-29,Size/Fit,Damaged,66.6,Approved,Courier
RET-00004942,ITM-000066686,CUS-002163,2023-03-05,2023-03-08,Damaged Delivery,Opened,48.87,Processed,Store
RET-00004943,ITM-000066700,CUS-002466,2026-08-04,2026-08-07,Changed Mind,Defective,42.22,Processed,Store
RET-00004944,ITM-000066724,CUS-007294,2023-07-12,2023-07-15,Not as Described,Resellable,23.04,Processed,Courier
RET-00004945,ITM-000066735,CUS-002960,2026-03-14,2026-03-15,Changed Mind,Resellable,108.61,Approved,Courier
RET-00004946,ITM-000066751,CUS-002253,2020-02-19,2020-02-29,Wrong Item,Damaged,227.33,Pending,Courier
RET-00004947,ITM-000066754,CUS-006817,2023-01-11,2023-01-23,Changed Mind,Resellable,98.73,Approved,Store
RET-00004948,ITM-000066762,CUS-001988,2024-12-29,2024-12-30,Damaged Delivery,Damaged,26.59,Pending,Courier
RET-00004949,ITM-000066764,,2023-08-10,2023-08-22,Changed Mind,Defective,43.55,Pending,Courier
RET-00004950,ITM-000066767,CUS-009536,2023-07-06,2023-07-12,Defective Product,Opened,157.79,Approved,Store
RET-00004951,ITM-000066778,CUS-006527,2024-07-15,2024-07-17,Not as Described,Defective,9.62,Approved,Courier
RET-00004952,ITM-000066795,CUS-003602,2022-06-05,2022-06-09,Not as Described,Resellable,9.61,Approved,Store
RET-00004953,ITM-000066815,CUS-010341,2026-03-25,2026-04-06,Size/Fit,Resellable,132.63,Pending,Courier
RET-00004954,ITM-000066822,CUS-011410,2025-08-22,2025-08-27,Size/Fit,Damaged,36.72,Pending,Store
RET-00004955,ITM-000066848,CUS-001504,2021-04-16,2021-04-19,Size/Fit,Defective,61.6,Pending,Store
RET-00004956,ITM-000066859,CUS-001752,2025-06-17,2025-06-21,Damaged Delivery,Opened,57.02,Approved,Courier
RET-00004957,ITM-000066878,CUS-008760,2025-09-01,2025-09-12,Defective Product,Defective,60.05,Approved,Store
RET-00004958,ITM-000066895,CUS-005373,2023-07-22,2023-07-24,Wrong Item,Defective,137.79,Pending,Store
RET-00004959,ITM-000066901,CUS-004091,2025-05-30,2025-06-04,Changed Mind,Opened,23.98,Approved,Store
RET-00004960,ITM-000066924,CUS-002789,2023-10-19,2023-10-27,Size/Fit,Defective,176.72,Processed,Courier
RET-00004961,ITM-000066934,CUS-007327,2020-07-22,2020-07-26,Size/Fit,Defective,43.95,Processed,Store
RET-00004962,ITM-000066941,CUS-003167,2025-07-18,2025-07-18,Changed Mind,Damaged,97.66,Pending,Store
RET-00004963,ITM-000066965,CUS-001846,2021-04-18,2021-04-28,,Damaged,53.74,Processed,Courier
RET-00004964,ITM-000066978,CUS-007391,2023-10-02,2023-10-06,Size/Fit,Defective,27.36,Approved,Courier
RET-00004965,ITM-000067000,CUS-009138,2024-02-09,2024-02-11,Changed Mind,Damaged,81.58,Processed,Courier
RET-00004966,ITM-000067039,CUS-010968,2023-04-06,2023-04-10,Not as Described,Resellable,27.73,Approved,Store
RET-00004967,ITM-000067042,CUS-004794,2024-01-18,2024-01-25,Other,Resellable,12.98,Pending,Courier
RET-00004968,ITM-000067069,CUS-007537,2023-01-11,2023-01-18,,Damaged,54.72,Approved,Store
RET-00004969,ITM-000067093,CUS-010158,2021-05-31,2021-06-02,,Damaged,59.09,Approved,Store
RET-00004970,ITM-000067100,CUS-002890,2021-01-24,2021-02-01,Size/Fit,Defective,76.11,Processed,Courier
RET-00004971,ITM-000067115,CUS-006925,2024-06-14,2024-06-18,Damaged Delivery,Defective,251.34,Processed,Store
RET-00004972,ITM-000067116,CUS-004610,2025-04-09,2025-04-14,Changed Mind,Damaged,105.47,Processed,Store
RET-00004973,ITM-000067121,CUS-005355,2021-12-11,2021-12-21,Defective Product,Resellable,50.41,Approved,Store
RET-00004974,ITM-000067143,CUS-008154,2020-12-23,2020-12-31,Wrong Item,Defective,35.4,Approved,Store
RET-00004975,ITM-000067153,CUS-003918,2022-09-23,2022-10-05,Defective Product,Defective,16.4,Processed,Store
RET-00004976,ITM-000067161,CUS-004036,2024-04-29,2024-05-01,Not as Described,Damaged,50.87,Pending,Courier
RET-00004977,ITM-000067193,CUS-009599,2026-02-18,2026-02-27,Not as Described,Defective,142.29,Processed,Store
RET-00004978,ITM-000067207,CUS-008615,2024-05-27,2024-06-08,Defective Product,Damaged,160.8,Pending,Courier
RET-00004979,ITM-000067225,CUS-006777,2026-08-21,2026-08-24,Changed Mind,Damaged,36.71,Approved,Courier
RET-00004980,ITM-000067233,CUS-008869,2026-03-09,2026-03-17,Size/Fit,Resellable,115.11,Approved,Store
RET-00004981,ITM-000067244,CUS-002962,2023-12-10,2023-12-19,Defective Product,Opened,134.47,Pending,Courier
RET-00004982,ITM-000067259,CUS-010944,2023-12-23,2023-12-30,Changed Mind,Defective,164.13,Approved,Store
RET-00004983,ITM-000067285,CUS-007138,2023-03-31,2023-04-11,Not as Described,Resellable,113.75,Pending,Store
RET-00004984,ITM-000067287,CUS-011115,2022-10-02,2022-10-11,Not as Described,Defective,174.96,Processed,Store
RET-00004985,ITM-000067318,CUS-003926,2024-05-30,2024-05-31,Changed Mind,Opened,358.28,Processed,Courier
RET-00004986,ITM-000067323,CUS-001007,2025-11-27,2025-12-04,Not as Described,Damaged,4.86,Processed,Store
RET-00004987,ITM-000067352,CUS-008990,2020-11-02,2020-11-11,,Damaged,89.22,Approved,Courier
RET-00004988,ITM-000067357,CUS-001076,2023-02-02,2023-02-11,Size/Fit,Opened,40.15,Processed,Courier
RET-00004989,ITM-000067382,CUS-000745,2025-07-29,2025-08-10,Not as Described,Resellable,65.7,Processed,Store
RET-00004990,ITM-000067384,CUS-008789,2022-08-02,2022-08-05,Size/Fit,Defective,29.11,Approved,Courier
RET-00004991,ITM-000067391,CUS-010784,2024-02-26,2024-03-02,Changed Mind,Resellable,34.44,Pending,Store
RET-00004992,ITM-000067397,CUS-005109,2025-11-10,2025-11-13,Size/Fit,Opened,76.17,Approved,Courier
RET-00004993,ITM-000067411,CUS-009026,2023-05-17,2023-05-17,Wrong Item,Resellable,90.3,Approved,Store
RET-00004994,ITM-000067419,CUS-003302,2020-05-18,2020-05-26,Size/Fit,Opened,19.23,Processed,Courier
RET-00004995,ITM-000067427,CUS-006761,2024-11-28,2024-11-29,Changed Mind,Damaged,307.47,Processed,Store
RET-00004996,ITM-000067432,CUS-007960,2024-01-29,2024-01-31,Defective Product,Opened,547.41,Processed,Courier
RET-00004997,ITM-000067442,CUS-009185,2023-04-13,2023-04-22,Changed Mind,Opened,1175.25,Processed,Store
RET-00004998,ITM-000067469,,2020-11-06,2020-11-11,Size/Fit,Resellable,89.54,Pending,Courier
RET-00004999,ITM-000067476,CUS-002193,2022-01-10,2022-01-18,,Damaged,92.2,Processed,Store
RET-00005000,ITM-000067486,CUS-002916,2020-10-23,2020-10-29,Size/Fit,Damaged,72.0,Pending,Courier
RET-00005001,ITM-000067489,CUS-003033,2023-11-02,2023-11-11,Defective Product,Resellable,79.48,Processed,Courier
RET-00005002,ITM-000067498,CUS-008487,2026-04-21,2026-04-26,Wrong Item,Opened,183.58,Pending,Courier
RET-00005003,ITM-000067504,CUS-007517,2023-10-10,2023-10-17,Defective Product,Damaged,47.96,Processed,Store
RET-00005004,ITM-000067540,CUS-008476,2026-04-16,2026-04-19,Not as Described,Defective,74.91,Pending,Courier
RET-00005005,ITM-000067548,CUS-006124,2025-05-27,2025-05-31,Changed Mind,Defective,65.53,Approved,Courier
RET-00005006,ITM-000067549,CUS-006124,2025-06-16,2025-06-29,Changed Mind,Opened,63.75,Processed,Store
RET-00005007,ITM-000067553,CUS-005390,2020-10-06,2020-10-15,Defective Product,Opened,54.91,Approved,Store
RET-00005008,ITM-000067565,CUS-004921,2025-06-24,2025-07-03,Changed Mind,Damaged,170.45,Pending,Courier
RET-00005009,ITM-000067581,CUS-000434,2023-05-06,2023-05-11,Changed Mind,Resellable,55.76,Pending,Courier
RET-00005010,ITM-000067603,CUS-002339,2023-05-06,2023-05-08,Changed Mind,Damaged,65.44,Approved,Courier
RET-00005011,ITM-000067622,CUS-004438,2025-03-29,2025-04-02,Defective Product,Defective,157.42,Pending,Store
RET-00005012,ITM-000067632,CUS-010429,2022-12-03,2022-12-14,Changed Mind,Defective,61.17,Approved,Store
RET-00005013,ITM-000067636,CUS-002613,2026-03-29,2026-04-04,Size/Fit,Damaged,573.39,Pending,Store
RET-00005014,ITM-000067653,CUS-001611,2023-12-01,2023-12-05,Damaged Delivery,Damaged,119.32,Approved,Courier
RET-00005015,ITM-000067662,CUS-006124,2025-12-11,2025-12-18,Not as Described,Resellable,82.94,Pending,Courier
RET-00005016,ITM-000067676,CUS-010763,2026-07-09,2026-07-10,Size/Fit,Damaged,60.97,Processed,Courier
RET-00005017,ITM-000067678,CUS-005749,2026-08-29,2026-09-01,Defective Product,Resellable,32.65,Approved,Courier
RET-00005018,ITM-000067699,CUS-007708,2025-09-15,2025-09-27,Changed Mind,Resellable,78.39,Processed,Courier
RET-00005019,ITM-000067713,CUS-008463,2021-02-18,2021-03-01,Defective Product,Damaged,38.03,Processed,Store
RET-00005020,ITM-000067718,,2020-06-11,2020-06-22,Size/Fit,Resellable,507.94,Approved,Courier
RET-00005021,ITM-000067752,,2024-02-08,2024-02-08,Size/Fit,Defective,110.72,Processed,Courier
RET-00005022,ITM-000067754,,2024-02-03,2024-02-09,Changed Mind,Defective,44.7,Processed,Courier
RET-00005023,ITM-000067769,CUS-008913,2025-05-13,2025-05-16,Wrong Item,Opened,66.1,Pending,Courier
RET-00005024,ITM-000067772,CUS-006539,2024-04-10,2024-04-12,Damaged Delivery,Damaged,58.96,Processed,Courier
RET-00005025,ITM-000067803,CUS-008429,2024-06-12,2024-06-25,Defective Product,Defective,34.68,Processed,Courier
RET-00005026,ITM-000067840,CUS-000510,2021-10-11,2021-10-11,Changed Mind,Opened,26.34,Processed,Courier
RET-00005027,ITM-000067853,CUS-006745,2021-02-12,2021-02-19,Damaged Delivery,Defective,108.13,Pending,Courier
RET-00005028,ITM-000067864,CUS-003741,2024-09-30,2024-10-02,Changed Mind,Damaged,215.27,Processed,Store
RET-00005029,ITM-000067890,CUS-010233,2023-10-01,2023-10-11,Damaged Delivery,Resellable,245.06,Approved,Courier
RET-00005030,ITM-000067892,CUS-000620,2026-03-21,2026-03-23,Wrong Item,Damaged,21.66,Processed,Store
RET-00005031,ITM-000067906,CUS-000753,2024-12-22,2025-01-03,Changed Mind,Resellable,50.09,Processed,Store
RET-00005032,ITM-000067918,CUS-006756,2021-05-21,2021-06-01,,Defective,494.42,Processed,Courier
RET-00005033,ITM-000067926,CUS-005903,2023-03-29,2023-04-01,Defective Product,Damaged,31.51,Pending,Courier
RET-00005034,ITM-000067936,CUS-003870,2020-07-06,2020-07-07,,Opened,117.77,Processed,Courier
RET-00005035,ITM-000067948,CUS-008722,2020-09-15,2020-09-17,Size/Fit,Resellable,30.53,Pending,Courier
RET-00005036,ITM-000067949,CUS-008722,2020-08-31,2020-09-08,Changed Mind,Resellable,87.7,Pending,Courier
RET-00005037,ITM-000067958,CUS-004586,2020-02-21,2020-02-28,Damaged Delivery,Damaged,44.02,Pending,Store
RET-00005038,ITM-000067982,CUS-009456,2023-09-01,2023-09-07,Size/Fit,Defective,190.4,Pending,Store
RET-00005039,ITM-000067989,CUS-002446,2026-04-30,2026-05-02,Defective Product,Damaged,17.71,Pending,Courier
RET-00005040,ITM-000068011,CUS-001486,2024-05-25,2024-05-25,Not as Described,Defective,82.13,Pending,Courier
RET-00005041,ITM-000068022,CUS-011042,2022-07-24,2022-08-01,Changed Mind,Defective,22.77,Pending,Courier
RET-00005042,ITM-000068051,CUS-009020,2025-06-27,2025-07-05,Not as Described,Defective,160.68,Pending,Store
RET-00005043,ITM-000068073,CUS-011212,2021-11-05,2021-11-11,,Damaged,146.5,Approved,Courier
RET-00005044,ITM-000068075,CUS-009692,2026-08-08,2026-08-19,Size/Fit,Resellable,10.89,Pending,Courier
RET-00005045,ITM-000068103,CUS-008015,2022-11-29,2022-12-07,Other,Damaged,33.35,Approved,Courier
RET-00005046,ITM-000068113,CUS-001189,2023-07-19,2023-07-26,Size/Fit,Damaged,182.61,Processed,Courier
RET-00005047,ITM-000068118,CUS-003812,2025-03-15,2025-03-24,Not as Described,Opened,140.43,Approved,Store
RET-00005048,ITM-000068125,CUS-009743,2023-03-24,2023-03-24,Defective Product,Opened,32.85,Processed,Courier
RET-00005049,ITM-000068154,CUS-003119,2022-08-22,2022-08-30,Wrong Item,Damaged,70.64,Approved,Courier
RET-00005050,ITM-000068172,CUS-002203,2024-04-18,2024-04-29,Defective Product,Resellable,35.97,Processed,Store
RET-00005051,ITM-000068180,CUS-003218,2026-03-20,2026-03-23,Size/Fit,Opened,42.82,Processed,Store
RET-00005052,ITM-000068219,CUS-003164,2025-09-27,2025-10-06,Not as Described,Opened,32.66,Approved,Store
RET-00005053,ITM-000068226,CUS-009967,2021-10-01,2021-10-06,Changed Mind,Defective,29.66,Processed,Courier
RET-00005054,ITM-000068233,CUS-010263,2025-09-11,2025-09-15,Size/Fit,Opened,29.9,Pending,Store
RET-00005055,ITM-000068235,CUS-008121,2026-01-16,2026-01-29,Changed Mind,Defective,47.08,Approved,Store
RET-00005056,ITM-000068237,CUS-008385,2021-06-04,2021-06-15,,Opened,105.89,Approved,Store
RET-00005057,ITM-000068252,CUS-003070,2020-08-27,2020-09-03,Not as Described,Damaged,88.1,Processed,Courier
RET-00005058,ITM-000068273,CUS-005558,2024-02-20,2024-02-20,Defective Product,Defective,123.55,Processed,Store
RET-00005059,ITM-000068280,CUS-005827,2024-11-09,2024-11-22,Size/Fit,Defective,166.97,Pending,Courier
RET-00005060,ITM-000068308,CUS-006643,2021-09-17,2021-09-29,Defective Product,Damaged,57.94,Approved,Courier
RET-00005061,ITM-000068344,CUS-004011,2020-05-06,2020-05-16,Changed Mind,Defective,22.82,Processed,Store
RET-00005062,ITM-000068346,,2023-05-28,2023-05-31,Size/Fit,Opened,44.58,Pending,Courier
RET-00005063,ITM-000068360,CUS-002458,2023-02-22,2023-02-25,Changed Mind,Defective,169.61,Pending,Courier
RET-00005064,ITM-000068393,CUS-006933,2026-04-12,2026-04-25,Changed Mind,Defective,64.27,Pending,Store
RET-00005065,ITM-000068395,CUS-004400,2022-01-19,2022-01-31,Changed Mind,Opened,22.64,Pending,Courier
RET-00005066,ITM-000068421,CUS-009621,2026-01-23,2026-01-23,Size/Fit,Opened,533.76,Approved,Store
RET-00005067,ITM-000068428,CUS-005187,2020-09-16,2020-09-24,,Damaged,112.53,Pending,Courier
RET-00005068,ITM-000068445,CUS-003658,2026-01-29,2026-02-04,Size/Fit,Opened,73.62,Pending,Courier
RET-00005069,ITM-000068504,CUS-007134,2026-09-05,2026-09-15,Changed Mind,Defective,246.22,Pending,Courier
RET-00005070,ITM-000068510,CUS-000043,2022-04-20,2022-05-03,Size/Fit,Resellable,82.67,Pending,Courier
RET-00005071,ITM-000068516,CUS-004961,2023-07-09,2023-07-21,Changed Mind,Defective,41.12,Pending,Courier
RET-00005072,ITM-000068523,CUS-000513,2021-08-26,2021-09-08,Size/Fit,Defective,43.77,Approved,Courier
RET-00005073,ITM-000068531,CUS-006201,2022-06-16,2022-06-17,Defective Product,Defective,182.99,Pending,Store
RET-00005074,ITM-000068539,CUS-001047,2026-09-03,2026-09-13,Not as Described,Defective,107.02,Pending,Store
RET-00005075,ITM-000068541,CUS-000835,2022-02-21,2022-03-04,Defective Product,Damaged,70.02,Approved,Courier
RET-00005076,ITM-000068546,CUS-005270,2020-06-22,2020-06-29,,Resellable,55.01,Approved,Store
RET-00005077,ITM-000068551,CUS-004949,2023-04-17,2023-04-18,Changed Mind,Damaged,22.57,Processed,Store
RET-00005078,ITM-000068556,CUS-009352,2025-01-10,2025-01-15,Size/Fit,Resellable,40.69,Processed,Courier
RET-00005079,ITM-000068584,CUS-010359,2023-01-22,2023-02-03,Changed Mind,Defective,57.48,Processed,Courier
RET-00005080,ITM-000068594,CUS-000652,2025-06-28,2025-07-01,Damaged Delivery,Defective,58.33,Pending,Courier
